Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-1950;Довгий мох;Dovhyi mokh;заказник загальнозоологічний;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°12'9""";"E 28°19'0"""
П-2032;Ушомирський;Ushomyrskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Коростенський;"N 50°51'29""";"E 28°28'11"""
П-2037;Червонський;Chervonskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Андрушівський;"N 49°57'37""";"E 28°52'56"""
П-2074;Юлино;Yulyno;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°16'1""";"E 28°47'51"""
П-2102;Андрушівський;Andrushivskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Андрушівський;"N 50°0'26""";"E 29°2'33"""
П-2109;Бондарецький;Bondaretskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Житомирський;"N 50°17'21""";"E 28°28'27"""
П-2140;Вільхівський;Vilkhivskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Романівський;"N 50°12'1""";"E 27°40'30"""
П-2158;Скеля Чотири брати;Skelia Chotyry braty;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Житомирський;"N 50°14'44""";"E 28°36'11"""
П-2175;Високівський;Vysokivskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Черняхівський;"N 50°24'6""";"E 28°46'39"""
П-220;Алея верб;Aleia verb;ботанічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Хорошівський;"N 50°39'17""";"E 28°29'59"""
П-2250;Демчинський;Demchynskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Бердичівський;"N 49°56'32""";"E 28°24'35"""
П-2296;Кмитівський;Kmytivskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Коростишівський;"N 50°18'17""";"E 28°53'1"""
П-244;"Відслонення білокоровицьких
кварцитів";"Vidslonennia bilokorovytskykh
kvartsytiv";геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°16'52""";"E 28°2'38"""
П-245;"Виходи гранітів лизниківського
типу";"Vykhody hranitiv lyznykivskoho
typu";геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Хорошівський;"N 50°34'24""";"E 28°34'30"""
П-249;"Відслонення іризуючого
лабрадориту";"Vidslonennia iryzuiuchoho
labradorytu";геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Черняхівський;"N 50°28'44""";"E 28°50'52"""
П-2532;Райгородський;Raihorodskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Бердичівський;"N 49°49'44""";"E 28°22'39"""
П-256;"Життєдайне джерело
Богородиці";"Zhyttiedaine dzherelo
Bohorodytsi";гідрологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Черняхівський;"N 50°27'6""";"E 28°37'23"""
П-2577;Мальовничі скелі;Malovnychi skeli;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Житомирський;"N 50°10'35""";"E 28°19'36"""
П-2609;Турчинівський;Turchynivskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Чуднівський;"N 50°2'12""";"E 28°16'15"""
П-2610;Тютюнниківський;Tiutiunnykivskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Чуднівський;"N 50°2'10""";"E 28°13'36"""
П-2670;Корніїв;Korniiv;ботанічна пам'ятка природи;загальнодержавного значення;Житомирська обл.;р-н Овруцький;"N 51°22'23""";"E 28°12'20"""
П-2702;Модрина;Modryna;ботанічна пам'ятка природи;загальнодержавного значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°45'10""";"E 27°16'56"""
П-2758;Парк ім. Ю. Гагаріна;Park im. Yu. Haharina;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;Житомирська міськрада;"N 50°15'2""";"E 28°39'51"""
П-28;Поліський;Poliskyi;природний заповідник;загальнодержавного значення;Житомирська обл.;"р-н Овруцький, р-н
Олевський";"N 51°22'51""";"E 27°56'2"""
П-2835;"Ботанічний сад Державної
агроекологічної академії
України";"Botanichnyi sad Derzhavnoi
ahroekolohichnoi akademii
Ukrainy";ботанічний сад;загальнодержавного значення;Житомирська обл.;Житомирська міськрада;"N 50°15'33""";"E 28°40'52"""
П-2837;Скеля Голова Чацького;Skelia Holova Chatskoho;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;Житомирська міськрада;"N 50°14'39""";"E 28°38'23"""
П-2868;Скеля Кам'яний гриб;Skelia Kamianyi hryb;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;"Новоград-Волинський
міськрада";"N 50°37'11""";"E 27°36'47"""
П-2869;Скеля Крашевського;Skelia Krashevskoho;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Житомирський;"N 50°12'51""";"E 28°35'32"""
П-2980;Пілява;Piliava;дендрологічний парк;місцевого значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°38'52""";"E 27°15'32"""
П-2981;Гладковицький;Hladkovytskyi;дендрологічний парк;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°21'24""";"E 28°58'12"""
П-314;Грабчаковий ліс;Hrabchakovyi lis;ботанічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Коростишівський;"N 50°28'38""";"E 28°57'23"""
П-3180;Ветьва;Vetva;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°27'5""";"E 27°46'19"""
П-3325;Баньки;Banky;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°15'56""";"E 27°33'11"""
П-3381;Забарський;Zabarskyi;заказник гідрологічний;загальнодержавного значення;Житомирська обл.;р-н Ємільчинський;"N 50°58'50""";"E 27°27'42"""
П-3433;Дворищанський парк;Dvoryshchanskyi park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Хорошівський;"N 50°34'7""";"E 28°23'44"""
П-3439;Густі острови;Husti ostrovy;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°26'42""";"E 27°39'54"""
П-3450;"Радонові джерела м.
Житомира";Radonovi dzherela m. Zhytomyra;гідрологічна пам'ятка природи;місцевого значення;Житомирська обл.;Житомирська міськрада;"N 50°14'32""";"E 28°41'28"""
П-3459;Ігорів Брід;Ihoriv Brid;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°18'0""";"E 27°31'9"""
П-3469;Овруцький;Ovrutskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°19'15""";"E 28°50'1"""
П-351;Токов мох;Tokov mokh;заказник загальнозоологічний;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 50°59'8""";"E 27°38'8"""
П-3709;Деревицькі модрини;Derevytski modryny;ботанічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Любарський;"N 49°57'57""";"E 27°37'58"""
П-3734;Баранячі лоби;Baraniachi loby;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Коростенський;"N 50°58'28""";"E 28°37'29"""
П-3839;Жовтневе;Zhovtneve;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Попільнянський;"N 50°8'2""";"E 29°18'44"""
П-3842;Камінне село;Kaminne selo;заказник геологічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°17'21""";"E 27°59'50"""
П-3913;Парк ім. Кутузова;Park im. Kutuzova;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Хорошівський;"N 50°34'49""";"E 28°27'31"""
П-3915;Парк ім. Міклухо-Маклая;Park im. Miklukho-Maklaia;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;Малинська міськрада;"N 50°46'40""";"E 29°16'35"""
П-3965;Баранівський;Baranivskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Баранівський;"N 50°16'36""";"E 27°43'24"""
П-3975;Тетерукове токовище;Teterukove tokovyshche;заказник загальнозоологічний;місцевого значення;Житомирська обл.;р-н Пулинський;"N 50°19'58""";"E 28°6'52"""
П-3986;Еліта;Elita;дендрологічний парк;місцевого значення;Житомирська обл.;р-н Коростенський;"N 50°57'22""";"E 28°43'17"""
П-4012;Коростишівський;Korostyshivskyi;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Житомирська обл.;р-н Коростишівський;"N 50°19'47""";"E 29°3'37"""
П-408;Словечанський кряж;Slovechanskyi kriazh;заказник лісовий;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°14'2""";"E 28°19'34"""
П-4132;Берви;Bervy;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Радомишльський;"N 50°25'59""";"E 29°20'0"""
П-4192;"Відслонення головинського
габро";"Vidslonennia holovynskoho
habro";геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Черняхівський;"N 50°28'50""";"E 28°53'17"""
П-4195;Велетенські котли;Veletenski kotly;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Коростенський;"N 50°57'4""";"E 28°36'29"""
П-4227;Казява;Kaziava;заказник загальнозоологічний;загальнодержавного значення;Житомирська обл.;р-н Новоград-Волинський;"N 51°2'39""";"E 27°23'0"""
П-4232;Плотниця;Plotnytsia;заказник ландшафтний;загальнодержавного значення;Житомирська обл.;р-н Олевський;"N 51°22'27""";"E 28°0'30"""
П-4238;Андрушівський ліс - 1;Andrushivskyi lis -1;заказник лісовий;місцевого значення;Житомирська обл.;р-н Андрушівський;"N 49°58'6""";"E 29°3'1"""
П-4239;Андрушівський ліс - 2;Andrushivskyi lis -2;заказник лісовий;місцевого значення;Житомирська обл.;р-н Андрушівський;"N 49°55'52""";"E 29°1'15"""
П-4255;Юзихівка;Yuzykhivka;заказник лісовий;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 50°57'43""";"E 27°37'16"""
П-4308;Вересна;Veresna;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°26'55""";"E 27°21'12"""
П-4323;Радогощанський;Radohoshchanskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Лугинський;"N 50°59'47""";"E 28°17'41"""
П-4367;Ольжині купальні;Olzhyni kupalni;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;Коростенська міськрада;"N 50°55'55""";"E 28°38'8"""
П-4373;Флороносні пісковики;Floronosni piskovyky;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Хорошівський;"N 50°36'59""";"E 28°30'16"""
П-4409;Липова піч;Lypova pich;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 50°56'51""";"E 27°58'1"""
П-4426;Колонія чапель;Koloniia chapel;заказник орнітологічний;місцевого значення;Житомирська обл.;р-н Хорошівський;"N 50°38'35""";"E 28°31'38"""
П-4466;Прадуниха;Pradunykha;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°6'7""";"E 27°24'3"""
П-4514;Микитче;Mykytche;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°24'44""";"E 27°46'54"""
П-4548;Старі Гарти;Stari Harty;заказник лісовий;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 51°3'3""";"E 27°48'10"""
П-4553;Власенки;Vlasenky;заказник орнітологічний;місцевого значення;Житомирська обл.;р-н Ружинський;"N 49°35'50""";"E 29°12'56"""
П-4557;Зимник;Zymnyk;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°24'41""";"E 27°39'14"""
П-4573;Собачий зуб;Sobachyi zub;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Романівський;"N 50°13'45""";"E 27°55'41"""
П-4627;Речиця;Rechytsia;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°19'19""";"E 27°54'25"""
П-4685;Березовий;Berezovyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°23'46""";"E 28°23'1"""
П-4688;Будки;Budky;заказник лісовий;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 50°57'8""";"E 27°52'24"""
П-4737;Яремів ліс;Yaremiv lis;заказник лісовий;місцевого значення;Житомирська обл.;р-н Червоноармійський;"N 50°30'4""";"E 28°10'3"""
П-4740;Вовчі острови;Vovchi ostrovy;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 50°58'20""";"E 27°49'48"""
П-4754;Красносілка;Krasnosilka;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°36'33""";"E 28°13'23"""
П-476;Зажеревська дача;Zazherevska dacha;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Лугинський;"N 51°6'25""";"E 28°20'21"""
П-481;Замисловицький;Zamyslovytskyi;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°15'6""";"E 27°52'50"""
П-485;Зелений мох;Zelenyi mokh;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°12'39""";"E 28°22'51"""
П-4904;Телячий мох - 2;Teliachyi mokh -2;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 51°3'6""";"E 27°30'22"""
П-4914;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Хорошівський;"N 50°43'56""";"E 28°34'30"""
П-4929;Корч;Korch;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°17'19""";"E 27°28'25"""
П-4952;Добринські дуби;Dobrynski duby;ботанічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Малинський;"N 50°44'2""";"E 28°49'43"""
П-4972;Бучмани;Buchmany;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Лугинський;"N 51°3'46""";"E 28°3'38"""
П-4986;Романівські дуби;Romanivski duby;ботанічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Романівський;"N 50°12'1""";"E 27°51'42"""
П-5012;Телячий мох - 1;Teliachyi mokh -1;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°5'1""";"E 27°33'35"""
П-5039;Страхів;Strakhiv;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°28'35""";"E 27°46'51"""
П-509;Конвалія;Konvaliia;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Коростишівський;"N 50°19'29""";"E 29°12'52"""
П-5177;Берльоне;Berlone;заказник загальнозоологічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°24'39""";"E 27°32'42"""
П-522;Крим'є;Krymie;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°20'58""";"E 28°12'52"""
П-5320;Кленовський;Klenovskyi;заказник загальнозоологічний;місцевого значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°41'37""";"E 27°40'14"""
П-5341;Часниківський;Chasnykivskyi;заказник орнітологічний;загальнодержавного значення;Житомирська обл.;р-н Ємільчинський;"N 50°58'54""";"E 27°29'8"""
П-5345;Червоновільський;Chervonovilskyi;заказник гідрологічний;загальнодержавного значення;Житомирська обл.;р-н Новоград-Волинський;"N 51°1'32""";"E 27°16'43"""
П-5426;"Відслонення
нижньопротерозойських
конгломератів";"Vidslonennia
nyzhnoproterozoiskykh
konhlomerativ";геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Радомишльський;"N 50°28'58""";"E 29°14'11"""
П-5501;Давиди;Davydy;заказник ботанічний;місцевого значення;Житомирська обл.;"р-н Володарсько-
Волинський";"N 50°40'13""";"E 28°32'4"""
П-5533;Городницький;Horodnytskyi;заказник ботанічний;загальнодержавного значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°51'0""";"E 27°17'21"""
П-5571;Вереси;Veresy;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°7'39""";"E 27°22'56"""
П-5577;Довгий брід;Dovhyi brid;заказник загальнозоологічний;місцевого значення;Житомирська обл.;р-н Романівський;"N 50°12'35""";"E 27°57'1"""
П-5625;Відслонення пегматиту;Vidslonennia pehmatytu;геологічна пам'ятка природи;місцевого значення;Житомирська обл.;р-н Коростишівський;"N 50°22'8""";"E 29°8'45"""
П-5639;Діброва;Dibrova;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°22'11""";"E 27°42'4"""
П-603;Розсохівський;Rozsokhivskyi;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Народицький;"N 51°11'14""";"E 28°59'5"""
П-652;Хмелі;Khmeli;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°21'22""";"E 29°10'22"""
П-661;Циганка;Tsyhanka;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°28'0""";"E 27°43'37"""
П-672;Липницький;Lypnytskyi;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Лугинський;"N 51°8'57""";"E 28°25'32"""
П-71;Древлянський;Drevlianskyi;природний заповідник;загальнодержавного значення;Житомирська обл.;р-н Народицький;"N 51°12'10""";"E 29°4'53"""
П-711;Ольгине;Olhyne;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 50°46'16""";"E 27°40'9"""
П-728;Плющ;Pliushch;заказник ботанічний;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°23'42""";"E 28°12'46"""
П-735;Михеївський;Mykheivskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°44'7""";"E 27°23'17"""
П-741;Над Тетеревом;Nad Teterevom;заказник лісовий;місцевого значення;Житомирська обл.;р-н Житомирський;"N 50°11'29""";"E 28°23'6"""
П-742;Нехворощ;Nekhvoroshch;заказник лісовий;місцевого значення;Житомирська обл.;р-н Андрушівський;"N 49°58'18""";"E 28°59'47"""
П-748;Олевський;Olevskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°16'21""";"E 27°38'39"""
П-760;Попільнянський ліс;Popilnianskyi lis;заказник лісовий;місцевого значення;Житомирська обл.;р-н Попільнянський;"N 49°59'19""";"E 29°28'28"""
П-763;Путівець;Putivets;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°9'58""";"E 27°42'24"""
П-764;Радомишльський;Radomyshlskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Радомишльський;"N 50°27'51""";"E 29°10'58"""
П-770;Сапожинський;Sapozhynskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°42'20""";"E 27°25'25"""
П-784;Старочуднівський;Starochudnivskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Романівський;"N 50°13'4""";"E 28°9'49"""
П-786;Стовпинський;Stovpynskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°7'2""";"E 27°44'42"""
П-787;Сторожівський;Storozhivskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°43'11""";"E 27°25'22"""
П-789;Тересини;Teresyny;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°10'33""";"E 27°27'23"""
П-791;Турейка;Tureika;заказник лісовий;місцевого значення;Житомирська обл.;р-н Лугинський;"N 51°6'55""";"E 28°25'40"""
П-799;Харкові круги;Kharkovi kruhy;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°21'37""";"E 27°46'57"""
П-801;Чорний бусел;Chornyi busel;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°21'11""";"E 27°44'39"""
П-814;Білокоровицький;Bilokorovytskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°7'40""";"E 27°58'3"""
П-819;Ботанічна;Botanichna;заказник лісовий;місцевого значення;Житомирська обл.;р-н Новоград-Волинський;"N 50°38'39""";"E 27°18'38"""
П-821;Бучина;Buchyna;заказник лісовий;місцевого значення;Житомирська обл.;р-н Любарський;"N 49°58'36""";"E 27°47'25"""
П-824;Верхова ділянка;Verkhova dilianka;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°25'30""";"E 27°51'50"""
П-832;Гута;Huta;заказник лісовий;місцевого значення;Житомирська обл.;р-н Радомишльський;"N 50°28'42""";"E 29°19'20"""
П-833;Діброва лісничого Вронського;Dibrova lisnychoho Vronskoho;заказник лісовий;місцевого значення;Житомирська обл.;р-н Житомирський;"N 50°16'42""";"E 28°28'55"""
П-836;Даньов;Danov;заказник лісовий;місцевого значення;Житомирська обл.;р-н Ємільчинський;"N 50°55'43""";"E 27°28'51"""
П-838;Дивлинський;Dyvlynskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Лугинський;"N 51°3'17""";"E 28°10'2"""
П-845;Жубровицький;Zhubrovytskyi;заказник лісовий;місцевого значення;Житомирська обл.;р-н Олевський;"N 51°4'21""";"E 27°47'58"""
П-848;Забране;Zabrane;заказник лісовий;місцевого значення;Житомирська обл.;р-н Коростенський;"N 50°44'19""";"E 28°46'26"""
П-850;Замок Терещенка;Zamok Tereshchenka;заказник лісовий;місцевого значення;Житомирська обл.;р-н Житомирський;"N 50°12'25""";"E 28°22'8"""
П-858;Кам'яна гірка;Kamiana hirka;заказник лісовий;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°22'24""";"E 28°4'17"""
П-878;Лугинські дубняки;Luhynski dubniaky;заказник лісовий;місцевого значення;Житомирська обл.;р-н Лугинський;"N 51°8'30""";"E 28°21'30"""
П-92;Кутне;Kutne;заказник загальнозоологічний;загальнодержавного значення;Житомирська обл.;р-н Овруцький;"N 51°35'11""";"E 29°10'37"""
П-945;Клунище;Klunyshche;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Малинський;"N 50°54'56""";"E 29°7'23"""
П-956;Чорний мох;Chornyi mokh;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Коростенський;"N 50°50'51""";"E 28°18'37"""
П-97;Трощанський;Troshchanskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Житомирська обл.;р-н Чуднівський;"N 49°54'12""";"E 28°5'41"""
П-978;Коморище;Komoryshche;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Овруцький;"N 51°30'16""";"E 28°47'41"""
П-998;Щуче;Shchuche;заказник гідрологічний;місцевого значення;Житомирська обл.;р-н Малинський;"N 50°40'34""";"E 29°17'42"""
