Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-1942;Платан східний (чинар);Platan skhidnyi (chynar);ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°35'19""";"E 27°23'10"""
П-1971;Ділянка арніки гірської;Dilianka arniky hirskoi;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°57'39""";"E 25°6'10"""
П-1972;Ділянка коновалії;Dilianka konovalii;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°24'12""";"E 26°33'3"""
П-1976;Ділянка лучної флори;Dilianka luchnoi flory;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°11'19""";"E 25°47'14"""
П-1977;Ділянка лучної флори;Dilianka luchnoi flory;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°17'48""";"E 25°47'29"""
П-1978;Ділянка степової флори;Dilianka stepovoi flory;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°15'29""";"E 25°53'51"""
П-1985;Праліс модрини європейської;Pralis modryny yevropeiskoi;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°3'36""";"E 25°32'40"""
П-2025;Ржавинецьке болото;Rzhavynetske boloto;комплексна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°31'11""";"E 26°3'35"""
П-2034;Хотинський;Khotynskyi;парк;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°30'26""";"E 26°29'1"""
П-2038;Чорнівський;Chornivskyi;парк;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°24'46""";"E 26°1'28"""
П-2039;Чорторийський;Chortoryiskyi;парк;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°22'21""";"E 25°33'31"""
П-2043;Печера Фуштейка;Pechera Fushteika;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°33'2""";"E 25°58'19"""
П-2056;"Мінеральна вода Буковинська-
1";Mineralna voda Bukovynska-1;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°5'17""";"E 25°39'4"""
П-2057;"Мінеральна вода Буковинська-
2";Mineralna voda Bukovynska-2;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°5'15""";"E 25°39'28"""
П-2058;"Мінеральна вода Валя
Кузьминська-1";"Mineralna voda Valia Kuzmynska-
1";гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°11'47""";"E 26°0'12"""
П-2059;"Мінеральна вода Валя
Кузьминська-2";"Mineralna voda Valia Kuzmynska-
2";гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°11'43""";"E 26°0'23"""
П-2060;"Мінеральна вода Турбаза
Буковини";"Mineralna voda Turbaza
Bukovyny";гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°11'37""";"E 26°0'36"""
П-2062;"Смереки на садибі Лук'яна
Кобилиці";"Smereky na sadybi Lukiana
Kobylytsi";комплексна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°57'58""";"E 25°9'33"""
П-2092;Магалянська мінеральна-2;Mahalianska mineralna-2;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°18'11""";"E 26°2'33"""
П-2095;Михальчанська мінеральна-2;Mykhalchanska mineralna-2;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°15'10""";"E 25°50'43"""
П-2098;Ожевська мінеральна;Ozhevska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°33'47""";"E 27°27'46"""
П-2104;Байраківський;Bairakivskyi;парк;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°7'22""";"E 26°6'46"""
П-2105;Банилівський;Banylivskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°6'23""";"E 25°27'47"""
П-2106;Берегометський;Berehometskyi;парк;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°10'12""";"E 25°20'20"""
П-2125;Скеля Камінь Довбуша;Skelia Kamin Dovbusha;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°12'5""";"E 25°8'50"""
П-2127;Скеля Протяте каміння;Skelia Protiate kaminnia;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°12'35""";"E 25°8'26"""
П-2131;Озеро Бездонне;Ozero Bezdonne;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°38'44""";"E 25°38'10"""
П-2134;Озеро Гірське око;Ozero Hirske oko;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°51'0""";"E 25°0'2"""
П-2137;Брусницький;Brusnytskyi;парк;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°21'11""";"E 25°35'48"""
П-2138;Буденецький;Budenetskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°5'34""";"E 25°38'28"""
П-2139;Вікнянський;Viknianskyi;парк;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°34'18""";"E 25°57'43"""
П-2143;Вашковецький;Vashkovetskyi;парк;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°22'41""";"E 25°31'55"""
П-215;Шебутинський яр;Shebutynskyi yar;заказник ландшафтний;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°34'10""";"E 27°16'11"""
П-2151;Берда;Berda;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°26'35""";"E 26°0'51"""
П-2162;Тораківська стінка;Torakivska stinka;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°1'13""";"E 25°4'21"""
П-2173;Вижницький;Vyzhnytskyi;парк;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°14'46""";"E 25°11'21"""
П-2179;Герцаївський;Hertsaivskyi;парк;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°9'9""";"E 26°15'37"""
П-2181;Глибоцький;Hlybotskyi;парк;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°5'42""";"E 25°55'11"""
П-2182;Карапчівський;Karapchivskyi;парк;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°6'1""";"E 25°49'30"""
П-2192;Буковий праліс;Bukovyi pralis;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°19'38""";"E 25°48'16"""
П-2199;Боянська мінеральна-2;Boianska mineralna-2;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°17'4""";"E 26°8'26"""
П-2200;Брусницька мінеральна-3;Brusnytska mineralna-3;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°21'0""";"E 25°35'39"""
П-2201;Брусницька мінеральна-31;Brusnytska mineralna-31;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°20'50""";"E 25°35'17"""
П-2218;Грушівецький;Hrushivetskyi;парк;місцевого значення;Чернівецька обл.;р-н Кельменецький;"N 48°32'51""";"E 26°49'17"""
П-2220;Буковий праліс;Bukovyi pralis;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°31'19""";"E 26°11'42"""
П-2226;Вісім берек;Visim berek;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°11'58""";"E 26°1'42"""
П-2230;Брусницька мінеральна-31-д;Brusnytska mineralna-31-d;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°21'20""";"E 25°35'57"""
П-2231;Брусницька мінеральна-33-е;Brusnytska mineralna-33-e;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°21'13""";"E 25°36'57"""
П-2232;Брусницька мінеральна-508;Brusnytska mineralna-508;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°20'56""";"E 25°36'1"""
П-2233;Брусницька мінеральна-509;Brusnytska mineralna-509;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°21'7""";"E 25°36'20"""
П-2234;Брусницька мінеральна-514;Brusnytska mineralna-514;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°21'27""";"E 25°36'34"""
П-2235;Брусницька мінеральна-515;Brusnytska mineralna-515;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°21'5""";"E 25°36'47"""
П-2236;Брусницька мінеральна-516;Brusnytska mineralna-516;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°21'27""";"E 25°36'16"""
П-2268;Вижницька мінеральна;Vyzhnytska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°14'36""";"E 25°9'39"""
П-2283;Сергіївська мінеральна;Serhiivska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°58'15""";"E 25°8'53"""
П-2292;Заставнянський;Zastavnianskyi;парк;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°30'56""";"E 25°51'6"""
П-2294;Клинівський;Klynivskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°10'0""";"E 25°39'34"""
П-2295;Клинівський;Klynivskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°10'47""";"E 25°38'17"""
П-2305;Гай красуні;Hai krasuni;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°4'27""";"E 26°12'16"""
П-2341;Глинище;Hlynyshche;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°0'56""";"E 26°10'47"""
П-2353;Джерело Вікно;Dzherelo Vikno;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°34'29""";"E 25°58'32"""
П-2364;Хряцьківська мінеральна;Khriatskivska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°9'46""";"E 26°9'26"""
П-2368;Лужанський;Luzhanskyi;парк;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°20'59""";"E 25°48'58"""
П-2391;Джерело Магала;Dzherelo Mahala;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°17'27""";"E 26°2'56"""
П-2393;Джерело Мигове-1;Dzherelo Myhove-1;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°9'18""";"E 25°23'30"""
П-2397;Черленівська мінеральна;Cherlenivska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°18'3""";"E 26°23'55"""
П-2398;Черленівська мінеральна-1;Cherlenivska mineralna-1;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°17'53""";"E 26°24'12"""
П-240;Псевдотсуга тисолиста;Psevdotsuha tysolysta;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'45""";"E 25°56'0"""
П-2404;Михальчанський;Mykhalchanskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°15'25""";"E 25°50'44"""
П-2407;Оршовецький;Orshovetskyi;парк;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°25'1""";"E 25°38'13"""
П-2418;Василівські водоспади;Vasylivski vodospady;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°36'41""";"E 25°50'25"""
П-2419;Василівська стінка;Vasylivska stinka;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°36'1""";"E 25°50'1"""
П-2425;Водопад Королівський;Vodopad Korolivskyi;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°1'51""";"E 25°27'8"""
П-2427;Джерело Мигове-2;Dzherelo Myhove-2;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°9'21""";"E 25°23'52"""
П-2429;Джерело Підгірне-1;Dzherelo Pidhirne-1;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°5'51""";"E 25°30'12"""
П-2430;Джерело Підгірне-2;Dzherelo Pidhirne-2;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°6'4""";"E 25°30'48"""
П-2431;Джерело Підгірне-3;Dzherelo Pidhirne-3;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°6'10""";"E 25°31'19"""
П-2433;Джерело Розкопинці;Dzherelo Rozkopyntsi;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сокирянський;"N 48°29'51""";"E 27°26'40"""
П-2434;Джерело Сарата-1;Dzherelo Sarata-1;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°45'37""";"E 24°59'23"""
П-2435;Джерело Сарата-2;Dzherelo Sarata-2;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°45'10""";"E 24°59'35"""
П-2456;Водоспад Гук (Сучавський);Vodospad Huk (suchavskyi);геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°47'51""";"E 25°9'34"""
П-2457;Водоспад Дорошовецький;Vodospad Doroshovetskyi;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°34'46""";"E 25°53'52"""
П-2458;Водоспад Кулівецький;Vodospad Kulivetskyi;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°37'48""";"E 25°49'29"""
П-2459;Водоспад Фалинський;Vodospad Falynskyi;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°34'47""";"E 25°52'38"""
П-2460;Водоспад Чорнопотоцький;Vodospad Chornopototskyi;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°33'17""";"E 26°1'53"""
П-2465;Джерело Сарата-3;Dzherelo Sarata-3;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 47°44'58""";"E 24°59'29"""
П-2467;Джерело Стара Красношора;Dzherelo Stara Krasnoshora;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°2'26""";"E 25°31'49"""
П-2469;Джерело Хрещатик;Dzherelo Khreshchatyk;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°37'29""";"E 25°44'11"""
П-2473;Джерело Черешенька;Dzherelo Chereshenka;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°13'4""";"E 25°16'45"""
П-2498;Дихтинецька стінка;Dykhtynetska stinka;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°3'29""";"E 25°3'0"""
П-2499;Закам'яніла багачка;Zakamianila bahachka;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°6'46""";"E 25°2'48"""
П-2502;"Кісткові залишки слона
південного";"Kistkovi zalyshky slona
pivdennoho";геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°32'14""";"E 26°2'14"""
П-2503;Кадубівська лійка;Kadubivska liika;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°34'17""";"E 25°47'5"""
П-2529;Просокирянський;Prosokyrianskyi;парк;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°4'25""";"E 25°51'26"""
П-2531;Рідківський;Ridkivskyi;парк;місцевого значення;Чернівецька обл.;р-н Новоселицький;"N 48°20'39""";"E 26°4'48"""
П-2536;Камінь Жаба;Kamin Zhaba;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°7'44""";"E 25°3'43"""
П-2537;Карстова печера Дуча;Karstova pechera Ducha;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°32'12""";"E 26°5'0"""
П-2541;Киселицька стінка;Kyselytska stinka;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°2'21""";"E 25°3'19"""
П-2552;Зарожанська мінеральна;Zarozhanska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°24'44""";"E 26°17'39"""
П-2567;Слобода-Комарівський;Sloboda-Komarivskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°13'25""";"E 25°37'47"""
П-2571;Ставчанський;Stavchanskyi;парк;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°23'21""";"E 26°24'48"""
П-2572;Старожадівський;Starozhadivskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°12'27""";"E 25°30'6"""
П-2573;Сторожинецький;Storozhynetskyi;парк;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°9'20""";"E 25°44'32"""
П-2585;Звенячинська мінеральна;Zveniachynska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°37'53""";"E 25°43'24"""
П-2588;Кельменецька мінеральна;Kelmenetska mineralna;гідрологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кельменецький;"N 48°29'10""";"E 26°53'35"""
П-2611;Одайський провал;Odaiskyi proval;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°35'18""";"E 25°48'21"""
П-2612;Оршовецька мінеральна;Orshovetska mineralna;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Кіцманський;"N 48°24'18""";"E 25°39'18"""
П-2615;Петрашівська стінка;Petrashivska stinka;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°8'16""";"E 25°4'16"""
П-2616;Печера Довбуша;Pechera Dovbusha;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°9'51""";"E 25°9'30"""
П-2617;Печера Пісочниця;Pechera Pisochnytsia;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°31'48""";"E 26°3'18"""
П-2618;Печера Руїна;Pechera Ruina;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°30'21""";"E 25°56'33"""
П-2619;Печера Скитська;Pechera Skytska;геологічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°37'31""";"E 25°43'26"""
П-2627;Совицькі болота;Sovytski bolota;заказник ландшафтний;загальнодержавного значення;Чернівецька обл.;р-н Кіцманський;"N 48°30'7""";"E 25°44'44"""
П-2646;Зруб;Zrub;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°4'12""";"E 26°9'31"""
П-2662;Товтрівська стінка;Tovtrivska stinka;заказник ландшафтний;загальнодержавного значення;Чернівецька обл.;р-н Заставнівський;"N 48°30'12""";"E 25°55'2"""
П-2688;Квітка;Kvitka;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°3'45""";"E 25°30'40"""
П-270;Озера Очеретяні;Ozera Ocheretiani;комплексна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°26'25""";"E 26°19'9"""
П-2799;Коцюба;Kotsiuba;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°27'10""";"E 26°2'38"""
П-2803;Кривка;Kryvka;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 47°57'33""";"E 25°38'12"""
П-2804;Кривка;Kryvka;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°10'2""";"E 25°49'30"""
П-2815;Товарниця;Tovarnytsia;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Путильський;"N 48°5'42""";"E 25°9'0"""
П-2884;Лаура;Laura;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 47°59'3""";"E 25°32'22"""
П-2901;Борівецька;Borivetska;комплексна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Кіцманський;"N 48°36'19""";"E 25°38'19"""
П-2924;Луківка;Lukivka;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°26'35""";"E 26°3'16"""
П-2927;Хрещатико-Звенячинське;Khreshchatyko-Zveniachynske;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°37'57""";"E 25°44'34"""
П-2930;Чемернарське;Chemernarske;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 47°55'35""";"E 25°21'5"""
П-294;Рухотинський ліс;Rukhotynskyi lis;ботанічна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Хотинський;"N 48°28'51""";"E 26°9'32"""
П-2963;Мартинівське;Martynivske;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°33'1""";"E 25°59'40"""
П-297;Тисовий яр;Tysovyi yar;ботанічна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Сторожинецький;"N 48°10'19""";"E 25°48'26"""
П-298;Урочище Білка;Urochyshche Bilka;ботанічна пам'ятка природи;загальнодержавного значення;Чернівецька обл.;р-н Сторожинецький;"N 48°11'0""";"E 25°40'13"""
П-2988;Горянка;Horianka;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°1'37""";"E 25°29'36"""
П-3002;Мирів;Myriv;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°2'51""";"E 25°34'19"""
П-304;Чернівецький ботанічний сад;Chernivetskyi botanichnyi sad;ботанічний сад;загальнодержавного значення;Чернівецька обл.;Чернівецька міськрада;"N 48°17'30""";"E 25°59'22"""
П-3049;Ярок;Yarok;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 47°57'41""";"E 25°41'27"""
П-3073;Ділянка пралісу;Dilianka pralisu;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Хотинський;"N 48°30'45""";"E 26°10'14"""
П-3074;Ділянка пралісу;Dilianka pralisu;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 47°57'9""";"E 25°29'8"""
П-309;Лунківський;Lunkivskyi;заказник лісовий;загальнодержавного значення;Чернівецька обл.;р-н Сторожинецький;"N 48°2'12""";"E 25°36'13"""
П-3108;Деревниця;Derevnytsia;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Заставнівський;"N 48°39'2""";"E 25°48'31"""
П-3140;Гайок;Haiok;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Герцаївський;"N 48°4'30""";"E 26°11'53"""
П-3150;Дубівка;Dubivka;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Сторожинецький;"N 48°2'48""";"E 25°30'48"""
П-3155;Дубовий праліс;Dubovyi pralis;заповідне урочище;місцевого значення;Чернівецька обл.;р-н Глибоцький;"N 48°4'19""";"E 26°10'42"""
П-3188;Ділянка барвінку малого;Dilianka barvinku maloho;ботанічна пам'ятка природи;місцевого значення;Чернівецька обл.;р-н Вижницький;"N 48°3'42""";"E 25°20'53"""
