Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-325;Джерело с. Олександрівка;Dzherelo s. Oleksandrivka;гідрологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°41'59""";"E 31°17'39"""
П-3276;Новопетрівські плавні;Novopetrivski plavni;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Новоодеський;"N 47°13'42""";"E 31°50'41"""
П-330;Джерело с. Прибужани;Dzherelo s. Prybuzhany;гідрологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°31'43""";"E 31°20'16"""
П-331;Джерело с. Рибаківка;Dzherelo s. Rybakivka;гідрологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Березанський;"N 46°38'4""";"E 31°20'13"""
П-3317;Жовтневе водосховище;Zhovtneve vodoskhovyshche;заказник гідрологічний;місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°53'27""";"E 32°5'20"""
П-332;Джерело с. Чаусово;Dzherelo s. Chausovo;гідрологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Первомайський;"N 48°3'59""";"E 30°44'0"""
П-3320;Джерело смт Березнегувате;Dzherelo smt Bereznehuvate;гідрологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Березнегуватський;"N 47°18'12""";"E 32°52'56"""
П-335;Парк ім. Островського;Park im. Ostrovskoho;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°34'36""";"E 31°16'11"""
П-3355;Курячі лози;Kuriachi lozy;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Кривоозерський;"N 48°5'7""";"E 30°20'33"""
П-3366;Дубки;Dubky;заповідне урочище;місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°58'44""";"E 32°2'35"""
П-340;Лабіринт;Labirynt;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°42'12""";"E 31°25'35"""
П-3435;Кримка;Krymka;заказник ботанічний;місцевого значення;Миколаївська обл.;р-н Снігурівський;"N 47°5'32""";"E 32°46'20"""
П-3436;Єлизаветівка;Yelyzavetivka;заказник ботанічний;місцевого значення;Миколаївська обл.;р-н Снігурівський;"N 46°57'25""";"E 32°50'20"""
П-345;Варюшино;Variushyno;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Веселинівський;"N 47°19'57""";"E 31°37'48"""
П-3458;Івано-Кепіно;Ivano-Kepino;заказник ботанічний;місцевого значення;Миколаївська обл.;р-н Снігурівський;"N 47°2'44""";"E 32°54'12"""
П-346;Водоспад;Vodospad;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 48°0'18""";"E 32°58'33"""
П-3468;Скобелівська балка;Skobelivska balka;заказник ботанічний;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 47°37'41""";"E 32°50'55"""
П-3491;Володимирівський парк;Volodymyrivskyi park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;р-н Казанківський;"N 47°30'41""";"E 33°5'0"""
П-3651;Дорошівка;Doroshivka;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°29'3""";"E 31°28'41"""
П-3654;Мішково-Погорілове;Mishkovo-Pohorilove;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Вітовський;"N 47°0'29""";"E 32°5'16"""
П-3676;Каширове;Kashyrove;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 48°1'31""";"E 32°52'48"""
П-3678;Ленінське;Leninske;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 47°30'42""";"E 33°5'25"""
П-3702;Володимирівська дача;Volodymyrivska dacha;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 47°30'42""";"E 33°3'21"""
П-3739;Катеринівське водосховище;Katerynivske vodoskhovyshche;заказник гідрологічний;місцевого значення;Миколаївська обл.;р-н Веселинівський;"N 47°14'41""";"E 31°30'15"""
П-3749;Парк Вознесенської школи;Park Voznesenskoi shkoly;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°34'43""";"E 31°16'30"""
П-3780;Вовча Балка;Vovcha Balka;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Новоодеський;"N 47°20'53""";"E 31°41'24"""
П-3811;Волошка білоперлинна;Voloshka biloperlynna;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°57'16""";"E 31°59'9"""
П-3821;Михайлівський;Mykhailivskyi;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Новоодеський;"N 47°22'46""";"E 31°38'6"""
П-3827;Парк Перемоги;Park Peremohy;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°55'46""";"E 32°2'54"""
П-3832;Балабанівка;Balabanivka;заказник лісовий;місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°49'11""";"E 31°59'12"""
П-3862;Михайлівський степ;Mykhailivskyi step;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Новоодеський;"N 47°21'46""";"E 31°42'12"""
П-3894;Парк ім. Петровського;Park im. Petrovskoho;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°55'29""";"E 32°1'55"""
П-3900;Острів Довгий;Ostriv Dovhyi;заказник ландшафтний;місцевого значення;Миколаївська обл.;Первомайська міськрада;"N 48°3'5""";"E 30°50'32"""
П-3910;Мар'їна роща;Marina roshcha;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°36'55""";"E 31°20'6"""
П-3914;"Парк ім. Ленінського
комсомолу";Park im. Leninskoho komsomolu;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°54'1""";"E 32°1'50"""
П-3940;Півострів Піщаний;Pivostriv Pishchanyi;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Вітовський;"N 47°0'7""";"E 32°5'45"""
П-3980;Хомутець;Khomutets;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Братський;"N 47°45'40""";"E 31°30'51"""
П-3982;Чабанка;Chabanka;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Новобузький;"N 47°43'41""";"E 32°40'21"""
П-40;Єланецький Степ;Yelanetskyi Step;природний заповідник;загальнодержавного значення;Миколаївська обл.;"р-н Єланецький, р-н
Новоодеський";"N 47°33'40""";"E 32°1'57"""
П-4016;Петрово-Солонихський;Petrovo-Solonykhskyi;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Миколаївський;"N 47°5'7""";"E 31°50'42"""
П-4024;Добра криниця;Dobra krynytsia;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Баштанський;"N 47°15'9""";"E 32°19'7"""
П-4034;Себінський;Sebinskyi;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Новоодеський;"N 47°11'30""";"E 31°50'31"""
П-4083;Старий парк;Staryi park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;р-н Вітовський;"N 46°59'55""";"E 32°7'45"""
П-41;Бузький Гард;Buzkyi Hard;національний природний парк;загальнодержавного значення;Миколаївська обл.;"р-н Арбузинський, р-н
Доманівський, р-н
Вознесенський, р-н
Первомайський, р-н
Братський";"N 48°2'23""";"E 30°56'48"""
П-4120;Гора;Hora;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Доманівський;"N 47°24'54""";"E 31°1'30"""
П-4129;Старогаліцинівська;Starohalitsynivska;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Вітовський;"N 46°51'13""";"E 32°6'50"""
П-4149;Сивашський сквер;Syvashskyi skver;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°55'24""";"E 32°2'16"""
П-4272;Балка;Balka;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Березнегуватський;"N 47°15'15""";"E 32°59'59"""
П-428;Тилігульський;Tylihulskyi;регіональний ландшафтний парк;місцевого значення;Миколаївська обл.;р-н Березанський;"N 46°51'53""";"E 31°4'42"""
П-4302;Флотський бульвар;Flotskyi bulvar;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°55'1""";"E 32°3'30"""
П-4313;Ювілейне;Yuvileine;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 47°30'51""";"E 33°5'37"""
П-4321;Новоселівка;Novoselivka;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Арбузинський;"N 47°49'30""";"E 31°18'37"""
П-4333;Лісове;Lisove;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Братський;"N 47°53'31""";"E 31°32'54"""
П-4343;Олександрівський;Oleksandrivskyi;заказник іхтіологічний;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°42'45""";"E 31°15'35"""
П-4363;Турецький фонтан;Turetskyi fontan;гідрологічна пам'ятка природи;місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°57'43""";"E 32°4'36"""
П-4434;Комсомольський парк;Komsomolskyi park;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;Первомайська міськрада;"N 48°4'10""";"E 30°52'57"""
П-4457;Мурахівський;Murakhivskyi;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Березнегуватський;"N 47°15'31""";"E 33°2'19"""
П-4467;Парк ім. Петровського;Park im. Petrovskoho;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;Первомайська міськрада;"N 48°4'0""";"E 30°52'30"""
П-4470;Андріївка;Andriivka;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Миколаївський;"N 47°18'54""";"E 31°41'11"""
П-4478;Мар'ївське;Marivske;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Баштанський;"N 47°10'27""";"E 32°16'57"""
П-4488;Парк ім. Леніна;Park im. Lenina;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;р-н Миколаївський;"N 47°11'42""";"E 31°47'31"""
П-4507;Пташиний;Ptashynyi;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Доманівський;"N 47°36'6""";"E 31°0'22"""
П-4526;Яковлівський;Yakovlivskyi;заказник ботанічний;місцевого значення;Миколаївська обл.;р-н Березнегуватський;"N 47°10'50""";"E 32°55'32"""
П-4544;Пелагеївський;Pelaheivskyi;заказник ботанічний;місцевого значення;Миколаївська обл.;р-н Новобузький;"N 47°44'43""";"E 32°20'45"""
П-4584;Вільне;Vilne;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Братський;"N 48°0'21""";"E 31°36'22"""
П-4603;Кам'яна Балка;Kamiana Balka;заказник лісовий;місцевого значення;Миколаївська обл.;Первомайський міськрада;"N 48°4'9""";"E 30°45'48"""
П-4613;Байрак;Bairak;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Первомайський;"N 48°10'34""";"E 31°3'20"""
П-4630;Солоне озеро;Solone ozero;заказник гідрологічний;місцевого значення;Миколаївська обл.;р-н Березанський;"N 46°40'6""";"E 31°22'19"""
П-4631;Софіївське водосховище;Sofiivske vodoskhovyshche;заказник гідрологічний;місцевого значення;Миколаївська обл.;р-н Новобузький;"N 47°42'33""";"E 32°22'19"""
П-4652;Рубанівський ставок;Rubanivskyi stavok;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 47°54'9""";"E 32°48'6"""
П-4671;Олександрівська дача;Oleksandrivska dacha;заказник лісовий;місцевого значення;Миколаївська обл.;р-н Арбузинський;"N 47°46'38""";"E 31°17'53"""
П-4707;Бузький;Buzkyi;заказник орнітологічний;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°37'12""";"E 31°13'47"""
П-4717;Південнобузький;Pivdennobuzkyi;заказник іхтіологічний;місцевого значення;Миколаївська обл.;р-н Арбузинський;"N 47°59'25""";"E 31°1'21"""
П-4736;Молдова;Moldova;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Доманівський;"N 47°38'37""";"E 31°7'4"""
П-4822;Підземне озеро;Pidzemne ozero;заказник гідрологічний;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°37'26""";"E 31°13'21"""
П-4832;Біла Криниця;Bila Krynytsia;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Березнегуватський;"N 47°14'4""";"E 33°7'1"""
П-484;Щербанівське водосховище;"Shcherbanivske
vodoskhovyshche";заказник гідрологічний;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°31'38""";"E 31°45'53"""
П-4842;Літній хутір Скаржинського;Litnii khutir Skarzhynskoho;заповідне урочище;місцевого значення;Миколаївська обл.;р-н Первомайський;"N 48°4'2""";"E 31°7'54"""
П-4880;"Парк ""Ліски""";"Park ""lisky""";"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°55'47""";"E 32°2'19"""
П-4935;Лощина;Loshchyna;заказник ботанічний;місцевого значення;Миколаївська обл.;р-н Снігурівський;"N 46°54'3""";"E 32°45'11"""
П-5060;Мар'янівський;Marianivskyi;заказник ботанічний;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 47°37'33""";"E 32°53'43"""
П-5119;Турецький стіл;Turetskyi stil;геологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Первомайський;"N 48°2'13""";"E 30°55'5"""
П-5137;Попова Дача;Popova Dacha;заказник ландшафтний;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 47°51'20""";"E 32°50'45"""
П-5156;Джерело с. Зайве;Dzherelo s. Zaive;гідрологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Новоодеський;"N 47°14'37""";"E 31°46'43"""
П-5175;Гирло річки Бакшал;Hyrlo richky Bakshal;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Доманівський;"N 47°42'40""";"E 31°10'33"""
П-5259;Мокра балка;Mokra balka;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Казанківський;"N 48°1'34""";"E 32°54'25"""
П-5269;"Виступи граніту біля с.
Таборівка";Vystupy hranitu bilia s. Taborivka;геологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Вознесенський;"N 47°36'32""";"E 31°22'52"""
П-5294;"Сквер ""Пам'ять""";"Skver ""pamiat""";ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;Миколаївська міськрада;"N 46°57'24""";"E 32°0'56"""
П-5347;Мостівський парк;Mostivskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Миколаївська обл.;р-н Доманівський;"N 47°25'5""";"E 30°59'49"""
П-5425;Зеленгорова балка;Zelenhorova balka;ботанічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Єланецький;"N 47°39'25""";"E 32°5'51"""
П-5479;Курган;Kurhan;комплексна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Березанський;"N 46°51'28""";"E 31°24'53"""
П-5506;Магмати;Mahmaty;геологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Єланецький;"N 47°38'18""";"E 31°43'40"""
П-5516;"Виступи граніту біля с.
Ясногородка";"Vystupy hranitu bilia s.
Yasnohorodka";геологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Єланецький;"N 47°46'9""";"E 31°48'27"""
П-5553;Джерело с. Кандибіне;Dzherelo s. Kandybine;гідрологічна пам'ятка природи;місцевого значення;Миколаївська обл.;р-н Новоодеський;"N 47°10'28""";"E 32°2'16"""
П-68;Волижин ліс;Volyzhyn lis;"частка Чорноморського
біосферного заповідника";загальнодержавного значення;Миколаївська обл.;р-н Очаківський;"N 46°32'8""";"E 31°43'9"""
П-70;Білобережжя Святослава;Biloberezhzhia Sviatoslava;національний природний парк;загальнодержавного значення;Миколаївська обл.;"р-н Очаківський, р-н
Березанський";"N 46°32'0""";"E 31°34'0"""
