Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-1706;Кропивник;Kropyvnyk;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°57'46""";"E 23°52'58"""
П-176;Урочище Скит Манявський;Urochyshche Skyt Maniavskyi;заказник лісовий;загальнодержавного значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°38'28""";"E 24°23'15"""
П-1781;Лиса гора;Lysa hora;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°47'49""";"E 25°12'0"""
П-1823;Модрина;Modryna;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 47°54'0""";"E 24°49'48"""
П-1856;Городище;Horodyshche;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°48'46""";"E 25°6'0"""
П-198;Дружба;Druzhba;дендрологічний парк;загальнодержавного значення;Івано-Франківська обл.;р-н Тисменицький;"N 48°57'21""";"E 24°41'59"""
П-1982;Потіцька гора;Potitska hora;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°55'48""";"E 25°3'46"""
П-1983;Правич-1;Pravych-1;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°49'58""";"E 23°52'12"""
П-1984;Правич-2;Pravych-2;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°49'1""";"E 23°52'12"""
П-1989;Редискул;Redyskul;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 47°56'49""";"E 24°38'49"""
П-204;Тавпиширківський;Tavpyshyrkivskyi;заказник ботанічний;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°29'0""";"E 24°8'55"""
П-2048;Писаний камінь;Pysanyi kamin;геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°13'1""";"E 24°57'46"""
П-2079;Аршиця;Arshytsia;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°45'46""";"E 23°54'0"""
П-209;Бредулецький;Breduletskyi;заказник лісовий;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°29'10""";"E 24°24'55"""
П-2113;Біля Маська;Bilia Maska;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°38'16""";"E 25°13'48"""
П-2121;"Скельний коридор
Довбушанки";Skelnyi korydor Dovbushanky;геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°10'48""";"E 24°49'48"""
П-2152;Бережниця;Berezhnytsia;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°10'48""";"E 24°40'1"""
П-2153;Березина;Berezyna;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°1'12""";"E 24°3'18"""
П-2198;Болото Лютошара;Boloto Liutoshara;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°39'33""";"E 24°1'32"""
П-2238;Верхове болото;Verkhove boloto;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°41'49""";"E 23°57'0"""
П-224;Довбушанський праліс;Dovbushanskyi pralis;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°29'49""";"E 24°25'48"""
П-2251;Дендрарій;Dendrarii;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°29'4""";"E 24°41'29"""
П-2253;Дендропарк;Dendropark;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°32'7""";"E 24°53'25"""
П-2254;"Дендропарк ім.40-річчя
Перемоги";"Dendropark im.40-richchia
Peremohy";"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°44'48""";"E 24°25'48"""
П-2261;Вижній кедринець;Vyzhnii kedrynets;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'12""";"E 24°25'48"""
П-2262;Висока Могилка;Vysoka Mohylka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°39'0""";"E 25°28'1"""
П-2263;Вовули;Vovuly;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°25'12""";"E 24°19'12"""
П-2264;Водички;Vodychky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'48""";"E 25°23'49"""
П-2265;Водички;Vodychky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'48""";"E 25°23'52"""
П-2266;Водичний;Vodychnyi;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'1""";"E 24°39'0"""
П-227;Обертинська долина;Obertynska dolyna;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°42'58""";"E 25°16'56"""
П-2275;Гірське озеро Розсохан;Hirske ozero Rozsokhan;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°43'58""";"E 23°52'12"""
П-2286;Соляне джерело;Soliane dzherelo;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'7""";"E 24°39'0"""
П-2287;"Соляне джерело (Урочище
Водичний)";"Soliane dzherelo (urochyshche
Vodychnyi)";гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°33'10""";"E 24°40'1"""
П-2338;Гатчин звір;Hatchyn zvir;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°54'10""";"E 23°49'48"""
П-2340;Глибокий;Hlybokyi;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'48""";"E 24°27'46"""
П-2344;Гнилище;Hnylyshche;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°39'0""";"E 25°27'46"""
П-236;Прелуки;Preluky;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°34'1""";"E 24°22'48"""
П-243;Лопушанка;Lopushanka;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°39'31""";"E 24°48'13"""
П-2461;Глушківські скелі;Hlushkivski skeli;геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'12""";"E 25°28'1"""
П-251;Надвірнянські скелі;Nadvirnianski skeli;геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°26'23""";"E 24°20'50"""
П-2519;Великі Голди;Velyki Holdy;комплексна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°22'48""";"E 24°42'46"""
П-2576;Малевський комплекс;Malevskyi kompleks;геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°33'0""";"E 24°35'34"""
П-2578;Мальовнича скеля;Malovnycha skelia;геологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°33'0""";"E 24°27'10"""
П-2632;Кип'ячка;Kypiachka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'1""";"E 25°28'12"""
П-2635;Попове болото;Popove boloto;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°49'12""";"E 25°24'0"""
П-2637;Хотимир;Khotymyr;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°45'10""";"E 25°9'10"""
П-2639;Цовдри;Tsovdry;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°48'0""";"E 25°5'49"""
П-2641;Заріччя;Zarichchia;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°10'30""";"E 24°52'12"""
П-2652;Рихів потік;Rykhiv potik;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°8'11""";"E 24°4'49"""
П-2653;Рогози;Rohozy;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'2""";"E 24°8'12"""
П-2655;Розсіч;Rozsich;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'0""";"E 24°22'48"""
П-2656;Розточанська;Roztochanska;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°0'46""";"E 23°45'0"""
П-2658;Сіножаті;Sinozhati;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°47'13""";"E 25°19'19"""
П-2659;Сіножаті;Sinozhati;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°47'16""";"E 25°19'12"""
П-2660;Сітний;Sitnyi;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°29'42""";"E 24°22'12"""
П-2661;Січка;Sichka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°45'0""";"E 23°42'46"""
П-2674;Вільхівець;Vilkhivets;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°36'10""";"E 24°36'0"""
П-2676;Дубина;Dubyna;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°39'7""";"E 24°46'12"""
П-2679;Набивки;Nabyvky;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 48°58'28""";"E 23°35'7"""
П-2680;Ровенька;Rovenka;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'54""";"E 24°35'49"""
П-2686;Кам'янище;Kamianyshche;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°39'46""";"E 24°39'0"""
П-269;Озірна;Ozirna;комплексна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°25'48""";"E 24°19'12"""
П-2690;Салатрук;Salatruk;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°29'49""";"E 24°8'13"""
П-2696;Сивуля;Syvulia;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°33'0""";"E 24°4'48"""
П-2713;Тарниці;Tarnytsi;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Яремчанська міська рада;"N 48°24'1""";"E 24°42'9"""
П-2721;Клива;Klyva;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°27'46""";"E 24°40'12"""
П-2722;Кливчуки;Klyvchuky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'4""";"E 25°24'10"""
П-2725;Козарівське;Kozarivske;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°14'33""";"E 24°25'55"""
П-2726;Козарка-нова;Kozarka-nova;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°44'13""";"E 24°0'46"""
П-2729;Коло кринички;Kolo krynychky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°46'12""";"E 25°30'18"""
П-2732;Слобушниця;Slobushnytsia;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°43'48""";"E 23°55'12"""
П-2744;Урочище Осій;Urochyshche Osii;ботанічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Долинський;"N 48°57'4""";"E 23°54'25"""
П-2749;Урочище Сокіл;Urochyshche Sokil;ботанічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°43'12""";"E 24°5'10"""
П-2751;Чортова гора;Chortova hora;ботанічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°24'9""";"E 24°39'44"""
П-2753;Козакова криниця;Kozakova krynytsia;гідрологічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'12""";"E 24°40'1"""
П-2754;Алея модрини;Aleia modryny;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°4'48""";"E 23°51'10"""
П-2755;Магура;Mahura;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Болехівський;"N 48°58'6""";"E 23°35'57"""
П-2759;Кливка;Klyvka;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'46""";"E 24°35'52"""
П-2761;Довгий міст;Dovhyi mist;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°1'12""";"E 24°4'12"""
П-2763;Копівчанка;Kopivchanka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°39'0""";"E 25°28'4"""
П-2765;Кормовий дворик;Kormovyi dvoryk;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°46'19""";"E 25°30'25"""
П-2770;Стайки;Staiky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°36'48""";"E 24°49'35"""
П-2771;Станіславівка;Stanislavivka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°40'12""";"E 24°51'0"""
П-2791;Арборетум;Arboretum;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°1'45""";"E 23°51'6"""
П-2795;Олірки;Olirky;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Болехівська міськрада;"N 49°0'34""";"E 23°43'40"""
П-2796;Пролісок;Prolisok;дендрологічний парк;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°28'6""";"E 25°29'15"""
П-2805;Крижовате;Kryzhovate;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'55""";"E 25°23'49"""
П-2806;Крижовате;Kryzhovate;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'58""";"E 25°23'49"""
П-2809;Тавпишірка;Tavpyshirka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'1""";"E 24°7'48"""
П-2810;Тарасівка;Tarasivka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°53'49""";"E 23°55'12"""
П-2816;Товстий;Tovstyi;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°29'51""";"E 24°14'34"""
П-2818;Торфовище;Torfovyshche;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°3'0""";"E 24°7'12"""
П-2821;Болото Висяче;Boloto Vysiache;гідрологічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Верховинський;"N 47°51'35""";"E 24°47'0"""
П-2822;Болото Лисак;Boloto Lysak;гідрологічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Долинський;"N 48°42'50""";"E 23°45'25"""
П-2823;Болото Мшана;Boloto Mshana;гідрологічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°39'13""";"E 23°57'19"""
П-2824;Болото Ширковець;Boloto Shyrkovets;гідрологічна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Долинський;"N 48°54'5""";"E 23°50'9"""
П-2831;Соболь;Sobol;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°56'20""";"E 23°35'20"""
П-2834;Парк ім.Т.Г.Шевченка;Park im.t.h.shevchenka;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Івано-Франківська обл.;"Івано-Франківська
міськрада";"N 48°53'53""";"E 24°40'2"""
П-2836;Ясені;Yaseni;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;Яремчанська міська рада;"N 48°29'34""";"E 24°28'23"""
П-2839;Крикливське;Kryklyvske;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°36'0""";"E 25°31'12"""
П-2840;Кринички;Krynychky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°45'46""";"E 25°28'48"""
П-2841;Кропивець;Kropyvets;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°32'48""";"E 24°48'28"""
П-2842;Кропивник;Kropyvnyk;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°55'55""";"E 23°48'0"""
П-2843;Кропивник;Kropyvnyk;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°55'48""";"E 23°48'0"""
П-2887;Липівка-Дубшара;Lypivka-Dubshara;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°51'10""";"E 24°7'12"""
П-2893;Фарфанянка;Farfanianka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°28'58""";"E 24°27'0"""
П-2906;Урочище Верхнє Озерище;"Urochyshche Verkhnie
Ozeryshche";комплексна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°22'42""";"E 24°12'17"""
П-2922;Лопушна;Lopushna;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°37'48""";"E 24°5'13"""
П-2925;Люблінець;Liublinets;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Богородчанський;"N 48°37'12""";"E 24°19'10"""
П-2926;Хотимирське;Khotymyrske;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°45'0""";"E 25°4'12"""
П-2928;Хрипелівець;Khrypelivets;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°33'36""";"E 24°18'0"""
П-293;Козакова долина;Kozakova dolyna;заказник ландшафтний;загальнодержавного значення;Івано-Франківська обл.;р-н Тисменицький;"N 49°0'11""";"E 24°45'11"""
П-2934;Чимшори;Chymshory;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Коломийський;"N 48°31'1""";"E 24°49'58"""
П-2945;"Гошівський болотний масив,
урочище Гачки";"Hoshivskyi bolotnyi masyv,
urochyshche Hachky";ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°1'48""";"E 23°56'49"""
П-2947;Груні;Hruni;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°40'1""";"E 24°46'12"""
П-2952;Скелі Довбуша;Skeli Dovbusha;комплексна пам'ятка природи;загальнодержавного значення;Івано-Франківська обл.;р-н Долинський;"N 48°58'50""";"E 23°41'46"""
П-2959;Макогінка;Makohinka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°58'48""";"E 23°47'13"""
П-2962;Мар'яникове;Marianykove;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Снятинський;"N 48°32'34""";"E 25°32'9"""
П-2968;Чорна сигла;Chorna syhla;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°55'58""";"E 23°40'48"""
П-2969;Чорненьке;Chornenke;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'48""";"E 24°35'13"""
П-2971;Чорний потік;Chornyi potik;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°12'0""";"E 24°43'48"""
П-2972;Чута;Chuta;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°48'0""";"E 24°5'42"""
П-2976;Шкітяк;Shkitiak;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°43'12""";"E 25°22'12"""
П-2978;Малотур'янський;Maloturianskyi;дендрологічний парк;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°58'39""";"E 23°58'57"""
П-2989;Гостилів;Hostyliv;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°47'13""";"E 25°19'12"""
П-2991;Грабарка;Hrabarka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°39'0""";"E 25°22'12"""
П-2992;Грегіт;Hrehit;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°54'45""";"E 23°46'2"""
П-2993;Гречакова долина;Hrechakova dolyna;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°46'1""";"E 25°30'10"""
П-2994;Григітлива;Hryhitlyva;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°38'49""";"E 23°52'12"""
П-3013;Явороватий;Yavorovatyi;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°28'48""";"E 24°22'12"""
П-3014;Яла;Yala;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°35'59""";"E 24°4'1"""
П-3026;Гуки;Huky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°43'58""";"E 23°57'10"""
П-3036;Мшана;Mshana;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°42'10""";"E 23°55'12"""
П-3043;Нижче Гологір;Nyzhche Holohir;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°39'0""";"E 25°27'54"""
П-3050;Ясенівчик;Yasenivchyk;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°31'12""";"E 24°40'1"""
П-3082;Окопи;Okopy;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'0""";"E 24°9'0"""
П-3083;Олійнички;Oliinychky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°43'19""";"E 25°22'12"""
П-3084;Олійнички;Oliinychky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°43'12""";"E 25°22'19"""
П-3101;Марино;Maryno;заказник лісовий;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°55'41""";"E 23°41'14"""
П-3104;Гонтарки;Hontarky;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'0""";"E 24°29'52"""
П-3114;Долішнє;Dolishnie;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°1'58""";"E 23°51'0"""
П-3118;Осоки;Osoky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°34'48""";"E 25°24'0"""
П-3119;Під посадкою;Pid posadkoiu;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°40'1""";"E 25°24'10"""
П-3121;Підліс;Pidlis;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°2'49""";"E 24°3'10"""
П-3123;Пісок;Pisok;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°58'58""";"E 23°48'0"""
П-3141;Магура;Mahura;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°55'58""";"E 23°40'58"""
П-3142;Магура;Mahura;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Рожнятівський;"N 48°51'45""";"E 23°59'11"""
П-3146;Вістова;Vistova;заказник ботанічний;місцевого значення;Івано-Франківська обл.;р-н Калуський;"N 49°1'48""";"E 24°27'0"""
П-3147;Дощанка;Doshchanka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°30'0""";"E 24°25'58"""
П-3149;Дрестунка;Drestunka;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Верховинський;"N 48°4'40""";"E 24°40'48"""
П-3151;Дубове;Dubove;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 49°6'10""";"E 24°4'12"""
П-3160;Печірки;Pechirky;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Городенківський;"N 48°43'22""";"E 25°22'12"""
П-3165;Погар;Pohar;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°34'12""";"E 24°31'12"""
П-3183;Болото;Boloto;заказник гідрологічний;місцевого значення;Івано-Франківська обл.;р-н Рогатинський;"N 49°26'26""";"E 24°42'42"""
П-3185;Саджавський;Sadzhavskyi;заказник ландшафтний;місцевого значення;Івано-Франківська обл.;р-н Долинський;"N 48°58'38""";"E 23°55'49"""
П-3187;Дівич-гора;Divych-hora;ботанічна пам'ятка природи;місцевого значення;Івано-Франківська обл.;р-н Тлумацький;"N 48°52'48""";"E 25°10'58"""
П-3195;Ельми;Elmy;заповідне урочище;місцевого значення;Івано-Франківська обл.;р-н Надвірнянський;"N 48°25'30""";"E 24°23'49"""
