Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-3222;Балка Зелена;Balka Zelena;заповідне урочище;місцевого значення;Донецька обл.;р-н Олександрівський;"N 48°47'18""";"E 36°46'28"""
П-3225;Брандушка;Brandushka;заповідне урочище;місцевого значення;Донецька обл.;р-н Добропільський;"N 48°34'35""";"E 37°13'56"""
П-3228;Довгенький ліс;Dovhenkyi lis;заповідне урочище;місцевого значення;Донецька обл.;р-н Олександрівський;"N 48°46'58""";"E 36°53'13"""
П-323;Балка Суха;Balka Sukha;ботанічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Ясинуватський;"N 48°20'52""";"E 37°44'46"""
П-3319;Палімбія;Palimbiia;заказник ботанічний;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°45'19""";"E 37°57'35"""
П-3395;Казанок;Kazanok;заказник ботанічний;місцевого значення;Донецька обл.;р-н Олександрівський;"N 48°45'57""";"E 36°48'15"""
П-3429;Василівка;Vasylivka;заповідне урочище;місцевого значення;Донецька обл.;р-н Старобешівський;"N 47°36'6""";"E 38°1'50"""
П-3437;Грузька балка;Hruzka balka;заказник ботанічний;місцевого значення;Донецька обл.;р-н Добропільський;"N 48°29'29""";"E 37°14'41"""
П-3472;Печера;Pechera;геологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Новоазовський;"N 47°10'1""";"E 38°5'22"""
П-3473;"Риф, оголення вапняків біля
с.Покровське";"Ryf, oholennia vapniakiv bilia
s.pokrovske";геологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°38'39""";"E 38°7'47"""
П-3479;Заплава-1;Zaplava-1;заказник лісовий;місцевого значення;Донецька обл.;р-н Слов'янський;"N 48°56'13""";"E 37°43'1"""
П-3540;Никанорівський ліс;Nykanorivskyi lis;заповідне урочище;місцевого значення;Донецька обл.;р-н Добропільський;"N 48°24'49""";"E 37°20'9"""
П-3541;Приозерний;Pryozernyi;заказник орнітологічний;місцевого значення;Донецька обл.;Слов'янська міськрада;"N 48°51'45""";"E 37°37'50"""
П-3576;Бесташ;Bestash;заказник ландшафтний;місцевого значення;Донецька обл.;р-н Нікольський;"N 47°16'31""";"E 37°3'1"""
П-3579;Печера Трипільська;Pechera Trypilska;геологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°40'43""";"E 38°14'52"""
П-3592;Колодязне;Kolodiazne;заказник ботанічний;місцевого значення;Донецька обл.;р-н Олександрівський;"N 48°43'54""";"E 36°43'20"""
П-3613;Степ біля села Платонівка;Step bilia sela Platonivka;заказник ботанічний;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°53'11""";"E 38°2'41"""
П-363;Єланчанські бакаї;Yelanchanski bakai;заказник орнітологічний;загальнодержавного значення;Донецька обл.;р-н Новоазовський;"N 47°5'58""";"E 38°2'2"""
П-364;"""Бакаї Кривої коси""";"""bakai Kryvoi kosy""";заказник орнітологічний;загальнодержавного значення;Донецька обл.;р-н Новоазовський;"N 47°4'44""";"E 38°8'8"""
П-365;Білосарайська коса;Bilosaraiska kosa;заказник ландшафтний;загальнодержавного значення;Донецька обл.;р-н Першотравневий;"N 46°54'51""";"E 37°19'13"""
П-366;Балка Кровецька;Balka Krovetska;геологічна пам'ятка природи;загальнодержавного значення;Донецька обл.;р-н Костянтинівський;"N 48°27'32""";"E 37°47'30"""
П-3666;Крива коса;Kryva kosa;зоологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Новоазовський;"N 47°4'28""";"E 38°8'22"""
П-367;"Новокатеринівське
відслонення";Novokaterynivske vidslonennia;геологічна пам'ятка природи;загальнодержавного значення;Донецька обл.;р-н Старобешівський;"N 47°43'33""";"E 38°8'0"""
П-368;Стильське відслонення;Stylske vidslonennia;геологічна пам'ятка природи;загальнодержавного значення;Донецька обл.;р-н Старобешівський;"N 47°40'38""";"E 37°48'44"""
П-369;Озеро Ріпне;Ozero Ripne;гідрологічна пам'ятка природи;загальнодержавного значення;Донецька обл.;Слов’янська міськрада;"N 48°52'8""";"E 37°37'30"""
П-370;Озеро Сліпне;Ozero Slipne;гідрологічна пам'ятка природи;загальнодержавного значення;Донецька обл.;Слов’янська міськрада;"N 48°51'56""";"E 37°36'58"""
П-371;Меотида;Meotyda;національний природний парк;загальнодержавного значення;Донецька обл.;"р-н Володарський, р-н
Новоазовський, р-н
Першотравневий";"N 47°0'3""";"E 37°32'33"""
П-3713;Рідкодуб'я;Ridkodubia;ботанічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°36'42""";"E 37°52'1"""
П-372;Донецький ботанічний сад;Donetskyi botanichnyi sad;ботанічний сад;загальнодержавного значення;Донецька обл.;Донецька міськрада;"N 48°0'23""";"E 37°52'58"""
П-3733;Балка Журавльова;Balka Zhuravlova;геологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Амвросіївський;"N 47°52'50""";"E 38°35'28"""
П-3763;Маяцька дача;Maiatska dacha;ботанічна пам'ятка природи;загальнодержавного значення;Донецька обл.;р-н Слов'янський;"N 48°55'51""";"E 37°34'6"""
П-3814;Урочище Плоске;Urochyshche Ploske;заказник лісовий;місцевого значення;Донецька обл.;р-н Єнакієвський;"N 48°12'30""";"E 38°16'16"""
П-3864;Урочище Россоховате;Urochyshche Rossokhovate;заказник лісовий;місцевого значення;Донецька обл.;р-н Єнакієвський;"N 48°12'36""";"E 38°18'41"""
П-4037;Кальчицький;Kalchytskyi;заказник ентомологічний;місцевого значення;Донецька обл.;р-н Нікольський;"N 47°15'56""";"E 37°27'3"""
П-4135;Старомихайлівський;Staromykhailivskyi;заказник ентомологічний;місцевого значення;Донецька обл.;р-н Мар'їнський;"N 47°59'27""";"E 37°33'5"""
П-4156;Дуб;Dub;ботанічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Слов’янський;"N 49°1'0""";"E 37°39'8"""
П-419;Донецький кряж;Donetskyi kriazh;регіональний ландшафтний парк;місцевого значення;Донецька обл.;"р-н Амвросіївський, р-н
Шахтарський";"N 47°54'26""";"E 38°40'12"""
П-4199;Мар'їна гора;Marina hora;ботанічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°55'43""";"E 38°8'47"""
П-422;Клебан-Бицьке відслонення;Kleban-bytske vidslonennia;геологічна пам'ятка природи;загальнодержавного значення;Донецька обл.;р-н Костянтинівський;"N 48°26'41""";"E 37°43'15"""
П-4276;Кривокоський лиман;Kryvokoskyi lyman;заказник орнітологічний;місцевого значення;Донецька обл.;р-н Новоазовський;"N 47°5'38""";"E 38°9'19"""
П-4301;Ліс на граніті;Lis na hraniti;заповідне урочище;місцевого значення;Донецька обл.;р-н Бойківський;"N 47°31'51""";"E 37°52'14"""
П-4349;Балка Північна;Balka Pivnichna;заказник ботанічний;місцевого значення;Донецька обл.;"р-н
Великоновосілківський";"N 47°51'41""";"E 36°47'24"""
П-4351;Ковила біля села Григорівка;Kovyla bilia sela Hryhorivka;заказник ботанічний;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°53'33""";"E 38°13'7"""
П-4395;Новосілківський;Novosilkivskyi;заказник ентомологічний;місцевого значення;Донецька обл.;"р-н
Великоновосілківський";"N 47°50'5""";"E 36°52'33"""
П-4410;Джерело біля села Конькове;Dzherelo bilia sela Konkove;гідрологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Бойківський;"N 47°20'2""";"E 38°11'1"""
П-442;Бердянський;Berdianskyi;заказник лісовий;загальнодержавного значення;Донецька обл.;р-н Амвросіївський;"N 47°53'24""";"E 38°24'43"""
П-443;Великоанодольський;Velykoanodolskyi;заказник лісовий;загальнодержавного значення;Донецька обл.;р-н Волноваський;"N 47°39'43""";"E 37°26'52"""
П-444;Роздольненський;Rozdolnenskyi;заказник геологічний;загальнодержавного значення;Донецька обл.;р-н Старобешівський;"N 47°38'4""";"E 37°58'37"""
П-4440;Джерера в балці Скотовата;Dzherera v baltsi Skotovata;гідрологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Мар’їнський;"N 47°59'46""";"E 37°14'32"""
П-445;"""Приазовський чапельник""";"""pryazovskyi chapelnyk""";заказник орнітологічний;загальнодержавного значення;Донецька обл.;р-н Першотравневий;"N 46°57'29""";"E 37°17'50"""
П-446;Урочище Грабове;Urochyshche Hrabove;ботанічна пам'ятка природи;загальнодержавного значення;Донецька обл.;р-н Шахтарський;"N 48°7'37""";"E 38°39'28"""
П-4533;Знаменівська балка;Znamenivska balka;заказник ботанічний;місцевого значення;Донецька обл.;р-н Волноваський;"N 47°27'5""";"E 37°26'9"""
П-4549;Урочище Леонт'єво-Байрацьке;Urochyshche Leontievo-Bairatske;заказник лісовий;місцевого значення;Донецька обл.;Сніжнянська міськрада;"N 48°2'51""";"E 38°48'0"""
П-4578;Печера 2;Pechera 2;геологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Старобешівський;"N 47°43'0""";"E 37°50'9"""
П-4661;Джерела;Dzherela;гідрологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Лиманський;"N 49°7'0""";"E 37°43'4"""
П-4714;Балка Водяна;Balka Vodiana;заказник ботанічний;місцевого значення;Донецька обл.;р-н Ясинуватський;"N 48°6'16""";"E 37°37'23"""
П-4779;Красногорівський;Krasnohorivskyi;заказник ландшафтний;місцевого значення;Донецька обл.;р-н Мар'їнський;"N 47°59'4""";"E 37°28'1"""
П-4799;"Артемівські садово-
дендрологічні насадження";"Artemivski sadovo-
dendrolohichni nasadzhennia";заказник ландшафтний;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°30'58""";"E 37°59'7"""
П-4826;Балка Орлинська;Balka Orlynska;заказник ботанічний;місцевого значення;Донецька обл.;"р-н
Великоновосілківський";"N 47°38'18""";"E 36°43'54"""
П-4837;Ліс по річці Кринка;Lis po richtsi Krynka;заказник ландшафтний;місцевого значення;Донецька обл.;р-н Амвросіївський;"N 47°51'1""";"E 38°25'51"""
П-4844;Оголення нижнього карбону;Oholennia nyzhnoho karbonu;геологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Старобешівський;"N 47°37'6""";"E 38°3'37"""
П-4846;Печера 1;Pechera 1;геологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Старобешівський;"N 47°43'0""";"E 37°49'31"""
П-4859;"Дендропарк Маяцького
лісництва";"Dendropark Maiatskoho
lisnytstva";"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Донецька обл.;р-н Слов'янський;"N 48°56'0""";"E 37°37'15"""
П-4919;Свердловина 44;Sverdlovyna 44;гідрологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Волноваський;"N 47°39'36""";"E 37°26'59"""
П-4920;Свердловина 48-ГД;Sverdlovyna 48-Hd;гідрологічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Волноваський;"N 47°39'23""";"E 37°26'54"""
П-4927;Пристенське;Prystenske;заказник ботанічний;місцевого значення;Донецька обл.;р-н Амвросіївський;"N 47°48'27""";"E 38°32'13"""
П-4938;"Скелеподібні відслонення
верхньої крейди";"Skelepodibni vidslonennia
verkhnoi kreidy";геологічна пам'ятка природи;місцевого значення;Донецька обл.;Краматорська міськрада;"N 48°40'18""";"E 37°41'30"""
П-4989;Гречкине No1;Hrechkyne No1;заповідне урочище;місцевого значення;Донецька обл.;р-н Старобешівський;"N 47°35'31""";"E 37°58'49"""
П-5016;Тополя;Topolia;ботанічна пам'ятка природи;місцевого значення;Донецька обл.;р-н Лиманський;"N 49°3'15""";"E 37°35'3"""
П-5044;Гектова балка;Hektova balka;заказник ботанічний;місцевого значення;Донецька обл.;р-н Добропільський;"N 48°25'55""";"E 37°15'32"""
П-5067;Нескучненський ліс;Neskuchnenskyi lis;заказник ландшафтний;місцевого значення;Донецька обл.;"р-н
Великоновосілківський";"N 47°48'32""";"E 36°49'32"""
П-5093;Гречкине No2;Hrechkyne No2;заповідне урочище;місцевого значення;Донецька обл.;р-н Старобешівський;"N 47°35'3""";"E 37°59'3"""
П-5184;Ямполівський;Yampolivskyi;заказник ландшафтний;місцевого значення;Донецька обл.;р-н Лиманський;"N 49°4'27""";"E 37°56'42"""
П-5449;Дубове насадження;Dubove nasadzhennia;комплексна пам'ятка природи;місцевого значення;Донецька обл.;"р-н
Великоновосілківський";"N 47°46'12""";"E 37°1'52"""
П-88;"Крейдяна рослинність біля села
Кірове";"Kreidiana roslynnist bilia sela
Kirove";заказник ботанічний;місцевого значення;Донецька обл.;р-н Бахмутський;"N 48°50'23""";"E 38°1'40"""
