Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-1400;Алея вікових лип;Aleia vikovykh lyp;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Жидачівський;"N 49°21'12""";"E 24°0'7"""
П-141;Стрийський парк;Stryiskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Львівська обл.;Львівська міськрада;"N 49°49'23""";"E 24°1'33"""
П-1425;Магнолія Суланжа;Mahnoliia Sulanzha;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°2'22""";"E 23°30'44"""
П-146;Рудківський;Rudkivskyi;дендрологічний парк;загальнодержавного значення;Львівська обл.;р-н Самбірський;"N 49°38'29""";"E 23°29'29"""
П-1467;Тис;Tys;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°55'28""";"E 23°23'22"""
П-1504;"Три вікові дуби Б.
Хмельницького";"Try vikovi duby B.
Khmelnytskoho";ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Пустомитівський;"N 49°49'10""";"E 24°12'15"""
П-1524;Віковий клен;Vikovyi klen;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°3'8""";"E 23°17'35"""
П-1532;Нестеровська;Nesterovska;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Жовківський;"N 50°0'18""";"E 23°53'2"""
П-1550;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°1'58""";"E 23°30'50"""
П-1596;Віковий платан;Vikovyi platan;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°3'14""";"E 23°18'1"""
П-1616;Верхобузький;Verkhobuzkyi;заказник ландшафтний;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°51'8""";"E 25°8'14"""
П-1649;Червонолистий бук;Chervonolystyi buk;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°56'4""";"E 23°23'2"""
П-1659;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°6'8""";"E 23°26'25"""
П-1695;Дубрівський;Dubrivskyi;заказник ландшафтний;місцевого значення;Львівська обл.;р-н Жидачівський;"N 49°10'59""";"E 24°10'31"""
П-1740;Віковий ясен;Vikovyi yasen;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сокальський;"N 50°28'29""";"E 24°17'11"""
П-1741;Віковий ясен;Vikovyi yasen;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°46'41""";"E 23°38'6"""
П-1742;Віковий ясен;Vikovyi yasen;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сокальський;"N 50°29'21""";"E 24°17'26"""
П-1761;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°38'41""";"E 24°56'1"""
П-1809;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°28'58""";"E 23°59'29"""
П-1818;Глід червонолистий;Hlid chervonolystyi;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°2'33""";"E 23°30'57"""
П-1829;Платан кленолистий;Platan klenolystyi;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°2'22""";"E 23°31'11"""
П-1886;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°49'38""";"E 24°30'48"""
П-1892;Група вікових дубів;Hrupa vikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°2'9""";"E 23°30'31"""
П-1894;Група вікових дубів і лип;Hrupa vikovykh dubiv i lyp;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Перемишлянський;"N 49°38'57""";"E 24°26'31"""
П-1895;Група вікових лип;Hrupa vikovykh lyp;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Жидачівський;"N 49°21'4""";"E 24°17'54"""
П-1896;Група вікових лип;Hrupa vikovykh lyp;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°56'52""";"E 23°23'1"""
П-1897;Група вікових лип;Hrupa vikovykh lyp;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Жовківський;"N 49°58'41""";"E 24°5'4"""
П-1898;Група вікових лип;Hrupa vikovykh lyp;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°3'2""";"E 23°16'42"""
П-1928;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°59'31""";"E 23°11'55"""
П-1929;Група вікових лип і каштанів;Hrupa vikovykh lyp i kashtaniv;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°47'2""";"E 23°38'35"""
П-193;Пікуй;Pikui;заказник ландшафтний;загальнодержавного значення;Львівська обл.;р-н Турківський;"N 48°51'58""";"E 23°2'55"""
П-1931;Група вікових ясенів;Hrupa vikovykh yaseniv;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Радехівський;"N 50°16'59""";"E 24°38'44"""
П-1932;Група вікових ясенів та дубів;Hrupa vikovykh yaseniv ta dubiv;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°33'55""";"E 22°47'7"""
П-1933;Група тиса західного;Hrupa tysa zakhidnoho;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°15'56""";"E 23°51'26"""
П-1940;Дві катальпи;Dvi katalpy;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°56'27""";"E 23°23'1"""
П-1970;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Самбірський;"N 49°35'41""";"E 23°30'37"""
П-1979;Дві магнолії;Dvi mahnolii;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°56'9""";"E 23°23'42"""
П-1980;Дві тополі чорні;Dvi topoli chorni;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°2'52""";"E 23°16'14"""
П-1981;Два вікових дуби;Dva vikovykh duby;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°2'57""";"E 23°17'15"""
П-199;Оброшинський;Obroshynskyi;дендрологічний парк;загальнодержавного значення;Львівська обл.;р-н Пустомитівський;"N 49°46'56""";"E 23°52'6"""
П-2011;Два вікових дуби;Dva vikovykh duby;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°59'3""";"E 23°24'53"""
П-2012;Два вікових ясени;Dva vikovykh yaseny;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°49'28""";"E 24°31'1"""
П-2014;"Декоративний бук
червонолистої форми";"Dekoratyvnyi buk chervonolystoi
formy";ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°34'22""";"E 22°47'33"""
П-2015;Дендрарій Радів;Dendrarii Radiv;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°30'54""";"E 23°59'53"""
П-2021;Липа Б. Хмельницького;Lypa B. Khmelnytskoho;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°50'44""";"E 25°0'25"""
П-2030;"Скеля, де був збудований
замок Данила Галицького";"Skelia, de buv zbudovanyi zamok
Danyla Halytskoho";комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°23'37""";"E 22°58'4"""
П-2051;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°0'30""";"E 23°16'42"""
П-2061;Торфове болото;Torfove boloto;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Самбірський;"N 49°44'6""";"E 23°24'57"""
П-2063;Стільська;Stilska;комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°32'2""";"E 24°5'52"""
П-2064;Стежка Івана Франка;Stezhka Ivana Franka;комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Дрогобицький;"N 49°21'46""";"E 23°19'40"""
П-2068;Тисова гора;Tysova hora;комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°57'36""";"E 23°23'53"""
П-2072;Басівський дендропарк;Basivskyi dendropark;парк;місцевого значення;Львівська обл.;р-н Пустомитівський;"N 49°46'45""";"E 23°53'15"""
П-2081;Березовий гай;Berezovyi hai;заповідне урочище;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°13'38""";"E 23°56'45"""
П-2100;Свердловина No 6 (мін. води);Sverdlovyna No 6 (min. vody);гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°8'5""";"E 23°52'32"""
П-2110;Верхньобілківський парк;Verkhnobilkivskyi park;парк;місцевого значення;Львівська обл.;р-н Пустомитівський;"N 49°49'5""";"E 24°18'24"""
П-2119;Бескид;Beskyd;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°47'21""";"E 23°14'46"""
П-2128;"Скеля Соколів Камінь -
останець Ямненського
пісковика";"Skelia Sokoliv Kamin -ostanets
Yamnenskoho piskovyka";геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°23'13""";"E 22°58'3"""
П-2129;Скеля з трьома печерами;Skelia z troma pecheramy;геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°31'15""";"E 24°8'57"""
П-2136;Свята гора;Sviata hora;комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°53'59""";"E 24°52'36"""
П-2146;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Жидачівський;"N 49°24'12""";"E 24°18'58"""
П-2156;Борове;Borove;заповідне урочище;місцевого значення;Львівська обл.;р-н Сокальський;"N 50°15'1""";"E 24°10'36"""
П-2189;Борок;Borok;заповідне урочище;місцевого значення;Львівська обл.;р-н Сокальський;"N 50°28'24""";"E 24°26'35"""
П-2202;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Перемишлянський;"N 49°38'3""";"E 24°17'49"""
П-2228;Великомостівське;Velykomostivske;заповідне урочище;місцевого значення;Львівська обл.;р-н Сокальський;"N 50°14'38""";"E 24°10'57"""
П-2239;Витік ріки Куна;Vytik riky Kuna;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Жидачівський;"N 49°21'39""";"E 24°4'18"""
П-2273;Водоспад Гуркало;Vodospad Hurkalo;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°6'1""";"E 23°31'58"""
П-2274;Водоспад гірської річки Явірки;Vodospad hirskoi richky Yavirky;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 49°13'42""";"E 23°1'32"""
П-2288;Витік річки Дністер;Vytik richky Dnister;комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 49°12'26""";"E 22°58'9"""
П-2301;Гаї;Hai;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°55'30""";"E 23°10'39"""
П-231;Магнолія;Mahnoliia;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Стрийська міськрада;"N 49°15'11""";"E 23°50'51"""
П-2315;Джерело No1 курорту Немирів;Dzherelo No1 kurortu Nemyriv;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°6'24""";"E 23°26'1"""
П-2316;Джерело No2 курорту Немирів;Dzherelo No2 kurortu Nemyriv;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°6'26""";"E 23°26'51"""
П-2317;Джерело No3 курорту Немирів;Dzherelo No3 kurortu Nemyriv;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°6'4""";"E 23°26'42"""
П-2318;Джерело No5 курорту Немирів;Dzherelo No5 kurortu Nemyriv;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°6'5""";"E 23°25'55"""
П-2319;Джерело No6 курорту Немирів;Dzherelo No6 kurortu Nemyriv;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°5'47""";"E 23°26'32"""
П-232;Магнолія Кобус;Mahnoliia Kobus;ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°48'49""";"E 23°58'15"""
П-2337;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Жидачівський;"N 49°25'36""";"E 24°12'17"""
П-2346;Головецьке;Holovetske;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°58'17""";"E 23°25'45"""
П-2348;Грицеволя;Hrytsevolia;заповідне урочище;місцевого значення;Львівська обл.;р-н Радехівський;"N 50°12'46""";"E 24°56'54"""
П-2378;"Відклади крейдових порід,
відслонених в басейні
р.Дністер";"Vidklady kreidovykh porid,
vidslonenykh v baseini r.dnister";геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Жидачівський;"N 49°15'24""";"E 24°18'31"""
П-2380;"Відслонення тортонських
пісковиків";"Vidslonennia tortonskykh
piskovykiv";геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Бродівський;"N 49°56'31""";"E 24°59'14"""
П-2381;"Відслонення тортонських
пісковиків із скупченням
викопної тортонської фауни";"Vidslonennia tortonskykh
piskovykiv iz skupchenniam
vykopnoi tortonskoi fauny";геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°32'58""";"E 23°59'54"""
П-2383;"Валуни польодовикового
періоду";Valuny polodovykovoho periodu;геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Мостиський;"N 49°42'37""";"E 23°1'55"""
П-2394;Свердловина No 17а;Sverdlovyna No 17a;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°8'41""";"E 23°52'51"""
П-2411;Парк XVII ст.;Park Xvii st.;парк;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°43'27""";"E 23°44'5"""
П-2412;Парк XVII ст.;Park Xvii st.;парк;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°37'24""";"E 23°42'20"""
П-2413;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°31'29""";"E 22°56'39"""
П-2414;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Жовківський;"N 49°58'39""";"E 24°6'9"""
П-2415;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Самбірський;"N 49°32'11""";"E 23°21'8"""
П-2416;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Сокальський;"N 50°27'37""";"E 24°24'24"""
П-2426;Скеля;Skelia;геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 48°57'25""";"E 23°4'25"""
П-2436;Джерело мінеральної води;Dzherelo mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°29'32""";"E 22°58'0"""
П-2443;"Геологічно-ботанічна ділянка
Триніг";"Heolohichno-botanichna dilianka
Trynih";комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Бродівський;"N 49°56'59""";"E 25°11'19"""
П-2444;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°35'28""";"E 23°4'15"""
П-2445;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Мостиський;"N 49°47'25""";"E 23°4'56"""
П-2446;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°48'43""";"E 23°49'41"""
П-2447;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°47'1""";"E 23°37'55"""
П-2448;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Мостиський;"N 49°41'17""";"E 23°8'56"""
П-2449;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°40'15""";"E 23°29'14"""
П-2450;Парк XVIII ст.;Park Xviii st.;парк;місцевого значення;Львівська обл.;р-н Миколаївський;"N 49°33'7""";"E 23°56'54"""
П-2464;"Ерозійний останець морських
рифів Товтрів або Медоборів
Сарматського віку в околицях с.
Підкамінь";"Eroziinyi ostanets morskykh ryfiv
Tovtriv abo Medoboriv
Sarmatskoho viku v okolytsiakh
s. Pidkamin";геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Бродівський;"N 49°56'42""";"E 25°19'34"""
П-2474;Джерело мінеральної води;Dzherelo mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°19'16""";"E 22°47'54"""
П-2489;Парк курорту Великий Любінь;Park kurortu Velykyi Liubin;парк;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°43'16""";"E 23°45'5"""
П-2490;Парк курорту Немирів;Park kurortu Nemyriv;парк;місцевого значення;Львівська обл.;р-н Яворівський;"N 50°5'57""";"E 23°26'42"""
П-2491;Парк турстанції;Park turstantsii;парк;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°3'40""";"E 23°32'46"""
П-2492;Парк школи-інтернату;Park shkoly-internatu;парк;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°1'26""";"E 23°29'17"""
П-2494;Тишковицький парк;Tyshkovytskyi park;парк;місцевого значення;Львівська обл.;р-н Мостиський;"N 49°42'53""";"E 22°55'28"""
П-2500;"Залишки польодовикової
морени з викопним
торфовищем";"Zalyshky polodovykovoi moreny
z vykopnym torfovyshchem";геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Мостиський;"N 49°41'16""";"E 23°9'34"""
П-2508;Джерело мінеральної води;Dzherelo mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 48°57'1""";"E 22°56'41"""
П-2509;Джерело мінеральної води;Dzherelo mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 49°14'45""";"E 22°56'39"""
П-2510;Джерело мінеральної води;Dzherelo mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 49°14'19""";"E 22°57'12"""
П-2511;Джерело мінеральної води;Dzherelo mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 49°14'14""";"E 22°58'40"""
П-2512;Джерело мінеральної води;Dzherelo mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°58'22""";"E 23°28'25"""
П-2513;Джерело мінеральної води;Dzherelo mineralnoi vody;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°25'23""";"E 22°50'4"""
П-2514;"Джерело мінеральної води
Олеська";Dzherelo mineralnoi vody Oleska;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Буський;"N 49°57'43""";"E 24°53'49"""
П-2515;"Джерело питтєвої води
Нафтуся";Dzherelo pyttievoi vody Naftusia;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°57'7""";"E 23°31'28"""
П-2518;"Відслонення Вигородського
пісковика з руїнами
старовинного монастиря і
печери О.Довбуша";"Vidslonennia Vyhorodskoho
piskovyka z ruinamy
starovynnoho monastyria i
pechery O.dovbusha";комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°7'11""";"E 23°42'8"""
П-2554;Криниця Івана Франка;Krynytsia Ivana Franka;гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°55'26""";"E 23°29'2"""
П-2558;"Жулицька гора, гора
Сторожиха, гора Висока";"Zhulytska hora, hora
Storozhykha, hora Vysoka";комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°51'46""";"E 24°51'5"""
П-2583;Скеля;Skelia;геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Турківський;"N 49°4'31""";"E 22°59'51"""
П-2592;"Свердловина 1-К курорту
Любінь Великий";"Sverdlovyna 1-K kurortu Liubin
Velykyi";гідрологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Городоцький;"N 49°43'14""";"E 23°44'43"""
П-2594;"Комплекс мальовничих скель з
лісонасадженнями на горі
Соколовець";"Kompleks malovnychykh skel z
lisonasadzhenniamy na hori
Sokolovets";комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Сколівський;"N 49°8'29""";"E 23°28'52"""
П-2595;"Комплекс мальовничих скель
серед лісонасаджень в
околицях с. Лелехівка";"Kompleks malovnychykh skel
sered lisonasadzhen v
okolytsiakh s. Lelekhivka";комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Яворівський;"N 49°57'24""";"E 23°41'33"""
П-2602;Пам'ятка Пеняцька;Pamiatka Peniatska;комплексна пам'ятка природи;місцевого значення;Львівська обл.;р-н Бродівський;"N 49°52'39""";"E 25°11'23"""
П-2603;Парк XIX ст.;Park Xix st.;парк;місцевого значення;Львівська обл.;р-н Жидачівський;"N 49°18'45""";"E 24°7'23"""
П-2620;Скеля Великий Камінь;Skelia Velykyi Kamin;геологічна пам'ятка природи;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°48'10""";"E 24°46'32"""
П-2647;Йосиповичі;Yosypovychi;заповідне урочище;місцевого значення;Львівська обл.;р-н Стрийський;"N 49°16'9""";"E 24°3'17"""
П-2651;Катина;Katyna;заповідне урочище;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°30'29""";"E 22°40'53"""
П-2671;Довжки;Dovzhky;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°52'15""";"E 23°10'10"""
П-2697;Синичівське;Synychivske;заповідне урочище;місцевого значення;Львівська обл.;р-н Бродівський;"N 50°12'52""";"E 25°6'39"""
П-2699;Скельний дуб;Skelnyi dub;заповідне урочище;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°36'33""";"E 22°47'46"""
П-2701;Лиса Гора, Гора Сипуха;Lysa Hora, Hora Sypukha;комплексна пам'ятка природи;загальнодержавного значення;Львівська обл.;р-н Золочівський;"N 49°47'43""";"E 24°43'17"""
П-2718;Самбірський парк;Sambirskyi park;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Львівська обл.;Самбірська міськрада;"N 49°30'29""";"E 23°11'24"""
П-2731;Красне;Krasne;заповідне урочище;місцевого значення;Львівська обл.;р-н Турківський;"N 48°56'24""";"E 23°11'8"""
П-2734;Соколя;Sokolia;заповідне урочище;місцевого значення;Львівська обл.;р-н Буський;"N 50°4'5""";"E 24°32'45"""
П-2741;Сосновий ліс;Sosnovyi lis;заповідне урочище;місцевого значення;Львівська обл.;р-н Буський;"N 50°2'14""";"E 24°45'52"""
П-2775;Сторонибаби;Storonybaby;заповідне урочище;місцевого значення;Львівська обл.;р-н Буський;"N 49°57'2""";"E 24°40'25"""
П-2778;Тадані;Tadani;заповідне урочище;місцевого значення;Львівська обл.;р-н Кам'янка-Бузький;"N 50°3'7""";"E 24°23'15"""
П-2807;Ліс в околицях Верхобужжя;Lis v okolytsiakh Verkhobuzhzhia;заповідне урочище;місцевого значення;Львівська обл.;р-н Золочівський;"N 49°52'35""";"E 25°7'6"""
П-2811;Тарнавка;Tarnavka;заповідне урочище;місцевого значення;Львівська обл.;р-н Старосамбірський;"N 49°30'14""";"E 22°55'24"""
П-2812;Тернівці;Ternivtsi;заповідне урочище;місцевого значення;Львівська обл.;р-н Сколівський;"N 48°50'40""";"E 23°22'51"""
П-2828;Група туй західних (7 екз.);Hrupa tui zakhidnykh (7 ekz.);ботанічна пам'ятка природи;місцевого значення;Львівська обл.;Дрогобицька міськрада;"N 49°20'10""";"E 23°29'6"""
П-2838;Парк ім. І. Франка;Park im. I. Franka;парк;місцевого значення;Львівська обл.;Львівська міськрада;"N 49°50'36""";"E 24°0'13"""
