Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-1096;Запилювач;Zapyliuvach;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Ізюмський;"N 49°7'12""";"E 37°16'12"""
П-1097;Каніцевський;Kanitsevskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Валківський;"N 49°41'16""";"E 35°21'19"""
П-1100;Кочетоцький;Kochetotskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Чугуївський;"N 49°52'27""";"E 36°45'47"""
П-1101;Красногірський;Krasnohirskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Барвінківський;"N 49°7'43""";"E 36°46'41"""
П-1126;Краснокутський;Krasnokutskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Краснокутський;"N 50°3'52""";"E 35°4'24"""
П-1127;Криничанський;Krynychanskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°58'53""";"E 37°48'33"""
П-1128;Кукилівський;Kukylivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Зміївський;"N 49°45'49""";"E 36°4'34"""
П-1129;Лаптєве;Laptieve;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Харківський;"N 50°0'52""";"E 36°32'26"""
П-1130;Ленінський;Leninskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Красноградський;"N 49°26'49""";"E 35°24'50"""
П-1131;Мерехнянський;Merekhnianskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Шевченківський;"N 49°28'23""";"E 37°29'26"""
П-1132;Мерешкувата дача;Mereshkuvata dacha;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Великобурлуцький;"N 49°57'47""";"E 37°17'1"""
П-1134;Михайлівський;Mykhailivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Чугуївський;"N 49°40'30""";"E 36°56'36"""
П-1135;Михайлівський;Mykhailivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Лозівський;"N 48°55'45""";"E 36°21'9"""
П-1156;Семенівський;Semenivskyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Близнюківський;"N 48°52'20""";"E 36°42'53"""
П-1163;Мокрянський;Mokrianskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Красноградський;"N 49°36'45""";"E 35°28'45"""
П-1165;Моспанівський;Mospanivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Чугуївський;"N 49°35'25""";"E 36°42'24"""
П-1166;Нижнє-Журавський;Nyzhnie-Zhuravskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Борівський;"N 49°18'54""";"E 37°39'22"""
П-1167;Ново-Платонівський;Novo-Platonivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Борівський;"N 49°24'11""";"E 37°39'17"""
П-1168;Орільський;Orilskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Первомайський;"N 49°11'41""";"E 36°17'9"""
П-1170;Осинник;Osynnyk;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 50°3'54""";"E 37°49'46"""
П-1171;Осоківський;Osokivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°53'45""";"E 37°57'34"""
П-1172;Острівщанський;Ostrivshchanskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Близнюківський;"N 48°53'37""";"E 36°34'14"""
П-1183;Малобурлуцький;Maloburlutskyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Великобурлуцький;"N 50°9'0""";"E 37°30'4"""
П-1201;Іванья;Ivania;заказник орнітологічний;місцевого значення;Харківська обл.;р-н Нововодолазький;"N 49°44'53""";"E 35°45'16"""
П-1203;Бритай;Brytai;заказник орнітологічний;місцевого значення;Харківська обл.;р-н Барвінківський;"N 49°5'11""";"E 36°47'8"""
П-1211;Гнилицький;Hnylytskyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Великобурлуцький;"N 50°4'10""";"E 37°15'15"""
П-1218;Мерчицький;Merchytskyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Валківський;"N 49°58'37""";"E 35°48'23"""
П-1236;Займанський;Zaimanskyi;заказник орнітологічний;місцевого значення;Харківська обл.;р-н Зачепилівський;"N 49°8'30""";"E 35°12'15"""
П-1241;Куплеватське;Kuplevatske;заказник орнітологічний;місцевого значення;Харківська обл.;р-н Барвінківський;"N 49°3'45""";"E 36°39'7"""
П-1269;Мартинівський;Martynivskyi;заказник орнітологічний;місцевого значення;Харківська обл.;р-н Красноградський;"N 49°19'11""";"E 35°23'44"""
П-1309;Чаплі;Chapli;заказник орнітологічний;місцевого значення;Харківська обл.;р-н Нововодолазький;"N 49°30'42""";"E 35°55'28"""
П-1347;Протопопівський;Protopopivskyi;заказник геологічний;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°16'28""";"E 36°52'15"""
П-1375;Єфремівський;Yefremivskyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Первомайський;"N 49°26'42""";"E 36°5'14"""
П-1378;Іллюхівський;Illiukhivskyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Валківський;"N 49°50'52""";"E 35°30'36"""
П-1394;Орільський;Orilskyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Зачепилівський;"N 49°9'31""";"E 35°5'16"""
П-140;Старомерчицький;Staromerchytskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Харківська обл.;р-н Валківський;"N 49°58'42""";"E 35°46'53"""
П-1427;Скорики;Skoryky;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Золочівський;"N 50°22'23""";"E 35°52'19"""
П-1434;Російський Орчик;Rosiiskyi Orchyk;заказник загальнозоологічний;місцевого значення;Харківська обл.;р-н Зачепилівський;"N 49°10'12""";"E 35°1'44"""
П-1448;Соколята;Sokoliata;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Вовчанський;"N 50°1'39""";"E 36°48'5"""
П-1588;Ізюмська дача;Iziumska dacha;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Ізюмський;"N 49°14'41""";"E 37°9'11"""
П-162;"Ботанічний сад Харківського
національного університету ім.
В.Н. Каразіна";"Botanichnyi sad Kharkivskoho
natsionalnoho universytetu im.
V.n. Karazina";ботанічний сад;загальнодержавного значення;Харківська обл.;Харківська міськрада;"N 49°55'23""";"E 36°13'12"""
П-1639;Козіївська No1;Koziivska No1;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Краснокутський;"N 50°7'0""";"E 35°4'33"""
П-1640;Козіївська No2;Koziivska No2;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Краснокутський;"N 50°7'14""";"E 35°5'16"""
П-1650;Гомільшанська лісова дача;Homilshanska lisova dacha;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Зміївський;"N 49°37'12""";"E 36°15'0"""
П-1677;Красношахтарська;Krasnoshakhtarska;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Ізюмський;"N 49°12'15""";"E 37°4'29"""
П-1754;Піщаний;Pishchanyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°56'2""";"E 38°1'21"""
П-1755;Парижанський;Paryzhanskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Первомайський;"N 49°20'20""";"E 36°17'40"""
П-1756;Пересіл;Peresil;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Нововодолазький;"N 49°45'11""";"E 35°41'51"""
П-1757;Попова дача;Popova dacha;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Харківський;"N 49°59'53""";"E 36°29'22"""
П-1758;Прогін;Prohin;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Зміївський;"N 49°33'12""";"E 36°20'6"""
П-1759;Рибчине;Rybchyne;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°18'19""";"E 36°54'30"""
П-1760;Роздольний;Rozdolnyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Зміївський;"N 49°32'20""";"E 36°6'12"""
П-1791;Савранський;Savranskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Валківський;"N 49°41'38""";"E 35°24'12"""
П-1792;Старий сад;Staryi sad;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Дергачівський;"N 50°20'18""";"E 36°14'28"""
П-1794;Строївський;Stroivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 50°1'54""";"E 37°53'32"""
П-1795;Студенок;Studenok;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Чугуївський;"N 49°36'54""";"E 36°52'25"""
П-1797;Удянський;Udianskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Золочівський;"N 50°23'0""";"E 36°2'36"""
П-1798;Ульянівський;Ulianivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Зачепилівський;"N 49°3'25""";"E 35°34'0"""
П-1800;Чабанне;Chabanne;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Барвінківський;"N 48°57'1""";"E 37°6'9"""
П-1832;Чорноглазівський;Chornohlazivskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Золочівський;"N 50°13'27""";"E 36°2'43"""
П-1833;Шевченків яр;Shevchenkiv yar;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Зачепилівський;"N 49°2'50""";"E 35°33'40"""
П-1834;Шейчина балка;Sheichyna balka;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Богодухівський;"N 50°11'21""";"E 35°35'56"""
П-1858;Мурафська дача;Murafska dacha;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Краснокутський;"N 50°4'7""";"E 35°17'34"""
П-1861;Неруб;Nerub;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Великобурлуцький;"N 50°4'31""";"E 37°21'1"""
П-1863;Новоєгорівська;Novoiehorivska;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°51'8""";"E 37°56'51"""
П-1904;Пісківка;Piskivka;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Ізюмський;"N 49°13'40""";"E 37°11'21"""
П-1917;Джерельне;Dzherelne;заказник загальнозоологічний;місцевого значення;Харківська обл.;р-н Богодухівський;"N 50°15'37""";"E 35°19'26"""
П-1949;Просіки;Prosiky;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Харківський;"N 49°53'59""";"E 36°9'52"""
П-1957;Лиман;Lyman;заказник загальнозоологічний;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°29'2""";"E 36°54'29"""
П-1959;Лозівський;Lozivskyi;заказник загальнозоологічний;місцевого значення;Харківська обл.;р-н Лозівський;"N 49°1'50""";"E 36°33'1"""
П-1965;Павлівський;Pavlivskyi;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Кегичівський;"N 49°18'15""";"E 36°2'3"""
П-1969;Печенізька лісова дача;Pechenizka lisova dacha;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Печенізький;"N 49°55'51""";"E 36°52'34"""
П-197;"Дендрологічний парк
Харківського національного
аграрного університету ім.
В.В.Докучаєва";"Dendrolohichnyi park
Kharkivskoho natsionalnoho
ahrarnoho universytetu im.
V.v.dokuchaieva";дендрологічний парк;загальнодержавного значення;Харківська обл.;р-н Харківський;"N 49°53'46""";"E 36°27'10"""
П-1995;Оберіг;Oberih;заказник загальнозоологічний;місцевого значення;Харківська обл.;р-н Краснокутський;"N 50°3'55""";"E 35°11'41"""
П-2001;Печенізький;Pechenizkyi;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Печенізький;"N 49°57'7""";"E 37°2'10"""
П-2009;Сіверськодонецький;Siverskodonetskyi;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Вовчанський;"N 50°21'18""";"E 37°11'40"""
П-2010;Савинська лісова дача;Savynska lisova dacha;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°24'0""";"E 37°0'0"""
П-2071;Юннатівська;Yunnativska;комплексна пам'ятка природи;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°26'59""";"E 36°50'11"""
П-2096;Мохувате болото;Mokhuvate boloto;гідрологічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Дергачівський;"N 50°0'35""";"E 36°0'38"""
П-2097;Мурафа;Murafa;гідрологічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Краснокутський;"N 50°2'22""";"E 35°19'20"""
П-2114;Бір;Bir;заповідне урочище;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°9'21""";"E 36°58'6"""
П-2187;Божкове;Bozhkove;заповідне урочище;місцевого значення;Харківська обл.;р-н Великобурлуцький;"N 50°0'22""";"E 37°24'23"""
П-2355;Джерело Г.С.Сковороди;Dzherelo H.s.skovorody;гідрологічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Харківський;"N 49°52'59""";"E 36°10'3"""
П-2366;Литвинівка;Lytvynivka;"парк-пам'ятка садово-паркового
мистецтва";місцевого значення;Харківська обл.;р-н Валківський;"N 49°51'32""";"E 35°43'18"""
П-241;Пушкінська;Pushkinska;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;Харківська міськрада;"N 50°0'46""";"E 36°16'29"""
П-2757;Гуртовівка;Hurtovivka;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Коломацький;"N 49°48'29""";"E 35°14'48"""
П-278;Краснокутський;Krasnokutskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Харківська обл.;р-н Краснокутський;"N 50°4'26""";"E 35°10'2"""
П-279;Наталіївський;Nataliivskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Харківська обл.;р-н Краснокутський;"N 50°5'5""";"E 35°16'53"""
П-283;Шарівський;Sharivskyi;"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Харківська обл.;р-н Богодухівський;"N 50°2'48""";"E 35°25'6"""
П-2950;Альошкина балка;Aloshkyna balka;заказник ботанічний;місцевого значення;Харківська обл.;р-н Харківський;"N 50°3'14""";"E 36°24'33"""
П-3000;Миколаївські насадження;Mykolaivski nasadzhennia;заповідне урочище;місцевого значення;Харківська обл.;р-н Чугуївський;"N 49°46'8""";"E 36°54'38"""
П-3058;Кущувате;Kushchuvate;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Дергачівський;"N 50°4'39""";"E 35°50'48"""
П-3089;Вовчанський;Vovchanskyi;заказник ботанічний;загальнодержавного значення;Харківська обл.;р-н Вовчанський;"N 50°21'24""";"E 37°12'25"""
П-3107;Дегтярне;Dehtiarne;заповідне урочище;місцевого значення;Харківська обл.;р-н Великобурлуцький;"N 49°58'48""";"E 37°15'0"""
П-3113;Довжик;Dovzhyk;заповідне урочище;місцевого значення;Харківська обл.;р-н Валківський;"N 49°58'12""";"E 35°48'4"""
П-3138;Південне;Pivdenne;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Дергачівський;"N 50°5'36""";"E 36°17'8"""
П-3162;Пивне;Pyvne;заповідне урочище;місцевого значення;Харківська обл.;р-н Вовчанський;"N 50°4'11""";"E 36°33'50"""
П-3311;Інститутська;Instytutska;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;Харківська міськрада;"N 50°0'1""";"E 36°15'8"""
П-3329;Вовчий яр;Vovchyi yar;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Великобурлуцький;"N 49°54'45""";"E 37°23'28"""
П-3353;Помірки;Pomirky;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;р-н Харківський;"N 50°4'17""";"E 36°17'12"""
П-3359;Бугаївський;Buhaivskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Ізюмський;"N 49°30'16""";"E 37°24'18"""
П-3369;Будинок вчених;Budynok vchenykh;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;Харківська міськрада;"N 50°0'50""";"E 36°15'49"""
П-3440;Круглий;Kruhlyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Ізюмський;"N 49°27'23""";"E 37°27'53"""
П-3482;Смородський;Smorodskyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Харківський;"N 49°59'17""";"E 35°53'1"""
П-3498;Крейдянська лісова дача;Kreidianska lisova dacha;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°26'18""";"E 36°46'58"""
П-3505;Куп'янський;Kupianskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Куп'янський;"N 49°38'0""";"E 37°59'5"""
П-3577;Ковиловий степ;Kovylovyi step;заказник ботанічний;місцевого значення;Харківська обл.;р-н Харківський;"N 49°52'4""";"E 36°26'45"""
П-3618;Шарівський;Sharivskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Богодухівський;"N 50°6'43""";"E 35°23'19"""
П-3714;Сокольники-Помірки;Sokolnyky-Pomirky;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;Харківська міськрада;"N 50°3'37""";"E 36°16'50"""
П-3752;Берестовий;Berestovyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Нововодолазький;"N 49°35'3""";"E 36°5'49"""
П-3985;Дружба;Druzhba;дендрологічний парк;місцевого значення;Харківська обл.;Лозівська міськрада;"N 48°52'32""";"E 36°19'5"""
П-4018;Дроб'янське;Drobianske;заказник ботанічний;місцевого значення;Харківська обл.;р-н Харківський;"N 49°56'12""";"E 35°49'41"""
П-4093;Григорівський Бір;Hryhorivskyi Bir;заказник лісовий;місцевого значення;Харківська обл.;р-н Жовтневий;"N 49°57'57""";"E 36°10'45"""
П-411;Печенізька лісова дача;Pechenizka lisova dacha;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Печенізький;"N 49°55'30""";"E 36°52'25"""
П-4117;Кочетоцька лісова дача;Kochetotska lisova dacha;заказник ландшафтний;місцевого значення;Харківська обл.;р-н Чугуївський;"N 49°53'46""";"E 36°46'55"""
П-414;Дворічанський;Dvorichanskyi;національний природний парк;загальнодержавного значення;Харківська обл.;р-н Дворічанський;"N 49°57'43""";"E 37°49'8"""
П-416;Великобурлуцький степ;Velykoburlutskyi step;регіональний ландшафтний парк;місцевого значення;Харківська обл.;р-н Великобурлуцький;"N 49°59'27""";"E 37°28'6"""
П-4229;Катеринівський;Katerynivskyi;заказник загальнозоологічний;загальнодержавного значення;Харківська обл.;р-н Великобурлуцький;"N 49°59'4""";"E 37°31'31"""
П-425;Печенізьке поле;Pechenizke pole;регіональний ландшафтний парк;місцевого значення;Харківська обл.;р-н Печенізький;"N 49°57'30""";"E 37°3'19"""
П-4261;Степовий;Stepovyi;заказник ентомологічний;місцевого значення;Харківська обл.;р-н Богодухівський;"N 50°12'47""";"E 35°14'6"""
П-4292;Чорноглазівська;Chornohlazivska;ботанічна пам'ятка природи;місцевого значення;Харківська обл.;Харківська міськрада;"N 50°0'0""";"E 36°14'35"""
П-4352;Коновалове;Konovalove;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°53'51""";"E 37°29'4"""
П-4387;Новомиколаївський;Novomykolaivskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Шевченківський;"N 49°45'19""";"E 37°24'54"""
П-44;Гомільшанські ліси;Homilshanski lisy;національний природний парк;загальнодержавного значення;Харківська обл.;"р-н Зміївський, р-н
Первомайський";"N 49°35'0""";"E 36°20'0"""
П-4418;Гора Крем'янець;Hora Kremianets;комплексна пам'ятка природи;місцевого значення;Харківська обл.;Ізюмська міськрада;"N 49°9'53""";"E 37°16'46"""
П-456;Гутянський;Hutianskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Богодухівський;"N 50°6'57""";"E 35°23'7"""
П-462;Дворубчине;Dvorubchyne;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°57'43""";"E 37°46'16"""
П-4711;Бурлуцький;Burlutskyi;заказник загальнозоологічний;загальнодержавного значення;Харківська обл.;р-н Великобурлуцький;"N 50°3'15""";"E 37°27'5"""
П-491;Караван;Karavan;заказник ботанічний;місцевого значення;Харківська обл.;р-н Ізюмський;"N 49°8'4""";"E 37°11'42"""
П-496;Кицівський;Kytsivskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Печенізький;"N 49°52'41""";"E 36°49'12"""
П-502;Ковиловий;Kovylovyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Кегичівський;"N 49°24'54""";"E 35°48'31"""
П-503;Ковиловий;Kovylovyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°12'33""";"E 36°54'41"""
П-512;Конопляне;Konopliane;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 50°0'1""";"E 37°53'41"""
П-513;Коробочкине;Korobochkyne;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°50'7""";"E 37°39'21"""
П-520;Крейдяний;Kreidianyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°49'25""";"E 37°40'0"""
П-530;Байрак;Bairak;заказник ботанічний;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°24'23""";"E 36°46'8"""
П-538;Балка Михайлівська;Balka Mykhailivska;заказник ботанічний;місцевого значення;Харківська обл.;р-н Лозівський;"N 48°56'38""";"E 36°22'55"""
П-549;Берецький;Beretskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Первомайський;"N 49°30'15""";"E 36°11'3"""
П-551;Борівський;Borivskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Борівський;"N 49°16'5""";"E 37°33'8"""
П-559;Бурбулатівський;Burbulativskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Близнюківський;"N 48°48'43""";"E 36°40'32"""
П-571;Верхньобишкинський;Verkhnobyshkynskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Первомайський;"N 49°27'52""";"E 36°17'15"""
П-592;Гора Городовище;Hora Horodovyshche;заказник ботанічний;місцевого значення;Харківська обл.;р-н Лозівський;"N 49°0'6""";"E 36°26'37"""
П-600;Родничок;Rodnychok;заказник ботанічний;місцевого значення;Харківська обл.;р-н Сахновщинський;"N 49°9'55""";"E 35°47'21"""
П-608;Рязанова балка;Riazanova balka;заказник ботанічний;місцевого значення;Харківська обл.;р-н Харківський;"N 49°53'25""";"E 36°25'46"""
П-610;Савичів яр;Savychiv yar;заказник ботанічний;місцевого значення;Харківська обл.;р-н Харківський;"N 49°52'37""";"E 36°0'9"""
П-613;Сербівський;Serbivskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Балаклійський;"N 49°31'32""";"E 36°30'48"""
П-617;Слатінський;Slatinskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дергачівський;"N 50°11'56""";"E 36°8'28"""
П-663;Червоний;Chervonyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°54'59""";"E 37°44'46"""
П-675;Личане;Lychane;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дергачівський;"N 50°10'35""";"E 36°5'10"""
П-685;Мальцівський;Maltsivskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Лозівський;"N 48°50'13""";"E 36°8'17"""
П-697;Мурафський;Murafskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Краснокутський;"N 50°6'15""";"E 35°17'11"""
П-706;Озерний;Ozernyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Дворічанський;"N 49°58'29""";"E 37°52'26"""
П-707;Олександрівський;Oleksandrivskyi;заказник ботанічний;місцевого значення;Харківська обл.;р-н Кегичівський;"N 49°14'47""";"E 35°39'23"""
П-739;Мохначанський;Mokhnachanskyi;заказник лісовий;місцевого значення;Харківська обл.;р-н Зміївський;"N 49°45'58""";"E 36°30'54"""
П-772;Середньодонецький;Serednodonetskyi;заказник лісовий;місцевого значення;Харківська обл.;р-н Зміївський;"N 49°46'11""";"E 36°35'28"""
П-774;Скрипаївський;Skrypaivskyi;заказник лісовий;місцевого значення;Харківська обл.;р-н Зміївський;"N 49°43'50""";"E 36°33'56"""
П-82;Слобожанський;Slobozhanskyi;національний природний парк;загальнодержавного значення;Харківська обл.;р-н Краснокутський;"N 50°5'9""";"E 35°12'56"""
П-823;Великий ліс;Velykyi lis;заказник лісовий;місцевого значення;Харківська обл.;р-н Вовчанський;"N 50°16'44""";"E 36°50'37"""
П-867;Кулаківський;Kulakivskyi;заказник лісовий;місцевого значення;Харківська обл.;р-н Печенізький;"N 49°58'17""";"E 36°54'46"""
П-874;Лозовеньківський;Lozovenkivskyi;заказник лісовий;місцевого значення;Харківська обл.;р-н Дергачівський;"N 50°4'45""";"E 36°10'30"""
П-883;Підлиманський;Pidlymanskyi;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Борівський;"N 49°20'26""";"E 37°35'57"""
П-975;Коломачки;Kolomachky;заказник гідрологічний;місцевого значення;Харківська обл.;р-н Валківський;"N 49°55'1""";"E 35°27'50"""
