Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-3953;Берегівське горбогір'я;Berehivske horbohiria;заповідне урочище;місцевого значення;Закарпатська обл.;р-н Берегівський;"N 48°11'35""";"E 22°41'28"""
П-3999;Невицький кар'єр;Nevytskyi karier;ботанічна пам'ятка природи;місцевого значення;Закарпатська обл.;р-н Ужгородський;"N 48°40'59""";"E 22°23'0"""
П-4058;Церлянка;Tserlianka;заказник ботанічний;місцевого значення;Закарпатська обл.;р-н Рахівський;"N 48°2'7""";"E 24°16'29"""
П-4107;Розтоки;Roztoky;заповідне урочище;місцевого значення;Закарпатська обл.;р-н Перечинський;"N 48°44'34""";"E 22°37'28"""
П-4171;Андромеда;Andromeda;ботанічна пам'ятка природи;місцевого значення;Закарпатська обл.;р-н Рахівський;"N 48°18'16""";"E 24°19'15"""
П-4213;Каштановий гай;Kashtanovyi hai;ботанічна пам'ятка природи;місцевого значення;Закарпатська обл.;р-н Ужгородський;"N 48°33'58""";"E 22°32'29"""
П-4389;Пікуй;Pikui;заказник ботанічний;місцевого значення;Закарпатська обл.;р-н Воловецький;"N 48°46'8""";"E 23°0'34"""
П-4463;Млаки;Mlaky;заказник ботанічний;місцевого значення;Закарпатська обл.;р-н Рахівський;"N 48°4'13""";"E 24°21'5"""
П-4528;Ерташі;Ertashi;заказник ботанічний;місцевого значення;Закарпатська обл.;р-н Великоберезнянський;"N 48°58'34""";"E 22°38'7"""
П-4545;Радянські Карпати;Radianski Karpaty;заказник лісовий;місцевого значення;Закарпатська обл.;р-н Рахівський;"N 48°19'27""";"E 24°16'48"""
П-4556;Станіслав;Stanislav;заказник ботанічний;місцевого значення;Закарпатська обл.;р-н Рахівський;"N 48°16'54""";"E 24°19'34"""
П-4596;Великий ліс;Velykyi lis;ботанічна пам'ятка природи;місцевого значення;Закарпатська обл.;р-н Виноградівський;"N 48°13'21""";"E 22°50'31"""
П-4641;Сосна чорна;Sosna chorna;ботанічна пам'ятка природи;місцевого значення;Закарпатська обл.;р-н Ужгородський;"N 48°38'58""";"E 22°19'24"""
П-4672;Дубова;Dubova;заказник лісовий;місцевого значення;Закарпатська обл.;р-н Великоберезнянський;"N 48°56'42""";"E 22°31'26"""
П-4704;Юлівська гора;Yulivska hora;заказник ботанічний;загальнодержавного значення;Закарпатська обл.;р-н Виноградівський;"N 48°1'59""";"E 23°5'58"""
П-4706;Веймутова сосна;Veimutova sosna;заказник лісовий;місцевого значення;Закарпатська обл.;р-н Рахівський;"N 47°56'9""";"E 24°11'17"""
П-4753;Красна долина;Krasna dolyna;заказник лісовий;місцевого значення;Закарпатська обл.;р-н Свалявський;"N 48°41'13""";"E 23°3'51"""
П-4789;Боржава;Borzhava;заповідне урочище;місцевого значення;Закарпатська обл.;р-н Виноградівський;"N 48°12'38""";"E 22°47'49"""
П-48;Угольсько-Широколужанський;Uholsko-Shyrokoluzhanskyi;"заповідний масив Карпатського
біосферного заповідника";загальнодержавного значення;Закарпатська обл.;р-н Тячівський;"N 48°15'39""";"E 23°44'30"""
П-49;Долина нарцисів;Dolyna nartsysiv;"заповідний масив Карпатського
біосферного заповідника";загальнодержавного значення;Закарпатська обл.;;"N 48°10'42""";"E 23°20'59"""
П-4900;Болото Чорне багно;Boloto Chorne bahno;гідрологічна пам'ятка природи;загальнодержавного значення;Закарпатська обл.;р-н Іршавський;"N 48°23'16""";"E 23°10'25"""
П-4901;Бертяник;Bertianyk;заказник ботанічний;місцевого значення;Закарпатська обл.;р-н Тячівський;"N 48°28'21""";"E 24°6'5"""
П-4973;Тихий;Tykhyi;заказник лісовий;місцевого значення;Закарпатська обл.;р-н Великоберезнянський;"N 48°54'28""";"E 22°49'13"""
П-4974;Остра;Ostra;заказник лісовий;місцевого значення;Закарпатська обл.;р-н Мукачівський;"N 48°32'36""";"E 22°53'19"""
П-4976;Чорна гора;Chorna hora;заказник ботанічний;загальнодержавного значення;Закарпатська обл.;р-н Виноградівський;"N 48°8'58""";"E 23°4'18"""
П-4978;Пінава;Pinava;заказник лісовий;місцевого значення;Закарпатська обл.;р-н Свалявський;"N 48°37'28""";"E 23°4'11"""
П-50;Свидовецький;Svydovetskyi;"заповідний масив Карпатського
біосферного заповідника";загальнодержавного значення;Закарпатська обл.;р-н Рахівський;"N 48°9'32""";"E 24°12'58"""
П-5008;Уличанка;Ulychanka;заказник лісовий;місцевого значення;Закарпатська обл.;р-н Великоберезнянський;"N 48°52'53""";"E 22°34'50"""
П-5076;Берека європейська;Bereka yevropeiska;ботанічна пам'ятка природи;місцевого значення;Закарпатська обл.;р-н Іршавський;"N 48°23'41""";"E 22°56'47"""
П-5099;Дуброви;Dubrovy;заповідне урочище;місцевого значення;Закарпатська обл.;р-н Тячівський;"N 48°3'36""";"E 23°27'26"""
П-51;Чорногірський;Chornohirskyi;"заповідний масив Карпатського
біосферного заповідника";загальнодержавного значення;Закарпатська обл.;р-н Рахівський;"N °'""";"E °'"""
П-52;Кузійський;Kuziiskyi;"заповідний масив Карпатського
біосферного заповідника";загальнодержавного значення;Закарпатська обл.;р-н Рахівський;"N 47°57'46""";"E 24°8'17"""
П-5270;"Парк санаторію ""Карпати""";"Park sanatoriiu ""karpaty""";"парк-пам'ятка садово-паркового
мистецтва";загальнодержавного значення;Закарпатська обл.;р-н Мукачівський;"N 48°31'27""";"E 22°52'9"""
П-5276;"Урочище Странзул, Задня,
Кедрин";"Urochyshche Stranzul, Zadnia,
Kedryn";заказник ботанічний;загальнодержавного значення;Закарпатська обл.;р-н Тячівський;"N 48°27'53""";"E 23°54'13"""
П-5282;Великий Яворець та Обнога;Velykyi Yavorets ta Obnoha;ботанічна пам'ятка природи;загальнодержавного значення;Закарпатська обл.;р-н Міжгірський;"N 48°38'46""";"E 23°38'58"""
П-53;Мармароський;Marmaroskyi;"заповідний масив Карпатського
біосферного заповідника";загальнодержавного значення;Закарпатська обл.;р-н Рахівський;"N 47°54'19""";"E 24°16'19"""
П-5311;Урочище Затінки і Тересянка;Urochyshche Zatinky i Teresianka;заказник ботанічний;загальнодержавного значення;Закарпатська обл.;р-н Рахівський;"N 48°4'7""";"E 24°24'25"""
П-5314;Гора Високий камінь;Hora Vysokyi kamin;комплексна пам'ятка природи;загальнодержавного значення;Закарпатська обл.;р-н Воловецький;"N 48°45'52""";"E 22°59'39"""
П-5340;Соколові скелі;Sokolovi skeli;заказник орнітологічний;загальнодержавного значення;Закарпатська обл.;р-н Перечинський;"N 48°47'30""";"E 22°48'35"""
П-5385;Урочище Тепла яма;Urochyshche Tepla yama;ботанічна пам'ятка природи;загальнодержавного значення;Закарпатська обл.;р-н Ужгородський;"N 48°42'49""";"E 22°24'50"""
П-54;Чорна гора;Chorna hora;"заповідний масив Карпатського
біосферного заповідника";загальнодержавного значення;Закарпатська обл.;р-н Виноградівський;"N 48°9'30""";"E 23°4'32"""
П-5419;Атак;Atak;ботанічна пам'ятка природи;загальнодержавного значення;Закарпатська обл.;р-н Берегівський;"N 48°14'49""";"E 22°48'12"""
П-5420;Скелі Близниці;Skeli Blyznytsi;ботанічна пам'ятка природи;загальнодержавного значення;Закарпатська обл.;р-н Рахівський;"N 48°13'4""";"E 24°14'15"""
П-5423;Діброва;Dibrova;заказник лісовий;загальнодержавного значення;Закарпатська обл.;р-н Рахівський;"N 48°1'0""";"E 24°1'17"""
П-5424;Голятин;Holiatyn;ботанічна пам'ятка природи;загальнодержавного значення;Закарпатська обл.;р-н Міжгірський;"N 48°37'23""";"E 23°28'7"""
П-5453;Гать;Hat;заказник загальнозоологічний;місцевого значення;Закарпатська обл.;р-н Іршавський;"N 48°26'25""";"E 22°51'54"""
П-5454;Ріка;Rika;заказник іхтіологічний;місцевого значення;Закарпатська обл.;р-н Іршавський;"N 48°25'7""";"E 23°24'35"""
П-5457;Апшинецький;Apshynetskyi;заказник гідрологічний;загальнодержавного значення;Закарпатська обл.;р-н Рахівський;"N 48°19'13""";"E 24°10'57"""
П-5494;Зачарована долина;Zacharovana dolyna;заказник геологічний;загальнодержавного значення;Закарпатська обл.;р-н Іршавський;"N 48°24'26""";"E 23°4'24"""
П-5495;Великодоброньський;Velykodobronskyi;заказник загальнозоологічний;загальнодержавного значення;Закарпатська обл.;р-н Мукачівський;"N 48°26'51""";"E 22°25'42"""
П-5496;Кедринський;Kedrynskyi;заказник ботанічний;загальнодержавного значення;Закарпатська обл.;р-н Тячівський;"N 48°23'9""";"E 23°58'32"""
П-55;Юлівська Гора;Yulivska Hora;"заповідний масив Карпатського
біосферного заповідника";загальнодержавного значення;Закарпатська обл.;р-н Виноградівський;"N 48°2'2""";"E 23°5'56"""
П-5526;Керничний;Kernychnyi;заказник ботанічний;загальнодержавного значення;Закарпатська обл.;р-н Тячівський;"N 48°19'31""";"E 23°55'5"""
П-5530;Росішний;Rosishnyi;заказник лісовий;загальнодержавного значення;Закарпатська обл.;р-н Воловецький;"N 48°37'42""";"E 23°9'35"""
