Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-2046;Печера-грот Сюрень;Pechera-hrot Siuren;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°39'16""";"E 33°48'4"""
П-2047;Печера-грот Чокурча;Pechera-hrot Chokurcha;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°54'39""";"E 34°10'59"""
П-2049;"Природні сфінкси Каралезької
долини";"Pryrodni sfinksy Karalezkoi
dolyny";геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°37'54""";"E 33°47'6"""
П-2050;"Природні сфінкси в долині
річки Чурук-Су";"Pryrodni sfinksy v dolyni richky
Churuk-Su";геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°44'45""";"E 33°54'35"""
П-2066;"Столова гора-останець Тепе-
Кермен";"Stolova hora-ostanets Tepe-
kermen";комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°42'57""";"E 33°56'36"""
П-2080;Атлеш;Atlesh;заповідне урочище;місцевого значення;"Автономна Республіка
Крим";р-н Чорноморський;"N 45°20'13""";"E 32°33'19"""
П-2147;Балка Великий Кастель;Balka Velykyi Kastel;заповідне урочище;місцевого значення;"Автономна Республіка
Крим";р-н Чорноморський;"N 45°26'36""";"E 32°33'35"""
П-218;"Північно-східна околиця оз.
Донузлав";"Pivnichno-skhidna okolytsia oz.
Donuzlav";заказник ландшафтний;місцевого значення;"Автономна Республіка
Крим";р-н Чорноморський;"N 45°28'16""";"E 33°15'2"""
П-2300;"Гірсько-лісовий масив у с.
Тополівка та с. Курське";"Hirsko-lisovyi masyv u s.
Topolivka ta s. Kurske";заповідне урочище;місцевого значення;"Автономна Республіка
Крим";р-н Білогірський;"N 44°59'49""";"E 34°51'9"""
П-2424;Вовчий грот;Vovchyi hrot;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 45°2'55""";"E 34°12'36"""
П-2496;Грязьова сопка Андрусова;Hriazova sopka Andrusova;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Ленінський;"N 45°23'57""";"E 36°30'38"""
П-2524;Гора-останець Шелудива;Hora-ostanets Sheludyva;комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°45'33""";"E 34°0'36"""
П-2555;"Ділянка узбережжя біля с.
Миколаївка";"Dilianka uzberezhzhia bilia s.
Mykolaivka";комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°57'41""";"E 33°36'19"""
П-2556;Ділянки дубових гаїв Дубки;Dilianky dubovykh haiv Dubky;комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°55'52""";"E 34°1'8"""
П-2580;Мис Чауда;Mys Chauda;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Ленінський;"N 45°0'25""";"E 35°50'19"""
П-2582;"Оголення скам'янілого потоку
вулканічної лави";"Oholennia skamianiloho potoku
vulkanichnoi lavy";геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°54'27""";"E 34°9'17"""
П-2613;"Острівець-глиба пермських
вапняків на
Сімферопольському
водосховищі";"Ostrivets-hlyba permskykh
vapniakiv na Simferopolskomu
vodoskhovyshchi";геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°55'29""";"E 34°9'42"""
П-2640;Урочище Парагільмен;Urochyshche Parahilmen;заказник ботанічний;місцевого значення;"Автономна Республіка
Крим";Алуштинська міськрада;"N 44°37'37""";"E 34°21'17"""
П-2912;"Печера МАН (малой академії
наук)";"Pechera Man (maloi akademii
nauk)";геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Алуштинська міськрада;"N 44°45'17""";"E 34°24'35"""
П-3019;"Гора-відторженець
Парагільмен";Hora-vidtorzhenets Parahilmen;комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Алуштинська міськрада;"N 44°37'36""";"E 34°21'32"""
П-3020;Кастель;Kastel;заказник ботанічний;місцевого значення;"Автономна Республіка
Крим";Алуштинська міськрада;"N 44°38'34""";"E 34°23'32"""
П-310;Гора Лягушка;Hora Liahushka;комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Судацька міськрада;"N 44°53'57""";"E 34°59'19"""
П-3102;"Ділянка узбережжя між с.
Сонячногірське та
Малоріченське";"Dilianka uzberezhzhia mizh s.
Soniachnohirske ta
Malorichenske";геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Алуштинська міськрада;"N 44°45'12""";"E 34°33'10"""
П-313;Гірський;Hirskyi;парк;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°33'17""";"E 34°18'34"""
П-3139;Гай фісташки туполистої;Hai fistashky tupolystoi;заповідне урочище;місцевого значення;"Автономна Республіка
Крим";Алуштинська міськрада;"N 44°43'51""";"E 34°29'51"""
П-327;Карстова шахта Максимовича;Karstova shakhta Maksymovycha;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°28'59""";"E 33°57'6"""
П-329;Червоний камінь;Chervonyi kamin;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°34'16""";"E 34°17'59"""
П-339;"Парк санаторію ""Сокіл""";"Park sanatoriiu ""sokil""";парк;місцевого значення;"Автономна Республіка
Крим";Судацька міськрада;"N 44°50'29""";"E 34°57'45"""
П-3453;Бакла;Bakla;комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°48'24""";"E 34°0'59"""
П-3467;Скеля Іфігенія;Skelia Ifiheniia;комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°24'14""";"E 33°53'28"""
П-3493;Лісопарк Перчем;Lisopark Perchem;парк;місцевого значення;"Автономна Республіка
Крим";Судацька міськрада;"N 44°51'54""";"E 34°57'17"""
П-3523;Караларський;Karalarskyi;заказник ландшафтний;місцевого значення;"Автономна Республіка
Крим";р-н Ленінський;"N 45°26'49""";"E 36°10'35"""
П-3534;"Гай яливцю високого в р-ні
Семидвір'я";"Hai yalyvtsiu vysokoho v r-ni
Semydviria";комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Алуштинська міськрада;"N 44°42'55""";"E 34°27'47"""
П-3604;Комсомольський;Komsomolskyi;парк;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°33'22""";"E 34°18'58"""
П-3645;"Парк санаторію ""Гірський""";"Park sanatoriiu ""hirskyi""";парк;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°27'15""";"E 34°8'17"""
П-3648;Сакський курортний парк;Sakskyi kurortnyi park;парк;місцевого значення;"Автономна Республіка
Крим";р-н Сакський;"N 45°6'46""";"E 33°37'22"""
П-3674;П'ятистовбуровий каштан;Piatystovburovyi kashtan;ботанічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";"Сімферопольська
міськрада";"N 44°56'30""";"E 34°7'48"""
П-382;Долина р. Сатера;Dolyna r. Satera;заповідне урочище;місцевого значення;"Автономна Республіка
Крим";Алуштинська міськрада;"N 44°44'58""";"E 34°28'31"""
П-3912;Меласький;Melaskyi;парк;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°23'52""";"E 33°49'12"""
П-3949;Чукурлар;Chukurlar;парк;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°28'25""";"E 34°9'13"""
П-4029;Печера Аянська;Pechera Aianska;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°50'6""";"E 34°17'40"""
П-4105;Дуб-Богатир Тавриди;Dub-Bohatyr Tavrydy;ботанічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";"Сімферопольська
міськрада";"N 44°56'46""";"E 34°7'22"""
П-4144;Грязьова сопка Вернадського;Hriazova sopka Vernadskoho;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Ленінський;"N 45°23'51""";"E 36°31'34"""
П-4145;Грязьова сопка Обручева;Hriazova sopka Obrucheva;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Ленінський;"N 45°23'43""";"E 36°32'58"""
П-4147;Яйла Чатирдагу;Yaila Chatyrdahu;заповідне урочище;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°46'27""";"E 34°17'24"""
П-4369;Печера Сюндюрлю;Pechera Siundiurliu;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°30'29""";"E 33°53'19"""
П-4415;Ай-Серез;Ai-Serez;комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Судацька міськрада;"N 44°50'12""";"E 34°49'32"""
П-4419;Гора Христова;Hora Khrystova;комплексна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°27'13""";"E 34°8'23"""
П-4455;"Парк будинку відпочинку
""Судак""";"Park budynku vidpochynku
""sudak""";парк;місцевого значення;"Автономна Республіка
Крим";Судацька міськрада;"N 44°50'28""";"E 34°58'52"""
П-4579;Печера Аджи-Коба;Pechera Adzhy-Koba;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Білогірський;"N 44°52'8""";"E 34°27'56"""
П-459;"Ділянка степу на
Тарханкутському півострові";"Dilianka stepu na
Tarkhankutskomu pivostrovi";заказник ботанічний;місцевого значення;"Автономна Республіка
Крим";р-н Чорноморський;"N 45°22'23""";"E 32°39'2"""
П-4666;Зміїна печера;Zmiina pechera;геологічна пам'ятка природи;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°51'5""";"E 34°3'45"""
П-4863;Лазурний;Lazurnyi;парк;місцевого значення;"Автономна Республіка
Крим";Ялтинська міськрада;"N 44°32'47""";"E 34°17'32"""
П-4872;"Цілинний степ біля с.
Григорівка";Tsilynnyi step bilia s. Hryhorivka;заказник ландшафтний;місцевого значення;"Автономна Республіка
Крим";р-н Красногвардійський;"N 45°25'42""";"E 34°4'27"""
П-545;Бельбекський тисовий гай;Belbekskyi tysovyi hai;заказник ботанічний;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°37'36""";"E 33°49'46"""
П-5493;Михайлівський;Mykhailivskyi;заказник ботанічний;місцевого значення;"Автономна Республіка
Крим";р-н Бахчисарайський;"N 44°45'29""";"E 33°48'43"""
П-597;Присиваський;Prysyvaskyi;заказник ботанічний;місцевого значення;"Автономна Республіка
Крим";р-н Нижньогірський;"N 45°39'44""";"E 34°56'1"""
П-630;Тирке;Tyrke;заказник ботанічний;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°50'40""";"E 34°25'2"""
П-730;Пожарський;Pozharskyi;заказник ботанічний;місцевого значення;"Автономна Республіка
Крим";р-н Сімферопольський;"N 44°55'33""";"E 33°51'52"""
П-8;Казантипський;Kazantypskyi;природний заповідник;загальнодержавного значення;"Автономна Республіка
Крим";р-н Ленінський;"N 45°27'44""";"E 35°52'1"""
П-85;Чарівна гавань;Charivna havan;національний природний парк;загальнодержавного значення;"Автономна Республіка
Крим";р-н Чорноморський;"N 45°30'0""";"E 32°42'0"""
П-854;Зелене кільце;Zelene kiltse;заказник лісовий;місцевого значення;"Автономна Республіка
Крим";р-н Ленінський;"N 45°17'29""";"E 35°47'20"""
П-9;Карадазький;Karadazkyi;природний заповідник;загальнодержавного значення;"Автономна Республіка
Крим";;"N 44°56'4""";"E 35°13'16"""
