Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-38545	Погар	Pohar	гора	Чернівецька обл.	р-н Путильський	"N 47° 45’ 2"""	"E 25° 2’ 7"""
Ф-3770	Оленіу	Oleniu	потік	Чернівецька обл.		"N 47° 45’ 25"""	"E 25° 7’ 8"""
Ф-32740	Томнатик	Tomnatyk	гора	Чернівецька обл.	р-н Путильський	"N 47° 45’ 50"""	"E 25° 2’ 1"""
Ф-36604	Широкий Ґрунь	Shyrokyi Grun	урочище	Чернівецька обл.	р-н Путильський	"N 47° 46’ 24"""	"E 24° 58’ 12"""
Ф-38476	Змієвона	Zmiievona	гора	Чернівецька обл.	р-н Путильський	"N 47° 46’ 42"""	"E 24° 57’ 30"""
Ф-38542	Ріжа	Rizha	гора	Чернівецька обл.	р-н Путильський	"N 47° 46’ 46"""	"E 25° 3’ 32"""
Ф-38544	Томнатик М.	Tomnatyk M.	гора	Чернівецька обл.	р-н Путильський	"N 47° 46’ 48"""	"E 25° 1’ 35"""
Ф-5164	Чорний Діл	Chornyi Dil	хребет	Чернівецька обл.	р-н Путильський	"N 47° 46’ 5"""	"E 24° 57’ 28"""
Ф-5251	Рижа	Ryzha	гора	Чернівецька обл.	р-н Путильський	"N 47° 46’ 50"""	"E 25° 3’ 37"""
Ф-5266	Томнатикул	Tomnatykul	хребет	Чернівецька обл.	р-н Путильський	"N 47° 46’ 8"""	"E 25° 1’ 55"""
Ф-14778	Чорний Дів	Chornyi Div	скеля	Чернівецька обл.	Путильський р-н	"N 47° 47’ 10"""	"E 24° 57’ 47"""
Ф-33310	Чорний Дів	Chornyi Div	скеля	Чернівецька обл.	р-н Путильський	"N 47° 47’ 10"""	"E 24° 57’ 47"""
Ф-2103	Андриківський Потік	Andrykivskyi Potik	потік	Чернівецька обл.		"N 47° 47’ 15"""	"E 25° 8’ 51"""
Ф-14798	Буковенка	Bukovenka	гора	Чернівецька обл.	Путильський р-н	"N 47° 47’ 2"""	"E 25° 7’ 35"""
Ф-18453	Буковенка	Bukovenka	гора	Чернівецька обл.	р-н Путильський	"N 47° 47’ 2"""	"E 25° 7’ 35"""
Ф-15465	Луга	Luha	гора	Чернівецька обл.	Путильський р-н	"N 47° 47’ 33"""	"E 25° 3’ 20"""
Ф-25824	Луга	Luha	гора	Чернівецька обл.	р-н Путильський	"N 47° 47’ 33"""	"E 25° 3’ 20"""
Ф-36605	Великий Камінь	Velykyi Kamin	скелі	Чернівецька обл.	р-н Путильський	"N 47° 47’ 33"""	"E 24° 57’ 40"""
Ф-5237	Яровиця	Yarovytsia	гора	Чернівецька обл.	р-н Путильський	"N 47° 47’ 38"""	"E 25° 1’ 48"""
Ф-38541	Дощина	Doshchyna	гора	Чернівецька обл.	р-н Путильський	"N 47° 47’ 44"""	"E 25° 5’ 9"""
Ф-5239	Дощина	Doshchyna	гора	Чернівецька обл.	р-н Путильський	"N 47° 47’ 46"""	"E 25° 5’ 10"""
Ф-5243	Кобела	Kobela	хребет	Чернівецька обл.	р-н Путильський	"N 47° 47’ 5"""	"E 25° 6’ 20"""
Ф-30971	Роман	Roman	гора	Чернівецька обл.	р-н Путильський	"N 47° 47’ 57"""	"E 24° 59’ 38"""
Ф-38543	Заступ	Zastup	гора	Чернівецька обл.	р-н Путильський	"N 47° 48’ 1"""	"E 25° 8’ 10"""
Ф-2106	Горбанівський	Horbanivskyi	потік	Чернівецька обл.		"N 47° 48’ 10"""	"E 25° 9’ 20"""
Ф-5236	Яровець	Yarovets	хребет	Чернівецька обл.	р-н Путильський	"N 47° 48’ 12"""	"E 25° 1’ 1"""
Ф-32741	Томнатик	Tomnatyk	гора	Чернівецька обл.	р-н Путильський	"N 47° 48’ 21"""	"E 25° 0’ 49"""
Ф-2089	Сарата	Sarata	річка	Чернівецька обл., Івано-Франківська обл.		"N 47° 48’ 22"""	"E 24° 57’ 42"""
Ф-3081	Перкалаб	Perkalab	річка	Чернівецька обл., Івано-Франківська обл.		"N 47° 48’ 22"""	"E 24° 57’ 42"""
Ф-38477	Млаковата	Mlakovata	гора	Чернівецька обл.	р-н Путильський	"N 47° 48’ 24"""	"E 24° 58’ 59"""
Ф-5146	Млаковата	Mlakovata	гора	Чернівецька обл.	р-н Путильський	"N 47° 48’ 29"""	"E 24° 59’ 3"""
Ф-3077	Кобилора	Kobylora	річка	Чернівецька обл.		"N 47° 48’ 3"""	"E 25° 9’ 38"""
Ф-14776	Яровиця	Yarovytsia	гора	Чернівецька обл.	Путильський р-н	"N 47° 48’ 38"""	"E 24° 59’ 38"""
Ф-32371	Яровиця	Yarovytsia	гора	Чернівецька обл.	р-н Путильський	"N 47° 48’ 38"""	"E 24° 59’ 38"""
Ф-3756	Мелеш	Melesh	потік	Чернівецька обл.		"N 47° 48’ 46"""	"E 25° 10’ 10"""
Ф-5224	Яровиця	Yarovytsia	гора	Чернівецька обл.	р-н Путильський	"N 47° 48’ 47"""	"E 25° 0’ 25"""
Ф-38540	Аршиця	Arshytsia	гора	Чернівецька обл.	р-н Путильський	"N 47° 48’ 52"""	"E 25° 3’ 17"""
Ф-5217	Джоголь	Dzhohol	перевал	Чернівецька обл.	р-н Путильський	"N 47° 48’ 58"""	"E 25° 6’ 2"""
Ф-3757	Тораківський	Torakivskyi	потік	Чернівецька обл.	р-н Путильський	"N 47° 49’ 10"""	"E 25° 4’ 40"""
Ф-5214	Мелеш	Melesh	хребет	Чернівецька обл.	р-н Путильський	"N 47° 49’ 10"""	"E 25° 8’ 9"""
Ф-38539	Дідонівка	Didonivka	гора	Чернівецька обл.	р-н Путильський	"N 47° 49’ 11"""	"E 25° 6’ 9"""
Ф-5211	Нікитени	Nikyteny	хребет	Чернівецька обл.	р-н Путильський	"N 47° 49’ 28"""	"E 25° 2’ 20"""
Ф-5216	Погар	Pohar	хребет	Чернівецька обл.	р-н Путильський	"N 47° 49’ 36"""	"E 25° 9’ 5"""
Ф-38486	Гола	Hola	гора	Чернівецька обл.	р-н Путильський	"N 47° 49’ 42"""	"E 25° 2’ 1"""
Ф-25178	Мелеш	Melesh	гора	Чернівецька обл.	р-н Путильський	"N 47° 49’ 43"""	"E 25° 6’ 56"""
Ф-38538	Погар	Pohar	гора	Чернівецька обл.	р-н Путильський	"N 47° 49’ 54"""	"E 25° 8’ 56"""
Ф-34288	Лосова	Losova	гірський масив	Чернівецька обл.		"N 47° 50’ 0"""	"E 25° 3’ 0"""
Ф-36616	Перехрести	Perekhresty	урочище	Чернівецька обл.	р-н Путильський	"N 47° 50’ 15"""	"E 25° 4’ 54"""
Ф-14760	Рапочів	Rapochiv	гора	Чернівецька обл.	Путильський р-н	"N 47° 50’ 17"""	"E 25° 9’ 29"""
Ф-27015	Рапочів	Rapochiv	гора	Чернівецька обл.	р-н Путильський	"N 47° 50’ 17"""	"E 25° 9’ 29"""
Ф-14762	Погар	Pohar	гора	Чернівецька обл.	Путильський р-н	"N 47° 50’ 20"""	"E 25° 8’ 5"""
Ф-38485	Стіг	Stih	гора	Чернівецька обл.	р-н Путильський	"N 47° 50’ 20"""	"E 25° 5’ 59"""
Ф-14360	Кривий	Kryvyi	потік	Чернівецька обл.	р-н Путильський	"N 47° 50’ 21"""	"E 24° 59’ 19"""
Ф-14765	Говдя	Hovdia	гора	Чернівецька обл.	Путильський р-н	"N 47° 50’ 41"""	"E 25° 2’ 34"""
Ф-21253	Говдя	Hovdia	гора	Чернівецька обл.	р-н Путильський	"N 47° 50’ 41"""	"E 25° 2’ 34"""
Ф-14959	Порохна	Porokhna	гора	Чернівецька обл.	Путильський р-н	"N 47° 50’ 46"""	"E 25° 10’ 30"""
Ф-30480	Порохна	Porokhna	гора	Чернівецька обл.	р-н Путильський	"N 47° 50’ 46"""	"E 25° 10’ 30"""
Ф-2088	Яловичора	Yalovychora	річка	Чернівецька обл., Івано-Франківська обл.		"N 47° 51’ 10"""	"E 24° 59’ 50"""
Ф-14764	Гориська	Horyska	гора	Чернівецька обл.	Путильський р-н	"N 47° 51’ 17"""	"E 25° 3’ 34"""
Ф-18284	Гориська	Horyska	гора	Чернівецька обл.	р-н Путильський	"N 47° 51’ 17"""	"E 25° 3’ 34"""
Ф-5212	Творелець	Tvorelets	гора	Чернівецька обл.	р-н Путильський	"N 47° 51’ 23"""	"E 25° 2’ 25"""
Ф-35095	Дворелець	Dvorelets	перевал	Чернівецька обл.	р-н Путильський	"N 47° 51’ 27"""	"E 25° 3’ 21"""
Ф-32543	Штивйора	Shtyviora	хребет	Чернівецька обл.	р-н Путильський	"N 47° 51’ 29"""	"E 25° 4’ 52"""
Ф-17818	Дворелець	Dvorelets	перевал	Чернівецька обл.	р-н Путильський	"N 47° 51’ 32"""	"E 25° 2’ 54"""
Ф-32544	Штивйора	Shtyviora	гора	Чернівецька обл.	р-н Путильський	"N 47° 51’ 38"""	"E 25° 6’ 5"""
Ф-38483	Мінти Косарівські	Minty Kosarivski	гора	Чернівецька обл.	р-н Путильський	"N 47° 51’ 41"""	"E 25° 6’ 7"""
Ф-5186	Мінте-Косаревський	Minte-Kosarevskyi	гора	Чернівецька обл.	р-н Путильський	"N 47° 51’ 43"""	"E 25° 6’ 2"""
Ф-17819	Дворелець	Dvorelets	гора	Чернівецька обл.	р-н Путильський	"N 47° 51’ 48"""	"E 25° 1’ 49"""
Ф-14795	Обочі	Obochi	гора	Чернівецька обл.	Путильський р-н	"N 47° 51’ 50"""	"E 25° 8’ 3"""
Ф-3765	Рапочів	Rapochiv	потік	Чернівецька обл.		"N 47° 51’ 52"""	"E 25° 12’ 38"""
Ф-14761	Явореште	Yavoreshte	гора	Чернівецька обл.	Путильський р-н	"N 47° 51’ 8"""	"E 25° 8’ 27"""
Ф-32840	Явореште	Yavoreshte	гора	Чернівецька обл.	р-н Путильський	"N 47° 51’ 8"""	"E 25° 8’ 27"""
Ф-14358	Мосцаля	Mostsalia	річка	Чернівецька обл.	р-н Путильський	"N 47° 52’ 10"""	"E 24° 58’ 52"""
Ф-14763	Голий Грунь	Holyi Hrun	гора	Чернівецька обл.	Путильський р-н	"N 47° 52’ 10"""	"E 25° 6’ 56"""
Ф-21649	Голий Грунь	Holyi Hrun	гора	Чернівецька обл.	р-н Путильський	"N 47° 52’ 10"""	"E 25° 6’ 56"""
Ф-35082	Лопушнянський	Lopushnianskyi	перевал	Чернівецька обл.	р-н Путильський	"N 47° 52’ 2"""	"E 25° 4’ 39"""
Ф-5203	Демен	Demen	гора	Чернівецька обл.	р-н Путильський	"N 47° 52’ 25"""	"E 25° 10’ 3"""
Ф-5208	Ропочів	Ropochiv	гора	Чернівецька обл.	р-н Путильський	"N 47° 52’ 25"""	"E 25° 9’ 33"""
Ф-36612	Довга	Dovha	полонина	Чернівецька обл.	р-н Путильський	"N 47° 52’ 26"""	"E 25° 0’ 12"""
Ф-21212	Довга	Dovha	гора	Чернівецька обл.	р-н Путильський	"N 47° 52’ 27"""	"E 25° 1’ 7"""
Ф-14794	Сена	Sena	гора	Чернівецька обл.	Путильський р-н	"N 47° 52’ 31"""	"E 25° 3’ 55"""
Ф-30531	Сена	Sena	гора	Чернівецька обл.	р-н Путильський	"N 47° 52’ 31"""	"E 25° 3’ 55"""
Ф-2250	Садів	Sadiv	потік	Чернівецька обл.		"N 47° 52’ 43"""	"E 25° 24’ 11"""
Ф-32839	Яворесте	Yavoreste	урочище	Чернівецька обл.	р-н Путильський	"N 47° 52’ 53"""	"E 24° 59’ 2"""
Ф-2249	Сучава	Suchava	річка	Чернівецька обл.		"N 47° 53’ 10"""	"E 25° 16’ 30"""
Ф-32190	Чараль	Charal	урочище	Чернівецька обл.	р-н Путильський	"N 47° 53’ 12"""	"E 25° 3’ 48"""
Ф-36614	поле Бизилівка	pole Byzylivka	полонина	Чернівецька обл.	р-н Путильський	"N 47° 53’ 16"""	"E 24° 58’ 3"""
Ф-34750	Плосківський	Ploskivskyi	перевал	Чернівецька обл.	р-н Путильський	"N 47° 53’ 20"""	"E 25° 10’ 37"""
Ф-36613	Гнатулівка	Hnatulivka	полонина	Чернівецька обл.	р-н Путильський	"N 47° 53’ 22"""	"E 24° 59’ 19"""
Ф-14793	Гребенище	Hrebenyshche	гора	Чернівецька обл.	Путильський р-н	"N 47° 53’ 24"""	"E 25° 0’ 47"""
Ф-18187	Гребенище	Hrebenyshche	гора	Чернівецька обл.	р-н Путильський	"N 47° 53’ 24"""	"E 25° 0’ 47"""
Ф-38482	Комарничне	Komarnychne	гора	Чернівецька обл.	р-н Путильський	"N 47° 53’ 33"""	"E 25° 5’ 28"""
Ф-38481	Мінти	Minty	гора	Чернівецька обл.	р-н Путильський	"N 47° 53’ 34"""	"E 25° 6’ 42"""
Ф-5077	Чернелиця	Chernelytsia	гора	Чернівецька обл.	р-н Путильський	"N 47° 53’ 34"""	"E 24° 58’ 21"""
Ф-38484	Лосова	Losova	гора	Чернівецька обл.	р-н Путильський	"N 47° 53’ 4"""	"E 25° 4’ 28"""
Ф-14782	Гребенище	Hrebenyshche	гора	Чернівецька обл.	Путильський р-н	"N 47° 53’ 40"""	"E 24° 58’ 53"""
Ф-32503	Гребенище	Hrebenyshche	гора	Чернівецька обл.	р-н Путильський	"N 47° 53’ 40"""	"E 24° 58’ 53"""
Ф-3076	Руська	Ruska	потік	Чернівецька обл.		"N 47° 53’ 45"""	"E 25° 15’ 10"""
Ф-36672	Демен	Demen	урочище	Чернівецька обл.	р-н Путильський	"N 47° 53’ 47"""	"E 25° 8’ 38"""
Ф-36675	Пауківка	Paukivka	полонина	Чернівецька обл.	р-н Путильський	"N 47° 53’ 47"""	"E 24° 59’ 31"""
Ф-5182	Лосова	Losova	гора	Чернівецька обл.	р-н Путильський	"N 47° 53’ 5"""	"E 25° 4’ 31"""
Ф-3727	Демен	Demen	річка	Чернівецька обл.		"N 47° 53’ 55"""	"E 25° 8’ 10"""
Ф-2190	Мольниця	Molnytsia	річка	Чернівецька обл.		"N 47° 53’ 58"""	"E 26° 13’ 30"""
Ф-14958	Плоска	Ploska	гора	Чернівецька обл.	Путильський р-н	"N 47° 53’ 9"""	"E 25° 11’ 21"""
Ф-28771	Плоска	Ploska	гора	Чернівецька обл.	р-н Путильський	"N 47° 53’ 9"""	"E 25° 11’ 21"""
Ф-36673	Випчина	Vypchyna	урочище	Чернівецька обл.	р-н Путильський	"N 47° 54’ 16"""	"E 25° 3’ 9"""
Ф-14352	Ульма	Ulma	річка	Чернівецька обл.	р-н Вижницький	"N 47° 54’ 18"""	"E 25° 17’ 34"""
Ф-2254	Фальків	Falkiv	потік	Чернівецька обл.		"N 47° 54’ 31"""	"E 25° 28’ 38"""
Ф-19091	Випчина	Vypchyna	гора	Чернівецька обл.	р-н Путильський	"N 47° 54’ 45"""	"E 25° 2’ 6"""
Ф-38480	Плай	Plai	гора	Чернівецька обл.	р-н Путильський	"N 47° 54’ 47"""	"E 25° 8’ 27"""
Ф-14357	Боргенія	Borheniia	потік	Чернівецька обл.	р-н Путильський	"N 47° 54’ 48"""	"E 25° 5’ 0"""
Ф-12132	Рівне	Rivne	урочище	Чернівецька обл.	р-н Вижницький	"N 47° 54’ 50"""	"E 25° 19’ 50"""
Ф-21568	Гентаріуски	Hentariusky	гора	Чернівецька обл.	р-н Путильський	"N 47° 54’ 51"""	"E 25° 18’ 39"""
Ф-36615	Поломистий	Polomystyi	урочище	Чернівецька обл.	р-н Путильський	"N 47° 54’ 54"""	"E 25° 4’ 14"""
Ф-2252	Чимирнар	Chymyrnar	потік	Чернівецька обл.		"N 47° 54’ 57"""	"E 25° 28’ 4"""
Ф-2093	Сенич	Senych	потік	Чернівецька обл.		"N 47° 54’ 59"""	"E 24° 58’ 1"""
Ф-2090	Лопушна	Lopushna	потік	Чернівецька обл., Івано-Франківська обл.		"N 47° 55’ 1"""	"E 24° 57’ 30"""
Ф-22457	Корнуль	Kornul	гора	Чернівецька обл.	р-н Вижницький	"N 47° 55’ 10"""	"E 25° 22’ 36"""
Ф-3158	Лаура	Laura	річка	Чернівецька обл.		"N 47° 55’ 11"""	"E 25° 36’ 57"""
Ф-14771	Садеу	Sadeu	гора	Чернівецька обл.	Вижницький р-н	"N 47° 55’ 15"""	"E 25° 20’ 0"""
Ф-27903	Садеу	Sadeu	гора	Чернівецька обл.	р-н Вижницький	"N 47° 55’ 15"""	"E 25° 20’ 0"""
Ф-3074	Стрижинський	Stryzhynskyi	потік	Чернівецька обл., Івано-Франківська обл.		"N 47° 55’ 19"""	"E 24° 57’ 12"""
Ф-14957	Баштога	Bashtoha	гора	Чернівецька обл.	Путильський р-н	"N 47° 55’ 24"""	"E 25° 1’ 42"""
Ф-16281	Баштога	Bashtoha	гора	Чернівецька обл.	р-н Путильський	"N 47° 55’ 24"""	"E 25° 1’ 42"""
Ф-38479	Боргиня	Borhynia	гора	Чернівецька обл.	р-н Путильський	"N 47° 55’ 27"""	"E 25° 6’ 10"""
Ф-5174	Боргиня	Borhynia	гора	Чернівецька обл.	р-н Путильський	"N 47° 55’ 28"""	"E 25° 6’ 16"""
Ф-34304	Плоский	Ploskyi	гірська система	Чернівецька обл.		"N 47° 55’ 30"""	"E 25° 11’ 49"""
Ф-3771	Шикова	Shykova	потік	Чернівецька обл.		"N 47° 55’ 30"""	"E 25° 39’ 50"""
Ф-2263	Білка	Bilka	потік	Чернівецька обл.		"N 47° 55’ 32"""	"E 25° 49’ 3"""
Ф-5348	Доугегрун	Douhehrun	хребет	Чернівецька обл.	р-н Путильський	"N 47° 55’ 33"""	"E 25° 18’ 10"""
Ф-34282	Мармароський масив	Marmaroskyi masyv	гірський масив	"Чернівецька обл., Івано-Франківська обл.,
Закарпатська обл."		"N 47° 55’ 35"""	"E 24° 19’ 29"""
Ф-37335	Срібник	Sribnyk	хребет	Чернівецька обл.	р-н Путильський	"N 47° 55’ 38"""	"E 24° 57’ 48"""
Ф-38515	Мала Сигла	Mala Syhla	гора	Чернівецька обл.	р-н Путильський	"N 47° 55’ 41"""	"E 24° 57’ 14"""
Ф-3773	Крива	Kryva	потік	Чернівецька обл.		"N 47° 55’ 45"""	"E 25° 48’ 25"""
Ф-35725	В Березнику	V Bereznyku	урочище	Чернівецька обл.	р-н Путильський	"N 47° 55’ 55"""	"E 24° 56’ 54"""
Ф-5382	Томнатик	Tomnatyk	гора	Чернівецька обл.	"р-н Сторожинецький, р-н
Вижницький"	"N 47° 55’ 56"""	"E 25° 26’ 8"""
Ф-14767	Лунгуль	Lunhul	гора	Чернівецька обл.	Путильський р-н	"N 47° 55’ 57"""	"E 25° 18’ 25"""
Ф-37164	Лунгуль	Lunhul	гора	Чернівецька обл.	р-н Путильський	"N 47° 55’ 57"""	"E 25° 18’ 25"""
Ф-5329	Зубри	Zubry	гора	Чернівецька обл.	р-н Путильський	"N 47° 55’ 57"""	"E 25° 17’ 2"""
Ф-26114	Ломулуй	Lomului	гора	Чернівецька обл.	р-н Сторожинецький	"N 47° 55’ 58"""	"E 25° 30’ 4"""
Ф-5746	Зубрів	Zubriv	потік	Чернівецька обл.		"N 47° 55’ 6"""	"E 25° 15’ 50"""
Ф-14770	Корнуль	Kornul	гора	Чернівецька обл.	Вижницький р-н	"N 47° 55’ 8"""	"E 25° 22’ 36"""
Ф-5324	Красний Діл	Krasnyi Dil	хребет	Чернівецька обл.	р-н Путильський	"N 47° 56’ 10"""	"E 25° 12’ 55"""
Ф-14800	Боргиней	Borhynei	гора	Чернівецька обл.	Сторожинецький р-н	"N 47° 56’ 11"""	"E 25° 32’ 10"""
Ф-16969	Боргиней	Borhynei	гора	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 11"""	"E 25° 32’ 10"""
Ф-14769	Битка	Bytka	гора	Чернівецька обл.	Сторожинецький р-н	"N 47° 56’ 17"""	"E 25° 30’ 16"""
Ф-16586	Битка	Bytka	гора	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 17"""	"E 25° 30’ 16"""
Ф-29051	Плаюць	Plaiuts	урочище	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 17"""	"E 25° 32’ 22"""
Ф-2080	Лустун	Lustun	річка	Чернівецька обл.		"N 47° 56’ 18"""	"E 25° 8’ 45"""
Ф-3763	Калела	Kalela	потік	Чернівецька обл.		"N 47° 56’ 19"""	"E 24° 55’ 45"""
Ф-31004	Стайки	Staiky	гора	Чернівецька обл.	р-н Путильський	"N 47° 56’ 2"""	"E 25° 3’ 5"""
Ф-14799	Петрича	Petrycha	гора	Чернівецька обл.	Сторожинецький р-н	"N 47° 56’ 20"""	"E 25° 34’ 3"""
Ф-28304	Петрича	Petrycha	гора	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 20"""	"E 25° 34’ 3"""
Ф-2260	Білка-Маре	Bilka-Mare	потік	Чернівецька обл.		"N 47° 56’ 21"""	"E 25° 45’ 30"""
Ф-3159	Білка-Міке	Bilka-Mike	потік	Чернівецька обл.		"N 47° 56’ 21"""	"E 25° 45’ 30"""
Ф-5179	Гребінь	Hrebin	хребет	Чернівецька обл.	р-н Путильський	"N 47° 56’ 21"""	"E 25° 6’ 18"""
Ф-21171	Гаскуца	Haskutsa	урочище	Чернівецька обл.	р-н Вижницький	"N 47° 56’ 25"""	"E 25° 24’ 15"""
Ф-16061	Аршішоара	Arshishoara	урочище	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 27"""	"E 25° 31’ 1"""
Ф-22456	Корнуль	Kornul	урочище	Чернівецька обл.	р-н Вижницький	"N 47° 56’ 27"""	"E 25° 21’ 23"""
Ф-27119	Рижа Путилівська	Ryzha Putylivska	гора	Чернівецька обл.	р-н Путильський	"N 47° 56’ 29"""	"E 25° 3’ 36"""
Ф-26625	Лаура	Laura	урочище	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 31"""	"E 25° 34’ 53"""
Ф-14462	Крива	Kryva	річка	Чернівецька обл.	р-н Глибоцький	"N 47° 56’ 32"""	"E 25° 47’ 0"""
Ф-34763	Аршішоара	Arshishoara	полонина	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 35"""	"E 25° 31’ 52"""
Ф-5393	Бусулуй	Busului	гора	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 36"""	"E 25° 35’ 39"""
Ф-5367	Садеу	Sadeu	перевал	Чернівецька обл.	р-н Вижницький	"N 47° 56’ 38"""	"E 25° 19’ 30"""
Ф-3726	Полонистий	Polonystyi	річка	Чернівецька обл.		"N 47° 56’ 40"""	"E 25° 5’ 10"""
Ф-36676	Морозівка	Morozivka	полонина	Чернівецька обл.	р-н Путильський	"N 47° 56’ 44"""	"E 24° 59’ 23"""
Ф-38528	Скорухів	Skorukhiv	гора	Чернівецька обл.	р-н Путильський	"N 47° 56’ 47"""	"E 24° 57’ 2"""
Ф-14948	Ротундуль	Rotundul	гора	Чернівецька обл.	Вижницький р-н	"N 47° 56’ 48"""	"E 25° 17’ 14"""
Ф-37163	Ротундуль	Rotundul	гора	Чернівецька обл.	р-н Вижницький	"N 47° 56’ 48"""	"E 25° 17’ 14"""
Ф-37568	Тарничка	Tarnychka	гора	Чернівецька обл.	р-н Путильський	"N 47° 56’ 5"""	"E 24° 58’ 31"""
Ф-14772	Букове	Bukove	гора	Чернівецька обл.	Сторожинецький р-н	"N 47° 56’ 50"""	"E 25° 30’ 6"""
Ф-18451	Букове	Bukove	гора	Чернівецька обл.	р-н Сторожинецький	"N 47° 56’ 50"""	"E 25° 30’ 6"""
Ф-27963	Садів	Sadiv	гора	Чернівецька обл.	р-н Вижницький	"N 47° 56’ 55"""	"E 25° 20’ 8"""
Ф-24531	Мороза	Moroza	гора	Чернівецька обл.	р-н Путильський	"N 47° 56’ 59"""	"E 25° 0’ 14"""
Ф-5362	Лунгул	Lunhul	гора	Чернівецька обл.	р-н Путильський, р-н Вижницький	"N 47° 56’ 6"""	"E 25° 18’ 25"""
Ф-34766	Ярок	Yarok	урочище	Чернівецька обл.	р-н Сторожинецький	"N 47° 57’ 10"""	"E 25° 41’ 24"""
Ф-3761	Дутця	Duttsia	потік	Чернівецька обл.		"N 47° 57’ 15"""	"E 24° 55’ 48"""
Ф-14773	Циганаш	Tsyhanash	гора	Чернівецька обл.	Глибоцький р-н	"N 47° 57’ 2"""	"E 25° 47’ 11"""
Ф-29877	Циганаш	Tsyhanash	гора	Чернівецька обл.	р-н Глибоцький	"N 47° 57’ 2"""	"E 25° 47’ 11"""
Ф-14797	Чимирна	Chymyrna	гора	Чернівецька обл.	Вижницький р-н	"N 47° 57’ 20"""	"E 25° 20’ 9"""
Ф-37165	Чимирна	Chymyrna	гора	Чернівецька обл.	р-н Вижницький	"N 47° 57’ 20"""	"E 25° 20’ 9"""
Ф-34762	Петроушка	Petroushka	полонина	Чернівецька обл.	р-н Сторожинецький	"N 47° 57’ 22"""	"E 25° 29’ 45"""
Ф-34764	Кривка	Kryvka	урочище	Чернівецька обл.	р-н Сторожинецький	"N 47° 57’ 23"""	"E 25° 37’ 59"""
Ф-30696	Стайка	Staika	урочище	Чернівецька обл.	р-н Сторожинецький	"N 47° 57’ 25"""	"E 25° 22’ 55"""
Ф-5356	Томнатикул	Tomnatykul	хребет	Чернівецька обл.	р-н Сторожинецький	"N 47° 57’ 25"""	"E 25° 23’ 12"""
Ф-36678	Косованівка	Kosovanivka	полонина	Чернівецька обл.	р-н Путильський	"N 47° 57’ 26"""	"E 24° 57’ 51"""
Ф-5190	Штивйора	Shtyviora	хребет	Чернівецька обл.	р-н Путильський	"N 47° 57’ 28"""	"E 25° 5’ 10"""
Ф-3065	Фошке	Foshke	річка	Чернівецька обл.		"N 47° 57’ 30"""	"E 25° 8’ 20"""
