Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-3628	Минчель	Mynchel	річка	Івано-Франківська обл.		"N 47° 44’ 8"""	"E 24° 55’ 30"""
Ф-36541	Задна Палениця	Zadna Palenytsia	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 17"""	"E 24° 55’ 20"""
Ф-36539	Палениця	Palenytsia	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 18"""	"E 24° 53’ 9"""
Ф-14379	Тонкий	Tonkyi	потік	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 2"""	"E 24° 55’ 49"""
Ф-14380	Чорний	Chornyi	потік	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 31"""	"E 24° 56’ 10"""
Ф-38474	Палениця	Palenytsia	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 32"""	"E 24° 52’ 27"""
Ф-36542	Калиничівські луги	Kalynychivski luhy	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 33"""	"E 24° 55’ 36"""
Ф-4235	Палениця	Palenuytsia	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 35"""	"E 24° 52’ 40"""
Ф-20385	Задня Стая	Zadnia Staia	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 46"""	"E 24° 55’ 39"""
Ф-36538	Палениця Середня	Palenytsia Serednia	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 49"""	"E 24° 54’ 3"""
Ф-36537	Венґерка	Vengerka	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 54"""	"E 24° 52’ 43"""
Ф-4236	Команова	Komanova	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 45’ 58"""	"E 24° 51’ 30"""
Ф-36536	Баби	Baby	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 46’ 10"""	"E 24° 51’ 39"""
Ф-36597	Погарь	Pohar	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 46’ 22"""	"E 24° 56’ 3"""
Ф-14381	Малий Прилучний	Malyi Pryluchnyi	потік	Івано-Франківська обл.	р-н Верховинський	"N 47° 46’ 48"""	"E 24° 55’ 4"""
Ф-18616	Веснарка	Vesnarka	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 46’ 48"""	"E 24° 54’ 7"""
Ф-4234	Коман	Koman	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 46’ 50"""	"E 24° 50’ 20"""
Ф-16247	Балтагул	Baltahul	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 46’ 51"""	"E 24° 51’ 20"""
Ф-16246	Балтагул	Baltahul	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 46’ 53"""	"E 24° 51’ 33"""
Ф-36598	Блудний	Bludnyi	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 46’ 53"""	"E 24° 56’ 16"""
Ф-36599	Великий Камінь	Velykyi Kamin	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 47’ 10"""	"E 24° 55’ 39"""
Ф-37794	Хитанка	Khytanka	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 47’ 12"""	"E 24° 53’ 1"""
Ф-2475	Великий Прилучний	Velykyi Pryluchnyi	потік	Івано-Франківська обл.		"N 47° 47’ 14"""	"E 24° 56’ 50"""
Ф-36600	Прелучний	Preluchnyi	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 47’ 27"""	"E 24° 54’ 38"""
Ф-32545	Штивйора	Shtyviora	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 47’ 37"""	"E 24° 50’ 14"""
Ф-36533	Хітанка	Khitanka	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 47’ 43"""	"E 24° 53’ 2"""
Ф-4231	Прелучний	Preluchnyi	хребет	Івано-Франківська обл.	р-н Верховинський	"N 47° 47’ 45"""	"E 24° 54’ 45"""
Ф-36535	Березник	Bereznyk	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 47’ 50"""	"E 24° 56’ 36"""
Ф-38289	Кукулик	Kukulyk	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 20"""	"E 24° 53’ 15"""
Ф-3621	Кляуза Болтагул	Kliauza Boltahul	став	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 30"""	"E 24° 52’ 30"""
Ф-36608	Прелуки	Preluky	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 36"""	"E 24° 52’ 58"""
Ф-4233	Ратундул	Ratundul	хребет	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 38"""	"E 24° 52’ 4"""
Ф-36490	Велике піріє	Velyke piriie	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 41"""	"E 24° 51’ 37"""
Ф-36532	Когутарки	Kohutarky	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 41"""	"E 24° 53’ 46"""
Ф-36460	Пір'є Велике	Pirie Velyke	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 49"""	"E 24° 50’ 17"""
Ф-36534	Перкалаба	Perkalaba	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 5"""	"E 24° 56’ 16"""
Ф-36606	Сигла	Syhla	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 54"""	"E 24° 57’ 35"""
Ф-36607	поле Веснарка	pole Vesnarka	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 48’ 54"""	"E 24° 56’ 57"""
Ф-36563	Великий Студеняк	Velykyi Studeniak	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 0"""	"E 24° 57’ 29"""
Ф-2473	Фоїнник	Foinnyk	потік	Івано-Франківська обл.		"N 47° 49’ 12"""	"E 24° 58’ 30"""
Ф-38473	Цоркало	Tsorkalo	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 3"""	"E 24° 53’ 6"""
Ф-36459	Пір'є Мале	Pirie Male	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 30"""	"E 24° 48’ 40"""
Ф-17545	Глистовати	Hlystovaty	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 36"""	"E 24° 53’ 36"""
Ф-21918	Гостів	Hostiv	хребет	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 36"""	"E 24° 55’ 32"""
Ф-37955	Широка	Shyroka	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 39"""	"E 24° 53’ 59"""
Ф-36946	Глистуватий	Hlystuvatyi	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 45"""	"E 24° 53’ 12"""
Ф-4230	Малий Лостун	Malyi Lostun	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 45"""	"E 24° 46’ 55"""
Ф-28076	Пір'є	Pirie	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 46"""	"E 24° 48’ 52"""
Ф-35777	Глистуватий	Hlystuvatyi	хребет	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 47"""	"E 24° 54’ 24"""
Ф-37873	Чившинаш	Chyvshynash	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 5"""	"E 24° 51’ 51"""
Ф-36504	Великий Стефулець	Velykyi Stefulets	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 50"""	"E 24° 48’ 50"""
Ф-4228	Ріжоватий	Rizhovatyi	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 56"""	"E 24° 45’ 17"""
Ф-34848	Чемірне	Chemirne	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 57"""	"E 24° 50’ 57"""
Ф-36531	Шия	Shyia	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 49’ 7"""	"E 24° 53’ 59"""
Ф-36610	Смітіний	Smitinyi	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 0"""	"E 24° 56’ 55"""
Ф-30930	Смітенни	Smitenny	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 10"""	"E 24° 57’ 51"""
Ф-36458	Лостун	Lostun	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 11"""	"E 24° 47’ 11"""
Ф-14994	Баласинув	Balasynuv	гора	Івано-Франківська обл.	Верховинський р-н	"N 47° 50’ 15"""	"E 24° 50’ 14"""
Ф-16135	Баласинув	Balasynuv	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 15"""	"E 24° 50’ 14"""
Ф-36609	Миколина Ріжа	Mykolyna Rizha	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 15"""	"E 24° 58’ 40"""
Ф-33757	Шерока	Sheroka	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 19"""	"E 24° 52’ 49"""
Ф-26815	Попадя	Popadia	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 22"""	"E 24° 45’ 55"""
Ф-4226	Оґлінда	Oglinda	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 22"""	"E 24° 57’ 30"""
Ф-25197	На Подартим	Na Podartym	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 23"""	"E 24° 54’ 20"""
Ф-4229	Сулигул	Sulyhul	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 30"""	"E 24° 42’ 58"""
Ф-36457	Брюсний	Briusnyi	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 31"""	"E 24° 44’ 49"""
Ф-37562	Оґлінда	Oglinda	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 31"""	"E 24° 52’ 33"""
Ф-27183	Рижувате	Ryzhuvate	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 34"""	"E 24° 45’ 41"""
Ф-32848	Яворова	Yavorova	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 37"""	"E 24° 53’ 18"""
Ф-4227	Лостун	Lostun	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 37"""	"E 24° 46’ 57"""
Ф-14375	Чемірний	Chemirnyi	потік	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 4"""	"E 24° 51’ 24"""
Ф-14995	Гостів	Hostiv	гора	Івано-Франківська обл.	Верховинський р-н	"N 47° 50’ 4"""	"E 24° 56’ 0"""
Ф-21919	Гостів	Hostiv	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 4"""	"E 24° 56’ 0"""
Ф-37855	Пнів'є	Pnivie	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 4"""	"E 24° 56’ 3"""
Ф-33895	Висяче	Vysiache	озеро	Івано-Франківська обл.		"N 47° 50’ 43"""	"E 24° 50’ 16"""
Ф-36530	Баживська Ріжа	Bazhyvska Rizha	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 55"""	"E 24° 54’ 55"""
Ф-38478	Оґленда	Oglenda	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 57"""	"E 24° 58’ 59"""
Ф-36461	Баласинів	Balasyniv	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 6"""	"E 24° 50’ 41"""
Ф-38472	верхній Шкорухів	verkhnii Shkorukhiv	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 50’ 7"""	"E 24° 55’ 18"""
Ф-2466	Великий Грамітний	Velyryi Hramitnyi	потік	Івано-Франківська обл.		"N 47° 51’ 1"""	"E 24° 52’ 55"""
Ф-2467	Малий Грамітний	Malyi Hramitnyi	потік	Івано-Франківська обл.		"N 47° 51’ 1"""	"E 24° 52’ 55"""
Ф-18951	Гаджуги	Hadzhuhy	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 11"""	"E 24° 51’ 36"""
Ф-32402	Шкурихів	Shkurykhiv	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 14"""	"E 24° 55’ 36"""
Ф-4224	Чивчинаш	Chyvchynash	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 15"""	"E 24° 42’ 17"""
Ф-38096	Юрівська Кичера	Yurivska Kychera	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 16"""	"E 24° 48’ 46"""
Ф-25865	Мокрин Малий	Mokryn Malyi	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 20"""	"E 24° 47’ 4"""
Ф-2459	Лостун	Lostun	потік	Івано-Франківська обл.		"N 47° 51’ 21"""	"E 24° 49’ 50"""
Ф-36611	Ґаджоване	Gadzhovane	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 23"""	"E 24° 59’ 12"""
Ф-24061	Кам'янець	Kamianets	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 26"""	"E 24° 48’ 26"""
Ф-37713	Петровець	Petrovets	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 26"""	"E 24° 53’ 40"""
Ф-4223	Кукулик	Kukulyk	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 26"""	"E 24° 41’ 14"""
Ф-14368	Бласинів	Blasyniv	потік	Івано-Франківська обл.		"N 47° 51’ 27"""	"E 24° 49’ 36"""
Ф-34829	Куракова	Kurakova	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 28"""	"E 24° 42’ 49"""
Ф-36449	Танасівка	Tanasivka	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 34"""	"E 24° 41’ 57"""
Ф-36529	Кам'яні Баби	Kamiani Baby	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 40"""	"E 24° 55’ 33"""
Ф-38467	Попадя	Popadia	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 42"""	"E 24° 45’ 9"""
Ф-31405	Старий Зруб	Staryi Zrub	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 45"""	"E 24° 57’ 22"""
Ф-38200	Гомул	Homul	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 47"""	"E 24° 42’ 27"""
Ф-36528	Петровець	Petrovets	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 52"""	"E 24° 54’ 4"""
Ф-37944	Чорний Ґрунь	Chornyi Grun	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 55"""	"E 24° 47’ 43"""
Ф-18351	Галка	Halka	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 6"""	"E 24° 57’ 19"""
Ф-34827	Лостин	Lostyn	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 6"""	"E 24° 49’ 38"""
Ф-34828	Попадя	Popadia	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 7"""	"E 24° 44’ 50"""
Ф-32847	Яворова	Yavorova	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 8"""	"E 24° 53’ 33"""
Ф-38468	Чивчинаш	Chyvchynash	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 51’ 8"""	"E 24° 42’ 12"""
Ф-34281	Чивчини	Chyvchyny	гори	Івано-Франківська обл., Чернівецька обл.		"N 47° 52’ 0"""	"E 24° 42’ 40"""
Ф-4220	Чивчин	Chyvchyn	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 0"""	"E 24° 42’ 41"""
Ф-34723	Чивчинські гори	Chyvchynski hory	гори	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 10"""	"E 24° 44’ 2"""
Ф-38158	Присліп	Pryslip	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 14"""	"E 24° 50’ 50"""
Ф-24635	Малиновати	Malynovaty	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 16"""	"E 24° 57’ 47"""
Ф-34830	Мількова	Milkova	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 20"""	"E 24° 43’ 25"""
Ф-36464	Ґропа	Gropa	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 22"""	"E 24° 51’ 41"""
Ф-4222	Велика Будийовська	Velyka Budyiovska	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 22"""	"E 24° 40’ 7"""
Ф-2471	Під'яворова	Pidiavorova	потік	Івано-Франківська обл.		"N 47° 52’ 25"""	"E 24° 54’ 58"""
Ф-27185	Ризовата	Ryzovata	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 3"""	"E 24° 52’ 4"""
Ф-38466	Альбин	Albyn	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 30"""	"E 24° 45’ 42"""
Ф-9034	Ризувата	Ryzuvata	урочище	Івано-Франківська обл.	р-н Косівський	"N 47° 52’ 31"""	"E 24° 54’ 2"""
Ф-37771	Керничний	Kernychnyi	горб	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 33"""	"E 24° 50’ 20"""
Ф-4219	Альбин	Albyn	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 35"""	"E 24° 45’ 46"""
Ф-36527	Спалений	Spalenyi	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 36"""	"E 24° 54’ 44"""
Ф-14999	Чолакін	Cholakin	гора	Івано-Франківська обл.	Верховинський р-н	"N 47° 52’ 37"""	"E 24° 43’ 23"""
Ф-27236	Пневе	Pneve	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 37"""	"E 24° 50’ 41"""
Ф-33254	Чолакін	Cholakin	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 37"""	"E 24° 43’ 23"""
Ф-24563	Малий Потік	Malyi Potik	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 4"""	"E 24° 55’ 54"""
Ф-36448	Чурус	Churus	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 40"""	"E 24° 40’ 48"""
Ф-4221	Великий Мокрин	Velykyi Mokryn	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 42"""	"E 24° 47’ 30"""
Ф-36465	Дощина	Doshchyna	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 46"""	"E 24° 52’ 18"""
Ф-36462	Мокрин	Mokryn	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 47"""	"E 24° 49’ 5"""
Ф-17221	Громовиця	Hromovytsia	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 54"""	"E 24° 54’ 14"""
Ф-37408	Стефулець	Stefulets	хребет	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 54"""	"E 24° 47’ 6"""
Ф-38305	Ріжоватий	Rizhovatyi	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 57"""	"E 24° 49’ 42"""
Ф-38470	Присліп	Pryslip	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 57"""	"E 24° 51’ 38"""
Ф-16648	Білогар'я	Biloharia	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 59"""	"E 24° 50’ 22"""
Ф-38501	Дощина	Doshchyna	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 52’ 59"""	"E 24° 52’ 27"""
Ф-2472	Срібник	Sribnyk	потік	Івано-Франківська обл.		"N 47° 52’ 8"""	"E 24° 58’ 55"""
Ф-28075	Піп'я Дорога	Pipia Doroha	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 10"""	"E 24° 56’ 13"""
Ф-4216	Чурус	Churus	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 10"""	"E 24° 41’ 23"""
Ф-36666	Чемірний	Chemirnyi	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 11"""	"E 24° 48’ 28"""
Ф-36450	Дикий Камінь	Dykyi Kamin	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 12"""	"E 24° 42’ 52"""
Ф-4217	Дикий Камінь	Dykyi Kamin	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 12"""	"E 24° 43’ 10"""
Ф-36463	Альбин	Albyn	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 13"""	"E 24° 45’ 48"""
Ф-36526	Нижня	Nyzhnia	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 14"""	"E 24° 54’ 17"""
Ф-2470	Гостовець	Hostovets	потік	Івано-Франківська обл.		"N 47° 53’ 15"""	"E 24° 57’ 25"""
Ф-38578	Малий Потік	Malyi Potik	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 17"""	"E 24° 55’ 3"""
Ф-38645	Жупанія	Zhupaniia	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 17"""	"E 24° 53’ 45"""
Ф-36466	Мокринець	Mokrynets	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 2"""	"E 24° 49’ 30"""
Ф-35912	Микулівський	Mykulivskyi	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 25"""	"E 24° 49’ 9"""
Ф-34825	Попадинець	Popadynets	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 26"""	"E 24° 46’ 51"""
Ф-19542	Дошина	Doshyna	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 28"""	"E 24° 52’ 51"""
Ф-36954	Гоїччина	Hoichchyna	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 29"""	"E 24° 50’ 0"""
Ф-2458	Попадинець	Popadynets	потік	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 30"""	"E 24° 47’ 40"""
Ф-4218	Гостовець	Hostovets	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 36"""	"E 24° 55’ 55"""
Ф-33979	Пневе	Pneve	хребет	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 39"""	"E 24° 48’ 15"""
Ф-14998	Боршутин	Borshutyn	гора	Івано-Франківська обл.	Верховинський р-н	"N 47° 53’ 47"""	"E 24° 40’ 25"""
Ф-16942	Боршутин	Borshutyn	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 47"""	"E 24° 40’ 25"""
Ф-20278	Дуконя	Dukonia	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 49"""	"E 24° 50’ 24"""
Ф-34831	Староста	Starosta	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 53"""	"E 24° 41’ 14"""
Ф-38423	Ґропа	Gropa	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 53"""	"E 24° 56’ 29"""
Ф-4225	Пнів`є	Pnivie	хребет	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 54"""	"E 24° 48’ 58"""
Ф-38677	Сушиця	Sushytsia	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 56"""	"E 24° 52’ 56"""
Ф-36525	Чорна	Chorna	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 58"""	"E 24° 54’ 31"""
Ф-14366	Маріїн	Mariin	потік	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 59"""	"E 24° 56’ 47"""
Ф-35834	Добрин	Dobryn	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 59"""	"E 24° 47’ 14"""
Ф-38581	Малий Стефулець	Malyi Stefulets	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 59"""	"E 24° 47’ 53"""
Ф-38314	Розтіцька	Roztitska	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 53’ 9"""	"E 24° 45’ 57"""
Ф-36456	Штефулец	Shtefulets	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 10"""	"E 24° 46’ 1"""
Ф-34832	Альбин	Albyn	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 11"""	"E 24° 44’ 47"""
Ф-4211	Каменець	Kamenets	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 13"""	"E 24° 49’ 5"""
Ф-4210	Чорал	Choral	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 14"""	"E 24° 51’ 0"""
Ф-36454	Штефулец М.	Shtefulets M.	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 16"""	"E 24° 48’ 16"""
Ф-35900	Маскотин	Maskotyn	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 17"""	"E 24° 56’ 5"""
Ф-2456	Добрин	Dobryn	потік	Івано-Франківська обл.		"N 47° 54’ 20"""	"E 24° 44’ 10"""
Ф-34833	Добрин	Dobryn	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 21"""	"E 24° 43’ 44"""
Ф-38733	Нижня	Nyzhnia	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 24"""	"E 24° 54’ 23"""
Ф-16240	Байзалева	Baizaleva	урочище	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 26"""	"E 24° 55’ 27"""
Ф-4213	Добрин	Dobryn	гора	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 26"""	"E 24° 42’ 45"""
Ф-36455	Штефулец В.	Shtefulets V.	полонина	Івано-Франківська обл.	р-н Верховинський	"N 47° 54’ 28"""	"E 24° 47’ 55"""
Ф-2457	Альбин	Albyn	потік	Івано-Франківська обл.		"N 47° 54’ 3"""	"E 24° 44’ 50"""
