Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-12175	Висока Гура	Vysoka Hura	гора	Тернопільська обл.	р-н Бережанський	"N 49° 29’ 33"""	"E 24° 49’ 5"""
Ф-16415	Бернадирське	Bernadyrske	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 29’ 25"""	"E 24° 49’ 52"""
Ф-12174	Збіч	Zbich	гора	Тернопільська обл.	р-н Бережанський	"N 49° 33’ 12"""	"E 24° 50’ 0"""
Ф-31633	Снігурка	Snihurka	урочище	Тернопільська обл.	Бережанська міськрада	"N 49° 27’ 0"""	"E 24° 50’ 17"""
Ф-12169	Обересивка	Oberesyvka	гора	Тернопільська обл.	р-н Бережанський	"N 49° 32’ 35"""	"E 24° 50’ 18"""
Ф-18634	Ганина Долина	Hanyna Dolyna	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 30’ 32"""	"E 24° 50’ 19"""
Ф-27786	Піджидівка	Pidzhydivka	гора	Тернопільська обл.	р-н Бережанський	"N 49° 18’ 39"""	"E 24° 50’ 23"""
Ф-12172	Костєво	Kostievo	гора	Тернопільська обл.	р-н Бережанський	"N 49° 31’ 30"""	"E 24° 50’ 40"""
Ф-8957	Березники	Bereznyky	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 28’ 60"""	"E 24° 50’ 9"""
Ф-12180	Бабина Гура	Babyna Hura	гора	Тернопільська обл.	р-н Бережанський	"N 49° 25’ 51"""	"E 24° 51’ 12"""
Ф-16831	Біла Гура	Bila Hura	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 23’ 46"""	"E 24° 51’ 22"""
Ф-25191	На Калиновці	Na Kalynovtsi	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 32’ 38"""	"E 24° 51’ 28"""
Ф-39893	Грабія	Hrabiia	ліс	Тернопільська обл.	р-н Бережанський	"N 49° 23’ 19"""	"E 24° 51’ 31"""
Ф-24336	Коло Вежи	Kolo Vezhy	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 30’ 21"""	"E 24° 51’ 52"""
Ф-17564	Військові Магазини	Viiskovi Mahazyny	урочище	Тернопільська обл.	Бережанська міськрада	"N 49° 27’ 7"""	"E 24° 51’ 53"""
Ф-36913	Чортів камінь	Chortiv kamin	гора	Тернопільська обл.	Бережанська міськрада	"N 49° 26’ 36"""	"E 24° 52’ 14"""
Ф-12167	Поточанська	Potochanska	гора	Тернопільська обл.	р-н Бережанський	"N 49° 34’ 51"""	"E 24° 52’ 15"""
Ф-25572	Надгірна Береза	Nadhirna Bereza	урочище	Тернопільська обл.	Бережанська міськрада	"N 49° 27’ 47"""	"E 24° 52’ 3"""
Ф-25655	Лисиця	Lysytsia	гора	Тернопільська обл.	р-н Бережанський	"N 49° 29’ 5"""	"E 24° 52’ 57"""
Ф-31923	Шумляни	Shumliany	хребет	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 22"""	"E 24° 53’ 14"""
Ф-12443	Горожанка	Horozhanka	гора	Тернопільська обл.	р-н Монастириський	"N 49° 9’ 40"""	"E 24° 53’ 15"""
Ф-27961	Сади	Sady	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 29’ 19"""	"E 24° 53’ 16"""
Ф-12459	Славятин	Slaviatyn	хребет	Тернопільська обл.	р-н Бережанський	"N 49° 18’ 33"""	"E 24° 53’ 27"""
Ф-31769	Поточани	Potochany	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 34’ 31"""	"E 24° 53’ 27"""
Ф-3202	Вербовець	Verbovets	річка	Тернопільська обл.		"N 49° 31’ 6"""	"E 24° 53’ 55"""
Ф-8914	Попова Долина	Popova Dolyna	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 11’ 69"""	"E 24° 53’ 69"""
Ф-31883	Шумляни	Shumliany	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 31’ 44"""	"E 24° 54’ 0"""
Ф-30398	Цигольня	Tsyholnia	урочище	Тернопільська обл.	р-н Монастириський	"N 49° 8’ 32"""	"E 24° 54’ 16"""
Ф-30802	Старожиська	Starozhyska	гора	Тернопільська обл.	Бережанська міськрада	"N 49° 27’ 23"""	"E 24° 55’ 14"""
Ф-12440	Липина	Lypyna	гора	Тернопільська обл.	р-н Підгаєцький	"N 49° 15’ 55"""	"E 24° 55’ 4"""
Ф-3203	Гай	Hai	річка	Тернопільська обл.		"N 49° 28’ 17"""	"E 24° 55’ 40"""
Ф-12456	Суслово	Suslovo	хребет	Тернопільська обл.	р-н Бережанський	"N 49° 19’ 23"""	"E 24° 55’ 5"""
Ф-30495	Радятин	Radiatyn	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 21’ 1"""	"E 24° 56’ 0"""
Ф-3205	Горі	Hori	річка	Тернопільська обл.		"N 49° 30’ 5"""	"E 24° 56’ 0"""
Ф-33117	Урмань	Urman	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 33’ 36"""	"E 24° 56’ 3"""
Ф-15302	Тростянці	Trostiantsi	гора	Тернопільська обл.	Монастириський р-н	"N 49° 3’ 42"""	"E 24° 56’ 41"""
Ф-29395	Тростянці	Trostiantsi	гора	Тернопільська обл.	р-н Монастириський	"N 49° 3’ 42"""	"E 24° 56’ 41"""
Ф-12431	Божиків	Bozhykiv	долина	Тернопільська обл.	р-н Бережанський	"N 49° 17’ 57"""	"E 24° 57’ 1"""
Ф-12435	Раковець	Rakovets	долина	Тернопільська обл.	р-н Підгаєцький	"N 49° 16’ 18"""	"E 24° 57’ 25"""
Ф-12425	Сюлко	Siulko	долина	Тернопільська обл.	р-н Бережанський	"N 49° 19’ 10"""	"E 24° 57’ 25"""
Ф-30904	Спловщина	Splovshchyna	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 11’ 21"""	"E 24° 57’ 29"""
Ф-12445	Винна	Vynna	гора	Тернопільська обл.	р-н Монастириський	"N 49° 3’ 15"""	"E 24° 57’ 40"""
Ф-22782	Котовська Гура	Kotovska Hura	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 20’ 32"""	"E 24° 57’ 53"""
Ф-33694	Шендировей	Shendyrovei	долина	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 1"""	"E 24° 58’ 12"""
Ф-12436	Попова	Popova	гора	Тернопільська обл.	р-н Підгаєцький	"N 49° 18’ 0"""	"E 24° 58’ 36"""
Ф-12177	Стецькова	Stetskova	гора	Тернопільська обл.	р-н Бережанський	"N 49° 29’ 48"""	"E 24° 58’ 36"""
Ф-33445	Юрецька	Yuretska	долина	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 39"""	"E 24° 58’ 40"""
Ф-12178	Попівка	Popivka	гора	Тернопільська обл.	р-н Бережанський	"N 49° 29’ 5"""	"E 24° 58’ 45"""
Ф-15303	Надиб'янка	Nadybianka	гора	Тернопільська обл.	Монастириський р-н	"N 49° 2’ 37"""	"E 24° 58’ 54"""
Ф-25576	Надиб'янка	Nadybianka	гора	Тернопільська обл.	р-н Монастириський	"N 49° 2’ 37"""	"E 24° 58’ 54"""
Ф-3204	Коропець	Koropets	річка	Тернопільська обл.		"N 49° 24’ 22"""	"E 24° 58’ 56"""
Ф-12451	Божиків	Bozhykiv	хребет	Тернопільська обл.	р-н Бережанський	"N 49° 19’ 42"""	"E 24° 59’ 0"""
Ф-32956	Суходол	Sukhodol	долина	Тернопільська обл.	р-н Монастириський	"N 49° 7’ 39"""	"E 24° 59’ 0"""
Ф-12441	Лиса	Lysa	гора	Тернопільська обл.	р-н Підгаєцький	"N 49° 13’ 4"""	"E 24° 59’ 20"""
Ф-12438	Камнійська	Kamniiska	гора	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 0"""	"E 24° 59’ 20"""
Ф-12181	Лиссія	Lyssiia	гора	Тернопільська обл.	р-н Бережанський	"N 49° 25’ 50"""	"E 24° 59’ 23"""
Ф-8917	Вогур	Vohur	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 11’ 1"""	"E 24° 59’ 55"""
Ф-17608	Дембіна	Dembina	урочище	Тернопільська обл.	р-н Зборівський	"N 49° 37’ 34"""	"E 25° 0’ 13"""
Ф-29350	Сині Дуби	Syni Duby	урочище	Тернопільська обл.	р-н Зборівський	"N 49° 42’ 2"""	"E 25° 0’ 22"""
Ф-12545	Бобровник	Bobrovnyk	гора	Тернопільська обл.	р-н Монастириський	"N 49° 2’ 8"""	"E 25° 0’ 30"""
Ф-15571	Голиці	Holytsi	гора	Тернопільська обл.	Бережанський р-н	"N 49° 20’ 17"""	"E 25° 0’ 45"""
Ф-21653	Голиці	Holytsi	гора	Тернопільська обл.	р-н Бережанський	"N 49° 20’ 17"""	"E 25° 0’ 45"""
Ф-23833	Кудярка	Kudiarka	урочище	Тернопільська обл.	р-н Монастириський	"N 49° 0’ 51"""	"E 25° 0’ 59"""
Ф-24050	Кам'яна Гора	Kamiana Hora	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 11’ 5"""	"E 25° 1’ 31"""
Ф-12463	Каміньчик	Kaminchyk	гора	Тернопільська обл.	р-н Бережанський	"N 49° 18’ 55"""	"E 25° 1’ 52"""
Ф-3227	Гнилка	Hnylka	річка	Тернопільська обл.		"N 49° 40’ 12"""	"E 25° 10’ 12"""
Ф-1733	Добривідка	Dobryvidka	річка	Тернопільська обл.		"N 49° 5’ 0"""	"E 25° 10’ 34"""
Ф-19894	Клюкове	Kliukove	урочище	Тернопільська обл.	р-н Монастириський	"N 49° 0’ 3"""	"E 25° 10’ 36"""
Ф-15299	Заольше	Zaolshe	гора	Тернопільська обл.	Підгаєцький р-н	"N 49° 10’ 57"""	"E 25° 10’ 38"""
Ф-20422	Заольше	Zaolshe	гора	Тернопільська обл.	р-н Підгаєцький	"N 49° 10’ 57"""	"E 25° 10’ 38"""
Ф-1785	Заруда	Zaruda	потік	Тернопільська обл.		"N 49° 36’ 2"""	"E 25° 10’ 38"""
Ф-20104	Клин	Klyn	балка	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 35"""	"E 25° 10’ 46"""
Ф-15321	Попова	Popova	гора	Тернопільська обл.	Зборівський р-н	"N 49° 41’ 18"""	"E 25° 10’ 47"""
Ф-27476	Попова	Popova	гора	Тернопільська обл.	р-н Зборівський	"N 49° 41’ 18"""	"E 25° 10’ 47"""
Ф-31273	Попова Долина	Popova Dolyna	балка	Тернопільська обл.	р-н Підгаєцький	"N 49° 15’ 4"""	"E 25° 10’ 53"""
Ф-12212	Могила	Mohyla	гора	Тернопільська обл.	р-н Козівський	"N 49° 28’ 35"""	"E 25° 10’ 7"""
Ф-12530	Заольше	Zaolshe	гора	Тернопільська обл.	р-н Підгаєцький	"N 49° 10’ 11"""	"E 25° 11’ 11"""
Ф-32558	Довге Гоне	Dovhe Hone	урочище	Тернопільська обл.	р-н Козівський	"N 49° 28’ 14"""	"E 25° 11’ 2"""
Ф-33434	Устинівська	Ustynivska	балка	Тернопільська обл.	р-н Підгаєцький	"N 49° 19’ 16"""	"E 25° 11’ 22"""
Ф-22962	Крапивні	Krapyvni	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 13’ 6"""	"E 25° 11’ 38"""
Ф-25386	Мацьків Яр	Matskiv Yar	урочище	Тернопільська обл.	р-н Зборівський	"N 49° 48’ 41"""	"E 25° 11’ 48"""
Ф-15093	Середня	Serednia	гора	Тернопільська обл.	Монастириський р-н	"N 48° 56’ 14"""	"E 25° 11’ 51"""
Ф-30637	Середня	Serednia	гора	Тернопільська обл.	р-н Монастириський	"N 48° 56’ 14"""	"E 25° 11’ 51"""
Ф-20162	Дітчина	Ditchyna	урочище	Тернопільська обл.	р-н Козівський	"N 49° 28’ 37"""	"E 25° 11’ 57"""
Ф-12478	Росоха	Rosokha	балка	Тернопільська обл.	р-н Підгаєцький	"N 49° 15’ 10"""	"E 25° 12’ 17"""
Ф-15318	Ямни	Yamny	гора	Тернопільська обл.	Зборівський р-н	"N 49° 45’ 15"""	"E 25° 12’ 2"""
Ф-33184	Ямни	Yamny	гора	Тернопільська обл.	р-н Зборівський	"N 49° 45’ 15"""	"E 25° 12’ 2"""
Ф-19497	Вагнерівка	Vahnerivka	урочище	Тернопільська обл.	р-н Монастириський	"N 48° 56’ 24"""	"E 25° 12’ 21"""
Ф-24578	Могилка	Mohylka	урочище	Тернопільська обл.	р-н Козівський	"N 49° 21’ 34"""	"E 25° 12’ 21"""
Ф-28574	Підгай	Pidhai	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 53"""	"E 25° 12’ 23"""
Ф-30368	Сіваки	Sivaky	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 14’ 0"""	"E 25° 12’ 32"""
Ф-8850	Диброва	Dybrova	урочище	Тернопільська обл.	р-н Монастириський	"N 49° 0’ 29"""	"E 25° 12’ 36"""
Ф-28806	Передній Горб	Perednii Horb	хребет	Тернопільська обл.	р-н Зборівський	"N 49° 45’ 33"""	"E 25° 12’ 54"""
Ф-8694	Писарева	Pysareva	урочище	Тернопільська обл.	р-н Козівський	"N 49° 28’ 8"""	"E 25° 12’ 65"""
Ф-33742	Толока	Toloka	урочище	Тернопільська обл.	р-н Монастириський	"N 49° 4’ 31"""	"E 25° 13’ 11"""
Ф-12190	Возки	Vozky	гора	Тернопільська обл.	р-н Зборівський	"N 49° 37’ 20"""	"E 25° 13’ 26"""
Ф-16361	Барсукова	Barsukova	урочище	Тернопільська обл.	р-н Бучацький	"N 49° 1’ 46"""	"E 25° 13’ 28"""
Ф-27064	Пуликавце	Pulykavtse	урочище	Тернопільська обл.	р-н Бучацький	"N 49° 2’ 16"""	"E 25° 13’ 28"""
Ф-20381	Донброва	Donbrova	урочище	Тернопільська обл.	р-н Монастириський	"N 49° 3’ 48"""	"E 25° 13’ 30"""
Ф-12128	Гострий Горб	Hostryi Horb	гора	Тернопільська обл.	р-н Зборівський	"N 49° 43’ 18"""	"E 25° 13’ 35"""
Ф-15304	Будилів	Budyliv	гора	Тернопільська обл.	Козівський р-н	"N 49° 29’ 53"""	"E 25° 13’ 40"""
Ф-19036	Будилів	Budyliv	гора	Тернопільська обл.	р-н Козівський	"N 49° 29’ 53"""	"E 25° 13’ 40"""
Ф-14989	Пукасова	Pukasova	гора	Тернопільська обл.	Козівський р-н	"N 49° 34’ 23"""	"E 25° 13’ 45"""
Ф-27063	Пукасова	Pukasova	гора	Тернопільська обл.	р-н Козівський	"N 49° 34’ 23"""	"E 25° 13’ 45"""
Ф-29124	Олиндарівка	Olyndarivka	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 14’ 33"""	"E 25° 13’ 51"""
Ф-16609	Беремівка	Beremivka	урочище	Тернопільська обл.	р-н Зборівський	"N 49° 44’ 21"""	"E 25° 13’ 56"""
Ф-31062	Селизки	Selyzky	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 13"""	"E 25° 14’ 13"""
Ф-22730	Кругла	Kruhla	гора	Тернопільська обл.	р-н Зборівський	"N 49° 46’ 31"""	"E 25° 14’ 16"""
Ф-8920	Бариш	Barysh	урочище	Тернопільська обл.	р-н Монастириський, р-н Бучацький	"N 48° 59’ 45"""	"E 25° 14’ 20"""
Ф-8704	Окопи	Okopy	урочище	Тернопільська обл.	р-н Козівський	"N 49° 27’ 0"""	"E 25° 14’ 20"""
Ф-20382	Донброва	Donbrova	урочище	Тернопільська обл.	р-н Зборівський	"N 49° 48’ 8"""	"E 25° 14’ 23"""
Ф-22538	Королиха	Korolykha	урочище	Тернопільська обл.	р-н Козівський	"N 49° 29’ 18"""	"E 25° 14’ 24"""
Ф-8827	Поплавки	Poplavky	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 15’ 45"""	"E 25° 14’ 27"""
Ф-27910	Поплави	Poplavy	урочище	Тернопільська обл.	р-н Теребовлянський	"N 49° 14’ 40"""	"E 25° 15’ 46"""
Ф-12474	Долина	Dolyna	гора	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 40"""	"E 25° 16’ 11"""
Ф-39326	Савинський	Savynskyi	ліс	Тернопільська обл.	р-н Бучацький	"N 49° 1’ 11"""	"E 25° 16’ 13"""
Ф-1701	Плотича	Plotycha	озеро	Тернопільська обл.	р-н Козівський	"N 49° 31’ 9"""	"E 25° 16’ 18"""
Ф-2936	Бариш	Barysh	річка	Тернопільська обл.		"N 48° 52’ 0"""	"E 25° 16’ 19"""
Ф-16600	Бичкова	Bychkova	гора	Тернопільська обл.	р-н Теребовлянський	"N 49° 14’ 8"""	"E 25° 16’ 28"""
Ф-29866	Церквшака	Tserkvshaka	гора	Тернопільська обл.	р-н Бучацький	"N 49° 0’ 45"""	"E 25° 16’ 32"""
Ф-12200	Ксендзова	Ksendzova	долина	Тернопільська обл.	р-н Козівський	"N 49° 28’ 17"""	"E 25° 16’ 55"""
Ф-15325	Могила	Mohyla	гора	Тернопільська обл.	Зборівський р-н	"N 49° 40’ 27"""	"E 25° 17’ 7"""
Ф-24766	Могила	Mohyla	гора	Тернопільська обл.	р-н Зборівський	"N 49° 40’ 27"""	"E 25° 17’ 7"""
Ф-15307	Микета	Myketa	гора	Тернопільська обл.	Зборівський р-н	"N 49° 38’ 21"""	"E 25° 17’ 9"""
Ф-24651	Микета	Myketa	гора	Тернопільська обл.	р-н Зборівський	"N 49° 38’ 21"""	"E 25° 17’ 9"""
Ф-1813	Серет Правий	Seret Pravyi	річка	Тернопільська обл., Львівська обл.		"N 49° 51’ 0"""	"E 25° 18’ 10"""
Ф-23968	Ксендзова Долина	Ksendzova Dolyna	урочище	Тернопільська обл.	р-н Підгаєцький	"N 49° 17’ 48"""	"E 25° 18’ 18"""
Ф-39902	Заграбки	Zahrabky	ліс	Тернопільська обл.	р-н Бучацький	"N 48° 59’ 37"""	"E 25° 18’ 27"""
Ф-12221	Могилки	Mohylky	гора	Тернопільська обл.	р-н Козівський	"N 49° 23’ 33"""	"E 25° 18’ 3"""
Ф-22638	Кшижева	Kshyzheva	гора	Тернопільська обл.	р-н Теребовлянський	"N 49° 21’ 27"""	"E 25° 18’ 37"""
Ф-15326	Обидра	Obydra	гора	Тернопільська обл.	Зборівський р-н	"N 49° 42’ 54"""	"E 25° 18’ 43"""
Ф-28034	Обидра	Obydra	гора	Тернопільська обл.	р-н Зборівський	"N 49° 42’ 54"""	"E 25° 18’ 43"""
Ф-12476	Киданів	Kydaniv	гора	Тернопільська обл.	р-н Бучацький	"N 49° 12’ 32"""	"E 25° 18’ 5"""
Ф-12203	Качморгова	Kachmorhova	долина	Тернопільська обл.	р-н Козівський	"N 49° 25’ 12"""	"E 25° 18’ 50"""
Ф-12555	Мильниця	Mylnytsia	гора	Тернопільська обл.	р-н Бучацький	"N 49° 0’ 44"""	"E 25° 18’ 52"""
Ф-15103	Коя Гора	Koia Hora	гора	Тернопільська обл.	Бучацький р-н	"N 49° 1’ 58"""	"E 25° 18’ 59"""
Ф-32275	Коя Гора	Koia Hora	гора	Тернопільська обл.	р-н Бучацький	"N 49° 1’ 58"""	"E 25° 18’ 59"""
Ф-12186	Заруда	Zaruda	гора	Тернопільська обл.	р-н Зборівський	"N 49° 36’ 2"""	"E 25° 19’ 0"""
Ф-10592	Серет Лівий	Seret Livyi	річка	Тернопільська обл., Львівська обл.		"N 49° 51’ 50"""	"E 25° 19’ 0"""
Ф-15322	Лиса	Lysa	гора	Тернопільська обл.	Зборівський р-н	"N 49° 49’ 22"""	"E 25° 19’ 13"""
Ф-22237	Лиса	Lysa	гора	Тернопільська обл.	р-н Зборівський	"N 49° 49’ 22"""	"E 25° 19’ 13"""
Ф-27803	Руда	Ruda	урочище	Тернопільська обл.	р-н Бучацький	"N 48° 58’ 56"""	"E 25° 19’ 21"""
Ф-15300	Денисів	Denysiv	гора	Тернопільська обл.	Козівський р-н	"N 49° 26’ 23"""	"E 25° 19’ 43"""
Ф-17466	Денисів	Denysiv	гора	Тернопільська обл.	р-н Козівський	"N 49° 26’ 23"""	"E 25° 19’ 43"""
Ф-15308	Сукачова	Sukachova	гора	Тернопільська обл.	Козівський р-н	"N 49° 35’ 22"""	"E 25° 19’ 50"""
Ф-31407	Сукачова	Sukachova	гора	Тернопільська обл.	р-н Козівський	"N 49° 35’ 22"""	"E 25° 19’ 50"""
Ф-21509	Жизномир	Zhyznomyr	урочище	Тернопільська обл.	р-н Бучацький	"N 49° 1’ 14"""	"E 25° 19’ 59"""
Ф-8689	Топеліска	Topeliska	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 28’ 40"""	"E 25° 2’ 30"""
Ф-2900	Слонівка	Slonivka	річка	"Тернопільська обл., Рівненська обл.,
Львівська обл."		"N 50° 15’ 15"""	"E 25° 2’ 35"""
Ф-37600	Кривецький	Kryvetskyi	ліс	Тернопільська обл.	р-н Бережанський	"N 49° 24’ 57"""	"E 25° 2’ 39"""
Ф-33067	Щучина Гора	Shchuchyna Hora	урочище	Тернопільська обл.	р-н Зборівський	"N 49° 42’ 23"""	"E 25° 2’ 40"""
Ф-39319	Іванівський	Ivanivskyi	ліс	Тернопільська обл.	р-н Підгаєцький	"N 49° 13’ 52"""	"E 25° 2’ 41"""
Ф-3244	Канюхи	Kaniukhy	річка	Тернопільська обл.		"N 49° 31’ 20"""	"E 25° 2’ 44"""
Ф-12231	Визші	Vyzshi	гора	Тернопільська обл.	р-н Бережанський	"N 49° 20’ 58"""	"E 25° 2’ 48"""
Ф-21278	Дубники	Dubnyky	урочище	Тернопільська обл.	р-н Бережанський	"N 49° 27’ 16"""	"E 25° 2’ 49"""
Ф-29630	Темний Гай	Temnyi Hai	урочище	Тернопільська обл.	р-н Бучацький	"N 48° 58’ 26"""	"E 25° 20’ 16"""
Ф-2860	Восушка	Vosushka	річка	Тернопільська обл.		"N 49° 29’ 8"""	"E 25° 20’ 31"""
Ф-2937	Золотий	Zolotyi	потік	Тернопільська обл.		"N 48° 51’ 31"""	"E 25° 20’ 46"""
Ф-1781	Цецорка	Tsetsorka	потік	Тернопільська обл.		"N 49° 32’ 59"""	"E 25° 20’ 48"""
Ф-15324	Білкова	Bilkova	гора	Тернопільська обл.	Зборівський р-н	"N 49° 42’ 15"""	"E 25° 20’ 8"""
Ф-16642	Білкова	Bilkova	гора	Тернопільська обл.	р-н Зборівський	"N 49° 42’ 15"""	"E 25° 20’ 8"""
Ф-1728	Тудинка	Tudynka	потік	Тернопільська обл.		"N 49° 18’ 26"""	"E 25° 22’ 30"""
Ф-12208	Студенка	Studenka	річка	Тернопільська обл.		"N 49° 18’ 26"""	"E 25° 22’ 35"""
Ф-12227	Касперек	Kasperek	гора	Тернопільська обл.	р-н Козівський	"N 49° 32’ 20"""	"E 25° 22’ 38"""
Ф-3240	Самець	Samets	річка	Тернопільська обл.		"N 49° 14’ 31"""	"E 25° 22’ 4"""
Ф-2980	Смолянка	Smolianka	потік	Тернопільська обл.		"N 49° 46’ 45"""	"E 25° 23’ 16"""
Ф-12105	Висока	Vysoka	гора	Тернопільська обл.	р-н Зборівський	"N 49° 45’ 22"""	"E 25° 23’ 2"""
Ф-1879	Гук	Huk	потік	Тернопільська обл.		"N 49° 47’ 31"""	"E 25° 23’ 8"""
Ф-41839	Русилівські водоспади	Rusylivski vodospady	водоспад	Тернопільська обл.	р-н Бучацький	"N 48° 57’ 6"""	"E 25° 24’ 1"""
Ф-12183	Клячиха	Kliachykha	гора	Тернопільська обл.	р-н Козівський	"N 49° 34’ 35"""	"E 25° 24’ 10"""
Ф-15301	Нивки	Nyvky	гора	Тернопільська обл.	Теребовлянський р-н	"N 49° 21’ 7"""	"E 25° 24’ 42"""
Ф-24927	Нивки	Nyvky	гора	Тернопільська обл.	р-н Теребовлянський	"N 49° 21’ 7"""	"E 25° 24’ 42"""
Ф-37597	Вертелецький	Verteletskyi	ліс	Тернопільська обл.	р-н Зборівський	"N 49° 46’ 5"""	"E 25° 24’ 53"""
Ф-8706	Руда	Ruda	урочище	Тернопільська обл.	р-н Козівський	"N 49° 26’ 8"""	"E 25° 24’ 8"""
Ф-12225	Лиса	Lysa	гора	Тернопільська обл.	р-н Теребовлянський	"N 49° 23’ 53"""	"E 25° 24’ 9"""
Ф-23257	Збич	Zbych	урочище	Тернопільська обл.	р-н Кременецький	"N 49° 57’ 35"""	"E 25° 25’ 10"""
Ф-15323	Гостра	Hostra	гора	Тернопільська обл.	Зборівський р-н	"N 49° 48’ 28"""	"E 25° 25’ 11"""
